0   0   (0.21875,0)   (1.0408340855860843e-17,0)   (-8.6736173798840355e-19,0)   (-6.0715321659188248e-18,0)   (-1.0842021724855044e-18,0)   (-4.1199682554449168e-18,0)   (2.8189256484623115e-18,0)   (1.5178830414797062e-18,0)   (0.43750000000000056,0)   (-2.995108501491206e-18,0)   (-7.2370495013407421e-18,0)   (-6.3696877633523385e-19,0)   (-2.0057740190981832e-18,0)   (-3.0764236644276188e-18,0)   (2.2632720350634905e-18,0)   (1.7753810574450135e-18,0)   
0.5   0   (0.23845675269303354,0)   (0.0059410798049715462,0)   (0.0079570343696249574,0)   (0.0094104602593164336,0)   (-0.0034139970552268997,0)   (0.0042039130985546767,0)   (-0.00085861546337325748,0)   (0.0007789518043298131,0)   (0.47691350538606814,0)   (-0.033974276802077485,0)   (-0.020713614193351743,0)   (0.02295381671125702,0)   (-0.011498140057976074,0)   (0.0032903547340882911,0)   (-0.00074143524316627285,0)   (0.00017755063957120693,0)   
1   0   (0.24023130671460377,0)   (0.015298948695591411,0)   (0.018182139367884868,0)   (0.011142709060255515,0)   (-0.0069507020036487094,0)   (0.010944034294531991,0)   (-0.0017782840994764472,0)   (0.0032425216224083691,0)   (0.48046261342918967,0)   (-0.052289806233536525,0)   (-0.021822044962131786,0)   (0.032836523513564211,0)   (-0.025294844650503075,0)   (0.0067203161799672647,0)   (-0.00021755321455144808,0)   (-0.00023638460306664089,0)   
2   0   (0.24078376649419728,0)   (0.024979918080334864,0)   (0.032141312810889597,0)   (0.0084892893895266372,0)   (-0.0098904762609292301,0)   (0.0209789079630332,0)   (-0.0018779602707070327,0)   (0.011011401690877576,0)   (0.48156753298837945,0)   (-0.081219479268597128,0)   (-0.01559114643234461,0)   (0.036777782431774764,0)   (-0.041185514281001361,0)   (0.017251970678883219,0)   (-0.00068277335197342286,0)   (-0.0021274322288001497,0)   
10   0   (0.24064068151303442,0)   (0.0019852395414308153,0)   (0.042271139354499811,0)   (-0.00073632358180673906,0)   (-0.01715597497367051,0)   (0.02917650639525329,0)   (-0.0069313965173016271,0)   (0.053824855262022742,0)   (0.48128136302606489,0)   (-0.15197538807552768,0)   (0.030840825391911797,0)   (0.013022339737232873,0)   (-0.060592403903187833,0)   (0.078058560135142743,0)   (-0.09173410179924843,0)   (0.060831184273689179,0)   
100   0   (0.24042453977561873,0)   (-0.071979613372525536,0)   (0.029683095761864762,0)   (-0.0064904844012617958,0)   (-0.02249932388693511,0)   (0.030917798254881678,0)   (-0.054562161323573478,0)   (0.024794003092249595,0)   (0.48084907955123551,0)   (-0.20986454145578801,0)   (0.057449974696252452,0)   (-0.013641043254938893,0)   (-0.04422682464887473,0)   (0.0855834183063338,0)   (-0.17998062051277899,0)   (0.18940920402155884,0)   
200   0   (0.24037708765456217,0)   (-0.085764943974292171,0)   (0.027564263489268818,0)   (-0.0070632559808785078,0)   (-0.023323325372797767,0)   (0.031900574140965941,0)   (-0.065290230954321155,0)   (0.013063523426420668,0)   (0.48075417530912218,0)   (-0.21983706022556479,0)   (0.059987749383409186,0)   (-0.015991461986418268,0)   (-0.041469518404728359,0)   (0.082925064058011658,0)   (-0.18788850631915247,0)   (0.20346157315554209,0)   
500   0   (0.24037138407601619,0)   (-0.087421888611148815,0)   (0.027309588301856137,0)   (-0.0071321007932605637,0)   (-0.023422367358657992,0)   (0.03201870030381003,0)   (-0.066579704728622735,0)   (0.011653562960072328,0)   (0.4807427681520306,0)   (-0.22103571948394557,0)   (0.060292779809767258,0)   (-0.016273972562585625,0)   (-0.041138101033755252,0)   (0.082605538670588688,0)   (-0.18883900111445776,0)   (0.20515061168936308,0)   
1000   0   (0.24037137853374746,0)   (-0.087423498693721402,0)   (0.027309340829447099,0)   (-0.0071321676909891669,0)   (-0.023422463599517124,0)   (0.032018815089103356,0)   (-0.066580957733222645,0)   (0.011652192876410873,0)   (0.48074275706749309,0)   (-0.22103688424246518,0)   (0.060293076213257593,0)   (-0.016274247083136979,0)   (-0.041137778989601574,0)   (0.082605228182086904,0)   (-0.18883992472715516,0)   (0.20515225295814588,0)   
10000   0   (0.24037137853369558,0)   (-0.087423498708800784,0)   (0.027309340827129373,0)   (-0.0071321676916157057,0)   (-0.02342246360041848,0)   (0.032018815090178392,0)   (-0.066580957744957786,0)   (0.011652192863579221,0)   (0.48074275706738895,0)   (-0.22103688425337387,0)   (0.060293076216033546,0)   (-0.016274247085708019,0)   (-0.041137778986585459,0)   (0.082605228179179077,0)   (-0.18883992473580544,0)   (0.20515225297351755,0)   
