0   0   (0.20000000000000001,0)   (-6.9388939039072284e-18,0)   (0,0)   (-1.3877787807814458e-18,0)   (9.7144514654701191e-18,0)   (0.39999999999999986,0)   (1.7347234759768071e-18,0)   (2.4286128663675298e-18,0)   (-1.1102230246251566e-17,0)   (-7.4593109467002702e-18,0)   
0.5   0   (0.21174457771401292,0)   (0.0092261809045267752,0)   (0.0076691367392575189,0)   (0.0040445696742182581,0)   (0.0011837983234370773,0)   (0.42348915542802607,0)   (-0.018062625611756741,0)   (-0.015993304127871633,0)   (0.0064880418055534919,0)   (-0.001470797612254083,0)   
1   0   (0.2155233439362276,0)   (0.0035644350527260478,0)   (0.00016696255414537742,0)   (0.0087873796751002479,0)   (-0.00061664646340865888,0)   (0.43104668787245493,0)   (-0.051578389602232322,0)   (-0.042658127542984071,0)   (0.030567297863541242,0)   (-0.010911919785311808,0)   
2   0   (0.21773810580903932,0)   (-0.0090374547146519334,0)   (-0.018722036865230326,0)   (0.011740701036344107,0)   (-0.0037917529207848583,0)   (0.43547621161807881,0)   (-0.093196799971743877,0)   (-0.073051912245319373,0)   (0.077944947143410326,0)   (-0.037206406973194842,0)   
10   0   (0.21871987594820669,0)   (-0.018299441818395525,0)   (-0.028340904066364948,0)   (0.0099313552445070251,0)   (0.008262079362722833,0)   (0.43743975189641304,0)   (-0.14857570005983273,0)   (-0.079022336163952683,0)   (0.12187291436175904,0)   (-0.11067479429838341,0)   
100   0   (0.21845782280687051,0)   (-0.11191720607215987,0)   (-0.0076673869341255469,0)   (0.013718784745831058,0)   (-0.088662509311253884,0)   (0.4369156456137408,0)   (-0.25166976806800689,0)   (-0.023957137060875218,0)   (0.094503214207079855,0)   (-0.22388837621509849,0)   
200   0   (0.21842837396929174,0)   (-0.12478059369310734,0)   (-0.0048445306111927471,0)   (0.014296489522225697,0)   (-0.10207249110847476,0)   (0.43685674793858337,0)   (-0.2654869627926828,0)   (-0.0164801632856043,0)   (0.090689775625593452,0)   (-0.23892040955065832,0)   
500   0   (0.21842705316775121,0)   (-0.12535752587728158,0)   (-0.004717923475344046,0)   (0.014322399996843635,0)   (-0.10267393843448154,0)   (0.43685410633550215,0)   (-0.266106673911291,0)   (-0.016144815635491024,0)   (0.090518740163173794,0)   (-0.23959460705449037,0)   
1000   0   (0.21842705308368562,0)   (-0.12535756259749975,0)   (-0.0047179154171323881,0)   (0.014322401645977288,0)   (-0.10267397671502411,0)   (0.43685410616737103,0)   (-0.26610671335427594,0)   (-0.016144794291493906,0)   (0.090518729277215881,0)   (-0.23959464996539062,0)   
10000   0   (0.21842705308368565,0)   (-0.12535756259750347,0)   (-0.0047179154171315754,0)   (0.014322401645977456,0)   (-0.10267397671502798,0)   (0.43685410616737108,0)   (-0.26610671335427993,0)   (-0.016144794291491748,0)   (0.090518729277214785,0)   (-0.23959464996539492,0)   
