0   0   (0.21428571428571427,0)   (-8.9214350193092943e-18,0)   (1.9825411154020651e-18,0)   (-3.4694469519536142e-18,0)   (-6.9388939039072284e-18,0)   (1.9825411154020651e-18,0)   (2.9738116731030977e-18,0)   (0.42857142857142883,0)   (-1.5488602464078635e-19,0)   (-1.1151793774136618e-18,0)   (3.2216293125283561e-18,0)   (-2.7879484435341544e-18,0)   (9.2002298636627095e-18,0)   (4.2283884726934673e-18,0)   
0.5   0   (0.23380267787653658,0)   (0.0015578195417552396,0)   (0.0028670003475986198,0)   (0.0094538315868875275,0)   (-0.0034220542083023739,0)   (0.003598013550896618,0)   (-0.00077363373064740155,0)   (0.46760535575307205,0)   (-0.038328468629437333,0)   (-0.025983358241955246,0)   (0.025181468840784992,0)   (-0.011132795668696684,0)   (0.0027146867493921412,0)   (-0.00065816323526550697,0)   
1   0   (0.23595809235537696,0)   (0.0043411572991302275,0)   (0.0057197498378321427,0)   (0.012788907896645085,0)   (-0.0078382840598714976,0)   (0.010887038353800267,0)   (-0.0019642070377085684,0)   (0.47191618471075319,0)   (-0.061965582234998866,0)   (-0.031701437124068879,0)   (0.043385301710776002,0)   (-0.029183104690616718,0)   (0.0063746147990943192,0)   (-0.00058279977263088489,0)   
2   0   (0.23668374653259672,0)   (0.0063685104501655966,0)   (0.011999097945934947,0)   (0.010478089889914151,0)   (-0.011193583372818771,0)   (0.021856473852272001,0)   (-0.00209511917382684,0)   (0.473367493065186,0)   (-0.09541650597409454,0)   (-0.025638126167665195,0)   (0.051264804890994796,0)   (-0.052645604519765854,0)   (0.016757955758857773,0)   (0.00016811422434209335,0)   
10   0   (0.23622187007006407,0)   (-0.051307984375930489,0)   (0.017608643509067011,0)   (0.0038508611368236476,0)   (-0.031234535450658973,0)   (0.032195095976138524,0)   (-0.024101604954613998,0)   (0.47244374014012663,0)   (-0.20482698116295933,0)   (0.029134545390735123,0)   (0.026565816842121618,0)   (-0.099949879736770358,0)   (0.11447026708323391,0)   (-0.12950692360411414,0)   
100   0   (0.23535900970513451,0)   (-0.1450104356357976,0)   (0.032699781822428158,0)   (-0.0074977906253837125,0)   (-0.04319086592353133,0)   (0.048505905212039888,0)   (-0.12080306370487991,0)   (0.47071801941026797,0)   (-0.29699023005291075,0)   (0.05202882410508243,0)   (0.0041563741402075071,0)   (-0.095791564474590363,0)   (0.12185085956532339,0)   (-0.25403197781867282,0)   
200   0   (0.23535868660572443,0)   (-0.14504273695490408,0)   (0.032707362624421074,0)   (-0.0075023996518188184,0)   (-0.043193057194545283,0)   (0.048514605820329917,0)   (-0.12084245548351719,0)   (0.47071737321144796,0)   (-0.2970194783525697,0)   (0.052031776222412333,0)   (0.00415183271276024,0)   (-0.095785984624233933,0)   (0.12184109731915339,0)   (-0.25406081712807399,0)   
500   0   (0.23535868657593487,0)   (-0.14504273993306252,0)   (0.032707363323365594,0)   (-0.0075024000767677582,0)   (-0.043193057396578895,0)   (0.048514606622519767,0)   (-0.12084245911541099,0)   (0.47071737315186923,0)   (-0.29701948104924197,0)   (0.052031776494595394,0)   (0.0041518322940439032,0)   (-0.095785984109775679,0)   (0.12184109641908125,0)   (-0.25406081978703748,0)   
1000   0   (0.23535868657593487,0)   (-0.14504273993306252,0)   (0.032707363323365594,0)   (-0.0075024000767677582,0)   (-0.043193057396578895,0)   (0.048514606622519767,0)   (-0.12084245911541099,0)   (0.47071737315186923,0)   (-0.29701948104924197,0)   (0.052031776494595394,0)   (0.0041518322940439032,0)   (-0.095785984109775679,0)   (0.12184109641908125,0)   (-0.25406081978703748,0)   
10000   0   (0.23535868657593487,0)   (-0.14504273993306252,0)   (0.032707363323365594,0)   (-0.0075024000767677582,0)   (-0.043193057396578895,0)   (0.048514606622519767,0)   (-0.12084245911541099,0)   (0.47071737315186923,0)   (-0.29701948104924197,0)   (0.052031776494595394,0)   (0.0041518322940439032,0)   (-0.095785984109775679,0)   (0.12184109641908125,0)   (-0.25406081978703748,0)   
