0   0   (0.20833333333333334,0)   (3.4694469519536142e-18,0)   (4.0476881106125501e-18,0)   (-1.8503717077085941e-17,0)   (5.7824115865893567e-19,0)   (-6.9388939039072284e-18,0)   (0.41666666666666757,0)   (-9.0937457217221684e-18,0)   (-8.8543177419649522e-19,0)   (-3.2345364812484214e-18,0)   (3.9065159527368332e-18,0)   (-1.0517325761740896e-19,0)   
0.5   0   (0.20835655210556112,0)   (0.022749477757684905,0)   (0.022729201713341172,0)   (0.0044037176274273485,0)   (0.0024942273457102667,0)   (0.00055786101951672742,0)   (0.41671310421112279,0)   (-3.8267908623608616e-05,0)   (-3.8161084842254271e-05,0)   (1.4733397775582952e-06,0)   (-3.2144143822902285e-08,0)   (5.3543926696942708e-10,0)   
1   0   (0.2078925680404877,0)   (0.048524405179553073,0)   (0.048514229837168112,0)   (0.018679153773456966,0)   (0.01186585189471802,0)   (0.0046763961622809649,0)   (0.41578513608097534,0)   (-0.00023075581715434096,0)   (-0.00022847805820958611,0)   (1.7658413796464212e-05,0)   (-7.2895573424045113e-07,0)   (2.3841337687112935e-08,0)   
2   0   (0.20350434198992895,0)   (0.097557523129102861,0)   (0.099031613572754695,0)   (0.068084295862920585,0)   (0.051303443488752896,0)   (0.030997821751751097,0)   (0.40700868397985773,0)   (-0.00085087943259859488,0)   (-0.00082658159062557119,0)   (0.00011565529358720732,0)   (-7.941208145088485e-06,0)   (4.7115821618824013e-07,0)   
10   0   (0.17828398523939518,0)   (0.1463902960918711,0)   (0.15651080209956539,0)   (0.15640678884277906,0)   (0.14608815236769684,0)   (0.10587891069482766,0)   (0.35656797047878985,0)   (-4.3932873833826992e-05,0)   (-3.5277923628515773e-05,0)   (6.5800481572120477e-06,0)   (-3.2127184169087895e-07,0)   (-6.259826577930787e-08,0)   
100   0   (0.17161656717273269,0)   (0.15041511988440776,0)   (0.14620144728832429,0)   (0.14620144728832457,0)   (0.15041511988440784,0)   (0.09323313434546654,0)   (0.34323313434546532,0)   (-2.8574404545426303e-16,0)   (1.0785524593810829e-17,0)   (-1.2011201278059886e-16,0)   (1.2450225353188175e-16,0)   (-5.3909655653053118e-17,0)   
200   0   (0.17161608332401032,0)   (0.15041553465449672,0)   (0.1462005486695129,0)   (0.14620054866951315,0)   (0.15041553465449686,0)   (0.093232166648021711,0)   (0.34323216664802064,0)   (-2.8037969520590841e-16,0)   (1.1592661935449074e-17,0)   (-1.1725460180900697e-16,0)   (1.1957232164183092e-16,0)   (-5.5717339928624686e-17,0)   
500   0   (0.17161608331361172,0)   (0.15041553466341068,0)   (0.14620054865020032,0)   (0.1462005486502006,0)   (0.15041553466341082,0)   (0.093232166627224555,0)   (0.34323216662722333,0)   (-2.8747790010045628e-16,0)   (1.040834085584632e-17,0)   (-1.1860155327456168e-16,0)   (1.1892342579447352e-16,0)   (-5.0944373096134979e-17,0)   
1000   0   (0.17161608331361172,0)   (0.15041553466341068,0)   (0.14620054865020032,0)   (0.1462005486502006,0)   (0.15041553466341082,0)   (0.093232166627224555,0)   (0.34323216662722333,0)   (-2.8747790010042601e-16,0)   (1.0408340855860843e-17,0)   (-1.1860155327454713e-16,0)   (1.1892342579450377e-16,0)   (-5.0944373096136267e-17,0)   
10000   0   (0.17161608331361172,0)   (0.15041553466341068,0)   (0.14620054865020032,0)   (0.1462005486502006,0)   (0.15041553466341082,0)   (0.093232166627224555,0)   (0.34323216662722333,0)   (-2.8747790010042601e-16,0)   (1.0408340855860843e-17,0)   (-1.1860155327454713e-16,0)   (1.1892342579450377e-16,0)   (-5.0944373096136267e-17,0)   
