0   0   (0.16666666666666666,0)   (4.6259292692714853e-18,0)   (-1.3877787807814457e-17,0)   (0.33333333333333331,0)   (0,0)   (-4.6259292692714853e-18,0)   
0.5   0   (0.16666666666666666,0)   (-0.008775332483393402,0)   (-0.0087753324833933985,0)   (0.33333333333333331,0)   (-0.034042836370555038,0)   (-0.034042836370555066,0)   
1   0   (0.16666666666666663,0)   (-0.042279881885749174,0)   (-0.04227988188574916,0)   (0.33333333333333331,0)   (-0.10071303822909873,0)   (-0.10071303822909876,0)   
2   0   (0.16666666666666657,0)   (-0.078052645561540068,0)   (-0.078052645561540041,0)   (0.33333333333333331,0)   (-0.15944332242838519,0)   (-0.15944332242838524,0)   
10   0   (0.16666666666666663,0)   (-0.083333333308165738,0)   (-0.083333333308165711,0)   (0.3333333333333332,0)   (-0.16666666664132943,0)   (-0.16666666664132951,0)   
100   0   (0.16666666666666663,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.1666666666666666,0)   (-0.16666666666666669,0)   
200   0   (0.16666666666666663,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.1666666666666666,0)   (-0.16666666666666669,0)   
500   0   (0.16666666666666663,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.1666666666666666,0)   (-0.16666666666666669,0)   
1000   0   (0.16666666666666663,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.1666666666666666,0)   (-0.16666666666666669,0)   
10000   0   (0.16666666666666663,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.1666666666666666,0)   (-0.16666666666666669,0)   
