0   0   (0.19999999999999998,0)   (0,0)   (-4.1633363423443369e-18,0)   (-1.6653345369377347e-17,0)   (-4.1633363423443369e-18,0)   (0.40000000000000002,0)   (-2.9923979960599924e-18,0)   (-3.4694469519536142e-18,0)   (-3.3827107781547738e-18,0)   (5.1201447595627948e-18,0)   
0.5   0   (0.19971435097031481,0)   (0.020233443836110133,0)   (0.020270971781391721,0)   (0.0033947057652280173,0)   (0.0018419311618762179,0)   (0.39942870194062963,0)   (-5.9231826554644499e-06,0)   (-5.9152688206679752e-06,0)   (1.1409800308755403e-07,0)   (-1.2585792371524098e-09,0)   
1   0   (0.19851533365053953,0)   (0.042668072861566403,0)   (0.043040589066031365,0)   (0.014095389195017538,0)   (0.0081210772844980354,0)   (0.39703066730107905,0)   (-3.7503034277874921e-05,0)   (-3.7304809196884894e-05,0)   (1.4672571717181174e-06,0)   (-3.1365874072571067e-08,0)   
2   0   (0.19234105250202249,0)   (0.085409708810942328,0)   (0.088571129799333084,0)   (0.051612608324318854,0)   (0.031792275650127891,0)   (0.38468210500404498,0)   (-0.00015324993624094612,0)   (-0.00015012768510434959,0)   (1.1928709477441459e-05,0)   (-4.6291223422204451e-07,0)   
10   0   (0.15730779188103958,0)   (0.13000517818872021,0)   (0.14698862615262387,0)   (0.12981068085404088,0)   (0.064198344216929951,0)   (0.31461558376207927,0)   (-7.6997860715650704e-06,0)   (-5.8711239724871521e-06,0)   (1.3039624635719126e-06,0)   (-5.9126747453496873e-08,0)   
100   0   (0.1637868915182637,0)   (0.1263108131975465,0)   (0.16116526512316215,0)   (0.12631081319754744,0)   (0.077573783036535074,0)   (0.32757378303652734,0)   (-9.4134056939501924e-17,0)   (-8.8548461680978179e-18,0)   (4.6241750041263748e-17,0)   (-5.4321999566326364e-19,0)   
200   0   (0.1670452308413945,0)   (0.12522922002588402,0)   (0.16658679078961533,0)   (0.12522922002588524,0)   (0.084090461682798892,0)   (0.33409046168278894,0)   (-1.0008129761873771e-16,0)   (-1.4294832006223603e-17,0)   (4.922440538215313e-17,0)   (-4.1307945283578663e-18,0)   
500   0   (0.16773312977269147,0)   (0.12500087462870496,0)   (0.16773138051526992,0)   (0.12500087462870627,0)   (0.085466259545393289,0)   (0.33546625954538284,0)   (-9.6507518530706522e-17,0)   (-1.5633534214810262e-17,0)   (5.1783990954476049e-17,0)   (-5.4923576921339276e-18,0)   
1000   0   (0.16773576438792015,0)   (0.12500000007834086,0)   (0.16773576423122677,0)   (0.12500000007834214,0)   (0.085471528775850736,0)   (0.3354715287758403,0)   (-9.7460499935817876e-17,0)   (-1.6735489018515535e-17,0)   (5.2475553972782156e-17,0)   (-6.5260982947927016e-18,0)   
10000   0   (0.16773576462394246,0)   (0.12499999999999417,0)   (0.16773576462394246,0)   (0.12499999999999546,0)   (0.085471529247895306,0)   (0.33547152924788481,0)   (-9.9046844775115949e-17,0)   (-1.4390208112357494e-17,0)   (5.2577770255797778e-17,0)   (-5.6535214064488276e-18,0)   
