0   0   (0.1875,0)   (-6.9388939039072284e-18,0)   (-1.0408340855860843e-17,0)   (-1.7347234759768071e-17,0)   (0.375,0)   (-1.7347234759768071e-18,0)   (8.6736173798840355e-19,0)   (-1.1275702593849246e-17,0)   
0.5   0   (0.19859219926276694,0)   (-0.013911784158748055,0)   (-0.013911784158748048,0)   (0.014175463978863247,0)   (0.39718439852553378,0)   (-0.046936902125454413,0)   (-0.046936902125454524,0)   (0.034131569656452462,0)   
1   0   (0.20243428129553886,0)   (-0.038014700517304142,0)   (-0.038014700517304156,0)   (0.034374214062328233,0)   (0.4048685625910779,0)   (-0.091569073809751475,0)   (-0.091569073809751628,0)   (0.091764919800488107,0)   
2   0   (0.20449710415209071,0)   (-0.049484709993536623,0)   (-0.049484709993536671,0)   (0.041641088578190683,0)   (0.40899420830418132,0)   (-0.10784211246869646,0)   (-0.1078421124686966,0)   (0.11610783797935487,0)   
10   0   (0.20463453197183626,0)   (-0.050284843301723656,0)   (-0.050284843301723711,0)   (0.041870309263985508,0)   (0.40926906394367235,0)   (-0.10865889731542118,0)   (-0.1086588973154213,0)   (0.11739875467967738,0)   
100   0   (0.20463453197187279,0)   (-0.050284843301919242,0)   (-0.050284843301919291,0)   (0.041870309263931392,0)   (0.40926906394374546,0)   (-0.10865889731554351,0)   (-0.10865889731554365,0)   (0.11739875467981441,0)   
200   0   (0.20463453197187279,0)   (-0.050284843301919242,0)   (-0.050284843301919291,0)   (0.041870309263931399,0)   (0.40926906394374551,0)   (-0.10865889731554353,0)   (-0.10865889731554365,0)   (0.11739875467981439,0)   
500   0   (0.20463453197187279,0)   (-0.050284843301919235,0)   (-0.050284843301919291,0)   (0.041870309263931392,0)   (0.40926906394374546,0)   (-0.10865889731554351,0)   (-0.10865889731554364,0)   (0.11739875467981443,0)   
1000   0   (0.20463453197187279,0)   (-0.050284843301919235,0)   (-0.050284843301919291,0)   (0.041870309263931406,0)   (0.40926906394374557,0)   (-0.10865889731554351,0)   (-0.10865889731554365,0)   (0.11739875467981441,0)   
10000   0   (0.20463453197187279,0)   (-0.050284843301919235,0)   (-0.050284843301919284,0)   (0.041870309263931399,0)   (0.40926906394374546,0)   (-0.10865889731554351,0)   (-0.10865889731554365,0)   (0.11739875467981439,0)   
