0   0   (0.20833333333333334,0)   (4.6259292692714853e-18,0)   (6.9388939039072284e-18,0)   (5.7824115865893572e-18,0)   (-4.6259292692714853e-18,0)   (1.0408340855860843e-17,0)   (0.41666666666666674,0)   (-3.3971668071212471e-18,0)   (3.6140072416183484e-18,0)   (1.1564823173178713e-18,0)   (4.6982094141038528e-18,0)   (4.7704895589362195e-18,0)   
0.5   0   (0.21972846829528742,0)   (0.017025335064481228,0)   (0.015485926626287816,0)   (0.0044859219902155124,0)   (0.0021381388016101502,0)   (0.00091385348585491181,0)   (0.43945693659057511,0)   (-0.010372052965154799,0)   (-0.0092380382505939437,0)   (0.0035278016348318174,0)   (-0.00062867428444899221,0)   (9.224619540815435e-05,0)   
1   0   (0.22444399446035196,0)   (0.026754236603973143,0)   (0.022829853987370335,0)   (0.011423344931327377,0)   (0.0048136799315272715,0)   (0.0050586538615380551,0)   (0.44888798892070347,0)   (-0.029578301005867613,0)   (-0.023449785972073939,0)   (0.017498000808999853,0)   (-0.0049454969429075027,0)   (0.0011417272916462485,0)   
2   0   (0.22628412432991052,0)   (0.037119030043124446,0)   (0.027116548092808741,0)   (0.017109564785733961,0)   (0.0079854942705954567,0)   (0.017572131498900977,0)   (0.45256824865982109,0)   (-0.057270576787846125,0)   (-0.042477745118545449,0)   (0.048095218589745463,0)   (-0.01824018789164366,0)   (0.0033057781465691311,0)   
10   0   (0.22729456790829181,0)   (0.080538097211033971,0)   (0.040609475142117019,0)   (0.010565797640414251,0)   (0.052820676920173074,0)   (0.10776298314987881,0)   (0.45458913581658222,0)   (-0.070923973263518361,0)   (-0.069851519366199433,0)   (0.11278940215829308,0)   (-0.029678032821830198,0)   (-0.030890439935807992,0)   
100   0   (0.22708594361883047,0)   (0.090251989278581607,0)   (0.04473021216920859,0)   (0.010614979998147228,0)   (0.063088736219984717,0)   (0.12452145469417387,0)   (0.4541718872376605,0)   (-0.063492642439313351,0)   (-0.075592136693597878,0)   (0.11901617508655664,0)   (-0.020118192294245992,0)   (-0.045717012706048749,0)   
200   0   (0.2270859436188207,0)   (0.09025198927887107,0)   (0.044730212169326586,0)   (0.010614979998159963,0)   (0.063088736220253586,0)   (0.12452145469453296,0)   (0.45417188723764107,0)   (-0.063492642439036406,0)   (-0.075592136693832759,0)   (0.11901617508665766,0)   (-0.020118192293834804,0)   (-0.045717012706679362,0)   
500   0   (0.22708594361882073,0)   (0.09025198927887107,0)   (0.044730212169326579,0)   (0.010614979998159964,0)   (0.0630887362202536,0)   (0.12452145469453296,0)   (0.45417188723764107,0)   (-0.063492642439036406,0)   (-0.075592136693832745,0)   (0.11901617508665766,0)   (-0.020118192293834807,0)   (-0.045717012706679362,0)   
1000   0   (0.2270859436188207,0)   (0.090251989278871084,0)   (0.044730212169326586,0)   (0.010614979998159964,0)   (0.063088736220253586,0)   (0.12452145469453298,0)   (0.45417188723764101,0)   (-0.063492642439036392,0)   (-0.075592136693832732,0)   (0.11901617508665766,0)   (-0.020118192293834804,0)   (-0.045717012706679362,0)   
10000   0   (0.2270859436188207,0)   (0.09025198927887107,0)   (0.044730212169326586,0)   (0.010614979998159964,0)   (0.063088736220253586,0)   (0.12452145469453298,0)   (0.45417188723764101,0)   (-0.063492642439036406,0)   (-0.075592136693832732,0)   (0.11901617508665766,0)   (-0.020118192293834807,0)   (-0.045717012706679362,0)   
