0   0   (0.1875,0)   (-8.6736173798840355e-18,0)   (-6.9388939039072284e-18,0)   (-1.0408340855860843e-17,0)   (0.37500000000000006,0)   (-1.7347234759768071e-18,0)   (5.2041704279304213e-18,0)   (-3.4694469519536142e-18,0)   
0.5   0   (0.19609786782570979,0)   (0.0026208793951960356,0)   (0.0026208793951960196,0)   (0.0056263973286903744,0)   (0.39219573565141946,0)   (-0.020722010019973838,0)   (-0.020722010019973751,0)   (0.009952869329965152,0)   
1   0   (0.19849488779576974,0)   (-0.010887402394345436,0)   (-0.010887402394345467,0)   (0.018140869384740695,0)   (0.39698977559153975,0)   (-0.056524876039521069,0)   (-0.056524876039520972,0)   (0.047829451401417616,0)   
2   0   (0.20231142731186666,0)   (-0.035671448267446289,0)   (-0.03567144826744631,0)   (0.032501673508217956,0)   (0.40462285462373382,0)   (-0.096893222555620995,0)   (-0.096893222555620842,0)   (0.1051584750974655,0)   
10   0   (0.20458041124942439,0)   (-0.048373368227792021,0)   (-0.048373368227792035,0)   (0.034334045883487201,0)   (0.40916082249884889,0)   (-0.10989379667686648,0)   (-0.10989379667686634,0)   (0.12482677056118598,0)   
100   0   (0.20458047922698314,0)   (-0.048373721973383625,0)   (-0.048373721973383639,0)   (0.034333929439568318,0)   (0.40916095845396655,0)   (-0.10989402164181619,0)   (-0.10989402164181605,0)   (0.12482702901439809,0)   
200   0   (0.20458047922698316,0)   (-0.048373721973383625,0)   (-0.048373721973383639,0)   (0.034333929439568318,0)   (0.40916095845396661,0)   (-0.10989402164181621,0)   (-0.10989402164181605,0)   (0.12482702901439807,0)   
500   0   (0.20458047922698314,0)   (-0.048373721973383625,0)   (-0.048373721973383639,0)   (0.034333929439568318,0)   (0.40916095845396655,0)   (-0.10989402164181622,0)   (-0.10989402164181607,0)   (0.12482702901439807,0)   
1000   0   (0.20458047922698316,0)   (-0.048373721973383625,0)   (-0.048373721973383639,0)   (0.034333929439568311,0)   (0.40916095845396655,0)   (-0.10989402164181619,0)   (-0.10989402164181605,0)   (0.12482702901439804,0)   
10000   0   (0.20458047922698314,0)   (-0.048373721973383625,0)   (-0.048373721973383639,0)   (0.034333929439568311,0)   (0.40916095845396649,0)   (-0.10989402164181621,0)   (-0.10989402164181605,0)   (0.12482702901439807,0)   
