0   0   (0.22222222222222221,0)   (4.2404351634988621e-18,0)   (-1.9274705288631189e-19,0)   (-3.8549410577262378e-19,0)   (-1.5419764230904951e-18,0)   (6.5533997981346044e-18,0)   (6.4570262716914488e-18,0)   (2.3129646346357427e-18,0)   (9.540979117872439e-18,0)   (0.44444444444444753,0)   (-1.2393033166049586e-17,0)   (-3.8447013705416524e-17,0)   (-1.2606861927845337e-17,0)   (6.0504504570093846e-18,0)   (-5.2162171187358161e-18,0)   (-4.8367463583658896e-18,0)   (2.8791591024892842e-18,0)   (-4.9105323395489302e-18,0)   
0.5   0   (0.24168111467024894,0)   (0.0092559101583787363,0)   (0.01206396095115725,0)   (0.0088640981080017542,0)   (-0.0035121995744821491,0)   (0.0042574466198743713,0)   (-0.0011977105622084255,0)   (0.00082240145623548922,0)   (-0.00016564121954036869,0)   (0.4833622293404442,0)   (-0.030840665495906739,0)   (-0.016484004511614962,0)   (0.020100991787874584,0)   (-0.011887677726788094,0)   (0.0034839710927503514,0)   (-0.0008679124536451131,0)   (0.00019146496127179979,0)   (-4.6097045508538469e-05,0)   
1   0   (0.24300759265429159,0)   (0.022130395774347271,0)   (0.027134753940911364,0)   (0.0099711269298699227,0)   (-0.0057135666794772546,0)   (0.0096973654263505411,0)   (-0.002581680742026055,0)   (0.0029581319883992692,0)   (-0.00033786081432395223,0)   (0.48601518530843285,0)   (-0.047788439926890254,0)   (-0.015694986689184204,0)   (0.025076982207357455,0)   (-0.021753448330317383,0)   (0.0068739917746357014,0)   (-0.00016058086490918272,0)   (-0.00052865064995476956,0)   (0.00016472767925020904,0)   
2   0   (0.24339522156139262,0)   (0.037092928314203362,0)   (0.046595622903859643,0)   (0.008058618384242159,0)   (-0.0070442851963532574,0)   (0.01752658322970822,0)   (-0.0050276161425454706,0)   (0.0091056569736880887,0)   (-4.7069241946101615e-05,0)   (0.48679044312266667,0)   (-0.075069104213093846,0)   (-0.010411522564951578,0)   (0.028133081389092596,0)   (-0.031497061688214617,0)   (0.016801130057773787,0)   (-0.0035676685589690108,0)   (-0.0019237481450546995,0)   (0.0010414614110233022,0)   
10   0   (0.24337975015611402,0)   (0.03525653317237068,0)   (0.060244123992026805,0)   (-0.0086227654602232823,0)   (-0.0077804850242177044,0)   (0.021691853138988422,0)   (-0.019966150434840704,0)   (0.030657052074920761,0)   (0.0050839884566848421,0)   (0.48675950031221948,0)   (-0.13556110880326935,0)   (0.023341663060314901,0)   (0.0062780391790979943,0)   (-0.031763978988792178,0)   (0.048514408471284208,0)   (-0.07010562961016481,0)   (0.054741525027287609,0)   (-0.031729183200999135,0)   
100   0   (0.24312036073651488,0)   (-0.0071164204751494008,0)   (0.045901804228479288,0)   (-0.019601544237803182,0)   (-0.0088328921610645161,0)   (0.021766924598811004,0)   (-0.045773425152361574,0)   (0.004155453424583914,0)   (-0.016857637101135459,0)   (0.48624072147302616,0)   (-0.18132934727698202,0)   (0.046416606463915107,0)   (-0.019874861144249176,0)   (-0.0052354084979668262,0)   (0.035088812356971276,0)   (-0.11555565595198516,0)   (0.18523475756870755,0)   (-0.17047075036524473,0)   
200   0   (0.24316643730483545,0)   (0.0022424851252332866,0)   (0.043778508137792771,0)   (-0.019365098687935112,0)   (-0.0088180381264304306,0)   (0.021438670927772303,0)   (-0.048044191619736762,0)   (-0.0050638446284742662,0)   (-0.011873299180971051,0)   (0.48633287460967001,0)   (-0.17438656982998943,0)   (0.045266857873428969,0)   (-0.019569294993582419,0)   (-0.0024922649950592942,0)   (0.033620525209032984,0)   (-0.12034700268165562,0)   (0.19631941824620253,0)   (-0.16468813400500582,0)   
500   0   (0.2432712938770899,0)   (0.021674338070910709,0)   (0.041870291864052119,0)   (-0.017374149503376145,0)   (-0.0086988189378183946,0)   (0.020720558836239626,0)   (-0.047234800469608505,0)   (-0.012713883604148732,0)   (0.0037660849097629532,0)   (0.48654258775417969,0)   (-0.15914341880713256,0)   (0.04204761981440179,0)   (-0.01769038343613771,0)   (-3.3938879996757341e-05,0)   (0.03279301090686311,0)   (-0.12435097382016504,0)   (0.20488480381406748,0)   (-0.14940154694819699,0)   
1000   0   (0.24330020718769277,0)   (0.027021923304006549,0)   (0.041359715909809941,0)   (-0.016816962821650402,0)   (-0.0086655648341407484,0)   (0.020522685706941501,0)   (-0.046978604812500074,0)   (-0.01474993507792554,0)   (0.0081035260045931225,0)   (0.48660041437538515,0)   (-0.1549435628985707,0)   (0.041157196452876882,0)   (-0.017166488972251447,0)   (0.0006239843305994397,0)   (0.032578142248444415,0)   (-0.12541791052427431,0)   (0.20715947196282972,0)   (-0.14517951238938825,0)   
10000   0   (0.24330240927651797,0)   (0.027429204670547134,0)   (0.041320829798833489,0)   (-0.0167745263646631,0)   (-0.0086630321366470784,0)   (0.020507615342064942,0)   (-0.046959091956359299,0)   (-0.014905003150785674,0)   (0.0084338735941397701,0)   (0.48660481855303583,0)   (-0.154623694506003,0)   (0.041089380191513987,0)   (-0.017126588149300979,0)   (0.00067409259791475053,0)   (0.032561777690055659,0)   (-0.12549916969974911,0)   (0.2073327132794687,0)   (-0.14485795466662355,0)   
