0   0   (0.20833333333333334,0)   (1.1564823173178714e-17,0)   (1.3299546649155522e-17,0)   (6.3606527452482924e-18,0)   (9.2518585385429707e-18,0)   (8.0953762212251003e-18,0)   (0.41666666666666602,0)   (-1.0263780566196109e-17,0)   (2.8912057932946783e-19,0)   (1.048062100069321e-17,0)   (6.5052130349130266e-18,0)   (3.3248866622888804e-18,0)   
0.5   0   (0.21792752602395515,0)   (0.018958292058977363,0)   (0.017542655105796438,0)   (0.004428851831240207,0)   (0.00240409068975665,0)   (0.00082154164763246758,0)   (0.43585505204791097,0)   (-0.0071499313859265216,0)   (-0.006547570540049937,0)   (0.0020444814258984614,0)   (-0.00031045220792468416,0)   (3.8434862102128365e-05,0)   
1   0   (0.22303653875653734,0)   (0.032756648236465367,0)   (0.028712063070651161,0)   (0.01227827782449332,0)   (0.006872078964525693,0)   (0.0047331060017492474,0)   (0.44607307751307507,0)   (-0.022232346328364939,0)   (-0.018267878193627726,0)   (0.01151746848847071,0)   (-0.0028648428352904113,0)   (0.00059990806731778775,0)   
2   0   (0.22467737416425995,0)   (0.049898252186299487,0)   (0.040003319741771126,0)   (0.022076318958961179,0)   (0.014318989991115791,0)   (0.017107715167705199,0)   (0.44935474832852029,0)   (-0.046910313562789248,0)   (-0.036219488030988435,0)   (0.036358360834858459,0)   (-0.012084474464957043,0)   (0.0024046373040803306,0)   
10   0   (0.22559723028785766,0)   (0.081097000193594365,0)   (0.048513939057265192,0)   (0.013281691249865526,0)   (0.046825049602016298,0)   (0.092965769586918906,0)   (0.45119446057571455,0)   (-0.071525778834783199,0)   (-0.075114347350014141,0)   (0.111329676075337,0)   (-0.024067765375444975,0)   (-0.039076320291929437,0)   
100   0   (0.2259111121626961,0)   (0.086038630879952976,0)   (0.049236753981643053,0)   (0.011993832443052344,0)   (0.054090662682012916,0)   (0.10805220611502139,0)   (0.45182222432539115,0)   (-0.067792910948662549,0)   (-0.080352638947096905,0)   (0.12303726288375437,0)   (-0.020244097558816228,0)   (-0.055096162642466411,0)   
200   0   (0.22591111216269802,0)   (0.086038630879962053,0)   (0.049236753981635635,0)   (0.011993832443049194,0)   (0.054090662682028466,0)   (0.10805220611504898,0)   (0.45182222432539521,0)   (-0.06779291094865407,0)   (-0.080352638947103552,0)   (0.12303726288379596,0)   (-0.020244097558821606,0)   (-0.055096162642511382,0)   
500   0   (0.22591111216269802,0)   (0.086038630879962053,0)   (0.049236753981635635,0)   (0.011993832443049196,0)   (0.054090662682028466,0)   (0.108052206115049,0)   (0.45182222432539521,0)   (-0.067792910948654084,0)   (-0.080352638947103566,0)   (0.12303726288379596,0)   (-0.020244097558821606,0)   (-0.055096162642511382,0)   
1000   0   (0.22591111216269802,0)   (0.086038630879962066,0)   (0.049236753981635642,0)   (0.011993832443049194,0)   (0.054090662682028473,0)   (0.108052206115049,0)   (0.45182222432539526,0)   (-0.06779291094865407,0)   (-0.080352638947103552,0)   (0.12303726288379595,0)   (-0.020244097558821606,0)   (-0.055096162642511382,0)   
10000   0   (0.22591111216269802,0)   (0.086038630879962053,0)   (0.049236753981635635,0)   (0.011993832443049196,0)   (0.054090662682028466,0)   (0.10805220611504898,0)   (0.45182222432539526,0)   (-0.06779291094865407,0)   (-0.080352638947103566,0)   (0.12303726288379596,0)   (-0.020244097558821606,0)   (-0.055096162642511382,0)   
