0   0   (0.21875,0)   (2.3852447794681098e-18,0)   (1.5178830414797062e-18,0)   (0,0)   (-1.7347234759768071e-18,0)   (1.1058862159352145e-17,0)   (-1.0842021724855044e-18,0)   (-5.4210108624275222e-18,0)   (0.43750000000000089,0)   (-5.3668007538032469e-18,0)   (-5.3464719630691437e-18,0)   (-6.7491585237222651e-18,0)   (-5.6242987697685543e-19,0)   (2.9680034471790684e-18,0)   (-2.2090619264392153e-18,0)   (3.9234566116819192e-18,0)   
0.5   0   (0.2365318311373992,0)   (0.012350124384554377,0)   (0.012435593591890854,0)   (0.0075011404280984038,0)   (-0.0004138524119905391,0)   (0.0023141791887175372,0)   (-0.00017893113678407572,0)   (0.00043009828861908931,0)   (0.4730636622747959,0)   (-0.024390987043762569,0)   (-0.01716063052864918,0)   (0.014822292030374599,0)   (-0.0055985149101758025,0)   (0.0014389580042419037,0)   (-0.00029353273082117869,0)   (5.9817748455195593e-05,0)   
1   0   (0.2391580313116389,0)   (0.025799405710298793,0)   (0.024352729743466448,0)   (0.013138283781401576,0)   (-0.0021691628848332801,0)   (0.0083120216969688951,0)   (-0.00011915208903695523,0)   (0.002869532150488394,0)   (0.47831606262326815,0)   (-0.040494707470461716,0)   (-0.022571679974225368,0)   (0.029261535408081293,0)   (-0.016704809574516494,0)   (0.0041832790214805047,0)   (-0.00066960720296147165,0)   (0.00014639756260391117,0)   
2   0   (0.24033076020968797,0)   (0.052058698460824816,0)   (0.045564551531064403,0)   (0.016622993536918585,0)   (-0.0023988247315432265,0)   (0.019525741776266252,0)   (0.0061977390775090667,0)   (0.012514222581370613,0)   (0.48066152041936178,0)   (-0.058355822452837797,0)   (-0.021458968114849708,0)   (0.038553554708146427,0)   (-0.030726294943698957,0)   (0.0061901599099782991,0)   (0.0021635627299778143,0)   (-0.001195681292014687,0)   
10   0   (0.24056130986917623,0)   (0.13003002756835369,0)   (0.099785093371717204,0)   (0.036019701900978557,0)   (0.021377930198543282,0)   (0.070026551507745019,0)   (0.10222276229980162,0)   (0.13076473737228828,0)   (0.48112261973835102,0)   (-0.066727031657100061,0)   (-0.0084670729116514219,0)   (0.045488806635947697,0)   (-0.040247937154326667,0)   (0.0082155159025626753,0)   (-0.00057827652994514524,0)   (-0.00015003440488059257,0)   
100   0   (0.24095680495451494,0)   (0.18617825735156548,0)   (0.11875644458609934,0)   (0.054625611844515101,0)   (0.05906938996337225,0)   (0.10874343009445986,0)   (0.17850288594485228,0)   (0.21480103598795186,0)   (0.48191360990903065,0)   (-0.018397866008925318,0)   (-0.028539426039757222,0)   (0.055524764551126517,0)   (-0.0083223121305385124,0)   (-0.031991931441120551,0)   (0.015759513154639086,0)   (0.0017852417699724249,0)   
200   0   (0.24095684630971775,0)   (0.18618332900934684,0)   (0.11875807037032401,0)   (0.054627532734069215,0)   (0.05907331457581539,0)   (0.10874723501347308,0)   (0.17850893091597403,0)   (0.21480648479267664,0)   (0.48191369261943617,0)   (-0.018393071790119276,0)   (-0.028542317374608595,0)   (0.055526822077662311,0)   (-0.0083187322964815066,0)   (-0.031998539468131609,0)   (0.015765349079402111,0)   (0.0017821394567876642,0)   
500   0   (0.24095684631144484,0)   (0.18618332922178435,0)   (0.11875807043863784,0)   (0.054627532814737409,0)   (0.059073314740324533,0)   (0.10874723517307033,0)   (0.17850893116919395,0)   (0.21480648502056907,0)   (0.48191369262289052,0)   (-0.018393071589341697,0)   (-0.028542317496076053,0)   (0.055526822164403071,0)   (-0.008318732146483156,0)   (-0.031998539746160806,0)   (0.015765349326022412,0)   (0.00178213932510391,0)   
1000   0   (0.24095684631144487,0)   (0.18618332922178435,0)   (0.11875807043863783,0)   (0.054627532814737409,0)   (0.059073314740324526,0)   (0.10874723517307033,0)   (0.17850893116919395,0)   (0.21480648502056904,0)   (0.48191369262289052,0)   (-0.018393071589341697,0)   (-0.028542317496076053,0)   (0.055526822164403078,0)   (-0.0083187321464831578,0)   (-0.03199853974616082,0)   (0.015765349326022408,0)   (0.0017821393251039098,0)   
10000   0   (0.2409568463114449,0)   (0.18618332922178438,0)   (0.11875807043863784,0)   (0.054627532814737409,0)   (0.059073314740324526,0)   (0.10874723517307033,0)   (0.17850893116919397,0)   (0.21480648502056904,0)   (0.48191369262289052,0)   (-0.018393071589341694,0)   (-0.028542317496076053,0)   (0.055526822164403078,0)   (-0.008318732146483156,0)   (-0.031998539746160813,0)   (0.015765349326022412,0)   (0.00178213932510391,0)   
