0   0   (0.21428571428571427,0)   (2.9738116731030977e-18,0)   (-9.9127055770103257e-19,0)   (9.9127055770103257e-19,0)   (9.9127055770103265e-18,0)   (-1.0903976134711359e-17,0)   (9.9127055770103257e-19,0)   (0.42857142857142932,0)   (-1.2235995946622122e-17,0)   (3.7482417963070294e-18,0)   (7.1247571334761717e-19,0)   (2.2303587548273236e-18,0)   (2.4471991893244245e-18,0)   (3.887639218483737e-18,0)   
0.5   0   (0.23427918950087875,0)   (-0.00081870781723978041,0)   (0.0011733676170322996,0)   (0.010391430184602505,0)   (-0.0044611497698700455,0)   (0.0042228042935462031,0)   (-0.0010167514327363851,0)   (0.4685583790017589,0)   (-0.04191861577518334,0)   (-0.027476818858339067,0)   (0.028268792025753796,0)   (-0.013434789744820303,0)   (0.0033201395238784933,0)   (-0.00081084081408545666,0)   
1   0   (0.23619530872136685,0)   (0.00061606272889175328,0)   (0.0040576737584670144,0)   (0.012984656936304156,0)   (-0.0092438349810304039,0)   (0.011589012000460036,0)   (-0.0025001685362433914,0)   (0.4723906174427327,0)   (-0.066688437635663664,0)   (-0.031272472423871739,0)   (0.044642656380864343,0)   (-0.032636472196469195,0)   (0.0073587707673376419,0)   (-0.00041868794768678104,0)   
2   0   (0.23671490813884363,0)   (-0.0024731544220259211,0)   (0.0098125219425030281,0)   (0.01018495464207116,0)   (-0.014053095982464913,0)   (0.022027361125265207,0)   (-0.004347138899764162,0)   (0.47342981627767278,0)   (-0.10484205915960672,0)   (-0.022871905929567539,0)   (0.050315050532761439,0)   (-0.057552046626693068,0)   (0.021836375617932367,0)   (-0.0017598128839553325,0)   
10   0   (0.23599753513375885,0)   (-0.080772949561044402,0)   (0.018018523437492995,0)   (0.0025751825767551329,0)   (-0.037456715262915143,0)   (0.0345432976202978,0)   (-0.043681418714694803,0)   (0.47199507026751591,0)   (-0.23222565637846596,0)   (0.036327244559155827,0)   (0.020457315881862656,0)   (-0.10209499022834498,0)   (0.12045209786996228,0)   (-0.1563714369653115,0)   
100   0   (0.235266115230543,0)   (-0.14925346449925989,0)   (0.032497214553191052,0)   (-0.0061889305719627623,0)   (-0.044886665403817541,0)   (0.049855744399719223,0)   (-0.11728900179040704,0)   (0.47053223046108539,0)   (-0.30321572614571324,0)   (0.051432141370084929,0)   (0.0058843046649210045,0)   (-0.097691568468036102,0)   (0.11820781551521622,0)   (-0.24372303577956911,0)   
200   0   (0.23526610965410247,0)   (-0.14925397936934551,0)   (0.032497342949962739,0)   (-0.006189007519088888,0)   (-0.044886705345258363,0)   (0.049855880039728587,0)   (-0.11728964040864238,0)   (0.4705322193082041,0)   (-0.30321621231677603,0)   (0.05143219380671641,0)   (0.0058842370997441683,0)   (-0.097691498603244609,0)   (0.11820766714141485,0)   (-0.24372348287282994,0)   
500   0   (0.23526610965409442,0)   (-0.14925397937008766,0)   (0.03249734295014782,0)   (-0.0061890075191998071,0)   (-0.044886705345315935,0)   (0.049855880039924104,0)   (-0.11728964040956294,0)   (0.47053221930818812,0)   (-0.30321621231747709,0)   (0.051432193806791995,0)   (0.005884237099646774,0)   (-0.097691498603143884,0)   (0.11820766714120103,0)   (-0.24372348287347434,0)   
1000   0   (0.23526610965409442,0)   (-0.14925397937008766,0)   (0.03249734295014782,0)   (-0.0061890075191998071,0)   (-0.044886705345315935,0)   (0.049855880039924104,0)   (-0.11728964040956294,0)   (0.47053221930818812,0)   (-0.30321621231747709,0)   (0.051432193806791995,0)   (0.005884237099646774,0)   (-0.097691498603143884,0)   (0.11820766714120103,0)   (-0.24372348287347434,0)   
10000   0   (0.23526610965409442,0)   (-0.14925397937008766,0)   (0.03249734295014782,0)   (-0.0061890075191998071,0)   (-0.044886705345315935,0)   (0.049855880039924104,0)   (-0.11728964040956294,0)   (0.47053221930818812,0)   (-0.30321621231747709,0)   (0.051432193806791995,0)   (0.005884237099646774,0)   (-0.097691498603143884,0)   (0.11820766714120103,0)   (-0.24372348287347434,0)   
