0   0   (0.21874999999999994,0)   (0,0)   (-6.5052130349130266e-19,0)   (-5.8546917314217239e-18,0)   (-5.8546917314217239e-18,0)   (-4.9873299934333204e-18,0)   (6.9388939039072284e-18,0)   (5.2041704279304213e-18,0)   (0.43750000000000183,0)   (-1.5788694136820158e-18,0)   (-2.7267684638010437e-17,0)   (1.6683160929120699e-17,0)   (6.6271857793176459e-18,0)   (8.0366486035488016e-18,0)   (-4.1606258369131233e-18,0)   (5.1499603193061461e-19,0)   
0.5   0   (0.23810634657265189,0)   (0.0073052867378207778,0)   (0.0088279229032977111,0)   (0.0090126982735030201,0)   (-0.002717410428719627,0)   (0.0037532657883175518,0)   (-0.00068823257712926603,0)   (0.00069853258749220004,0)   (0.4762126931452943,0)   (-0.031963933057598856,0)   (-0.020160556190061147,0)   (0.021345724701729286,0)   (-0.010074413843741139,0)   (0.0028512786555073594,0)   (-0.00064103485060516179,0)   (0.00015071105006470243,0)   
1   0   (0.24005823992251085,0)   (0.017874602510451133,0)   (0.01944757006827013,0)   (0.011590478089783323,0)   (-0.00593774671851033,0)   (0.010446075051357187,0)   (-0.0013423710893976492,0)   (0.0032033025597821875,0)   (0.48011647984500955,0)   (-0.049332796127798666,0)   (-0.022148719604406442,0)   (0.032380974279341883,0)   (-0.023402376217098297,0)   (0.0060097971083523842,0)   (-0.00034065683951311712,0)   (-0.00010742817335566811,0)   
2   0   (0.24073736872321225,0)   (0.031698541302780853,0)   (0.035039855932723803,0)   (0.0098697779416368168,0)   (-0.0084198901177127399,0)   (0.020767746130052136,0)   (0.00011639371094957614,0)   (0.011221550069817275,0)   (0.48147473744640273,0)   (-0.075436402226799315,0)   (-0.017067123165515251,0)   (0.037287259139363628,0)   (-0.038953901380695349,0)   (0.014198686629493862,0)   (0.00063014631699384593,0)   (-0.0020623224927052357,0)   
10   0   (0.2406384918182877,0)   (0.030498662514520877,0)   (0.052932056188599308,0)   (0.003319130484601232,0)   (-0.013971985842305804,0)   (0.032209985452292769,0)   (0.010343342832884331,0)   (0.062527534524284459,0)   (0.48127698363657478,0)   (-0.13426415412645323,0)   (0.024080614310263978,0)   (0.019740584012426197,0)   (-0.062741801167489314,0)   (0.071196879211947103,0)   (-0.068899422707533117,0)   (0.038190602519366991,0)   
100   0   (0.24076422609907464,0)   (0.068761338621240536,0)   (0.056816643558050252,0)   (2.4789749186153805e-05,0)   (-0.01719255524960011,0)   (0.021755488158043113,0)   (0.051715331111288385,0)   (0.13584883576769061,0)   (0.48152845219815038,0)   (-0.11211301470122294,0)   (0.033947660150659614,0)   (0.0090197965604549638,0)   (-0.076095782421677055,0)   (0.1163199145152831,0)   (-0.10488012827031273,0)   (0.050824641541051173,0)   
200   0   (0.24078591209007136,0)   (0.079708701605053028,0)   (0.059159822246806909,0)   (0.00060515475598948813,0)   (-0.016850003876463984,0)   (0.021154717934732687,0)   (0.060684148158448283,0)   (0.14615975691524583,0)   (0.4815718241801436,0)   (-0.10451435830779904,0)   (0.032013829955158252,0)   (0.011160500017435066,0)   (-0.079050641539553712,0)   (0.11876337203998846,0)   (-0.097818640984126848,0)   (0.038088528028446048,0)   
500   0   (0.24078801762467023,0)   (0.080772140836084153,0)   (0.059387480271249071,0)   (0.00066154537660789421,0)   (-0.016816737504210522,0)   (0.021096373936649867,0)   (0.061555378270725311,0)   (0.14716133257675726,0)   (0.48157603524934189,0)   (-0.10377623788881728,0)   (0.031825949734711638,0)   (0.011368506468561537,0)   (-0.07933770871745717,0)   (0.11900064485614073,0)   (-0.097132462934097386,0)   (0.036851148521281844,0)   
1000   0   (0.2407880188113227,0)   (0.080772740176935282,0)   (0.059387608576423528,0)   (0.00066157715764644776,0)   (-0.016816718755705871,0)   (0.02109634105471386,0)   (0.061555869284956551,0)   (0.1471618970520841,0)   (0.48157603762264695,0)   (-0.10377582189351997,0)   (0.031825843847803209,0)   (0.011368623698359498,0)   (-0.079337870504875896,0)   (0.1190007785800839,0)   (-0.097132076212848778,0)   (0.036850451149890801,0)   
10000   0   (0.24078801881132728,0)   (0.080772740179212016,0)   (0.05938760857691093,0)   (0.00066157715776717541,0)   (-0.016816718755634653,0)   (0.021096341054588953,0)   (0.061555869286821774,0)   (0.14716189705422844,0)   (0.48157603762265605,0)   (-0.10377582189193971,0)   (0.031825843847400961,0)   (0.01136862369880484,0)   (-0.079337870505490501,0)   (0.11900077858059194,0)   (-0.097132076211379717,0)   (0.03685045114724167,0)   
