0   0   (0.16666666666666663,0)   (-1.8503717077085941e-17,0)   (-2.7755575615628914e-17,0)   (0.33333333333333331,0)   (1.1564823173178714e-17,0)   (1.8503717077085941e-17,0)   
0.5   0   (0.16666666666666663,0)   (0.0084655568438815609,0)   (0.0084655568438815696,0)   (0.33333333333333331,0)   (-0.0033747289343508554,0)   (-0.003374728934350845,0)   
1   0   (0.1666666666666666,0)   (0.010113742067239884,0)   (0.010113742067239905,0)   (0.33333333333333326,0)   (-0.01654107497516754,0)   (-0.016541074975167519,0)   
2   0   (0.16666666666666663,0)   (-0.00064749288375751807,0)   (-0.00064749288375748673,0)   (0.33333333333333337,0)   (-0.053562405439709825,0)   (-0.053562405439709804,0)   
10   0   (0.16666666666666669,0)   (-0.081697109709137253,0)   (-0.081697109709137183,0)   (0.33333333333333326,0)   (-0.16501941825441208,0)   (-0.16501941825441202,0)   
100   0   (0.16666666666666666,0)   (-0.08333333333333337,0)   (-0.083333333333333301,0)   (0.33333333333333331,0)   (-0.16666666666666669,0)   (-0.16666666666666663,0)   
200   0   (0.16666666666666666,0)   (-0.08333333333333337,0)   (-0.083333333333333301,0)   (0.33333333333333331,0)   (-0.16666666666666669,0)   (-0.16666666666666663,0)   
500   0   (0.16666666666666666,0)   (-0.08333333333333337,0)   (-0.083333333333333301,0)   (0.33333333333333331,0)   (-0.16666666666666669,0)   (-0.16666666666666663,0)   
1000   0   (0.16666666666666666,0)   (-0.08333333333333337,0)   (-0.083333333333333301,0)   (0.33333333333333331,0)   (-0.16666666666666669,0)   (-0.16666666666666663,0)   
10000   0   (0.16666666666666666,0)   (-0.08333333333333337,0)   (-0.083333333333333301,0)   (0.33333333333333331,0)   (-0.16666666666666669,0)   (-0.16666666666666663,0)   
