0   0   (0.22222222222222215,0)   (1.1564823173178713e-18,0)   (8.8663644327703467e-18,0)   (6.1679056923619804e-18,0)   (2.3129646346357427e-18,0)   (4.9150498486009537e-18,0)   (6.4570262716914488e-18,0)   (2.3129646346357427e-18,0)   (1.2239437858280805e-17,0)   (0.44444444444444242,0)   (1.6509989748793153e-17,0)   (-5.3065672997762743e-18,0)   (2.5840151777571188e-18,0)   (-7.3243880096798523e-18,0)   (6.3847461268590813e-18,0)   (4.9993766842387145e-19,0)   (-2.0057740190981832e-18,0)   (-2.5237817237301465e-18,0)   
0.5   0   (0.24153934191447862,0)   (0.0098211147972727779,0)   (0.012331497090044528,0)   (0.0088282954366275604,0)   (-0.0031933713004547127,0)   (0.0040775438402294098,0)   (-0.0011008346669847239,0)   (0.00078705296585015712,0)   (-0.00014973968199539239,0)   (0.48307868382891234,0)   (-0.03000721619140333,0)   (-0.01644759492321091,0)   (0.019683624995560308,0)   (-0.011280489989967973,0)   (0.0032962532603169658,0)   (-0.000835113648568624,0)   (0.00018585783526530155,0)   (-4.4453495259262653e-05,0)   
1   0   (0.24295065203900118,0)   (0.023581742587349689,0)   (0.02778502256838461,0)   (0.01043753240036358,0)   (-0.0052612137574223842,0)   (0.0094928048091947517,0)   (-0.0023252298681799189,0)   (0.0029365467468653443,0)   (-0.00027151890320682584,0)   (0.48590130407785848,0)   (-0.046129660698911994,0)   (-0.015855924248494181,0)   (0.024969147062421662,0)   (-0.021101523073167365,0)   (0.006440698804072888,0)   (-0.00015903582110310245,0)   (-0.00044165589486285618,0)   (0.00013436255934098467,0)   
2   0   (0.24338462393009222,0)   (0.040822674331648962,0)   (0.048459487454144461,0)   (0.0094516299736263562,0)   (-0.0065131847239114828,0)   (0.017423585163485873,0)   (-0.003920639016856871,0)   (0.0091192436067734917,0)   (0.00048246885779123816,0)   (0.48676924786008724,0)   (-0.071968852184610382,0)   (-0.010974482761282951,0)   (0.02822567687327238,0)   (-0.030893300810980007,0)   (0.015574393170640653,0)   (-0.0025192033272419369,0)   (-0.0020528666479649525,0)   (0.00095445966347746519,0)   
10   0   (0.24343727898740464,0)   (0.051055701845512426,0)   (0.065717037731070821,0)   (-0.0041872226982605518,0)   (-0.0079720740856851977,0)   (0.022079850871817592,0)   (-0.013688848981586704,0)   (0.03302926154570076,0)   (0.014160883994117709,0)   (0.48687455797479806,0)   (-0.12292750769968182,0)   (0.020806605010782728,0)   (0.0088002771736057674,0)   (-0.033752571365440937,0)   (0.049789141643276885,0)   (-0.064158021461731635,0)   (0.044113771224568742,0)   (-0.021722821611662571,0)   
100   0   (0.24354033899637839,0)   (0.065584696990369909,0)   (0.057319755601507455,0)   (-0.0045796544178971776,0)   (-0.0080026204675886607,0)   (0.019231203587472205,0)   (-0.013511515336640138,0)   (0.037957121321700774,0)   (0.059736421265480996,0)   (0.48708067799275512,0)   (-0.12017861861853685,0)   (0.030765507791824898,0)   (-0.0070055508801304253,0)   (-0.013873411897789699,0)   (0.045181782129443619,0)   (-0.098275072913249301,0)   (0.13819409263749866,0)   (-0.1030488093924843,0)   
200   0   (0.24347545338249804,0)   (0.05643879541872495,0)   (0.053730770500129706,0)   (-0.0095458895555090972,0)   (-0.0078501820943012394,0)   (0.019617581211798761,0)   (-0.026453265733441898,0)   (0.017455226951912484,0)   (0.038164999824391942,0)   (0.48695090676499631,0)   (-0.12922828262474398,0)   (0.033737650798436117,0)   (-0.010305221664951807,0)   (-0.008199768503005727,0)   (0.040751739441441476,0)   (-0.1085638009471623,0)   (0.16295563695299758,0)   (-0.11695374834955725,0)   
500   0   (0.2433399275093508,0)   (0.035474755382307724,0)   (0.048674618837915247,0)   (-0.017919424399283363,0)   (-0.0076490386421522354,0)   (0.02045083657445319,0)   (-0.046683438277340374,0)   (-0.011725817005024499,0)   (-0.00086696767970204666,0)   (0.48667985501870031,0)   (-0.14841297417026059,0)   (0.039337007582161618,0)   (-0.0159277159849061,0)   (-0.00041759152343798635,0)   (0.034196059582243574,0)   (-0.12276748967521012,0)   (0.1974968730860914,0)   (-0.14313282632075575,0)   
1000   0   (0.24330953641462719,0)   (0.03074022501511884,0)   (0.047579643572894147,0)   (-0.019761654155239734,0)   (-0.0076064437636043708,0)   (0.02063800508216972,0)   (-0.051102481144463627,0)   (-0.018035341767095578,0)   (-0.0095076338237139804,0)   (0.48661907282925498,0)   (-0.15272141443753887,0)   (0.040585697403252179,0)   (-0.017171296037266651,0)   (0.0012635783772864239,0)   (0.032768771683901736,0)   (-0.12583328776011371,0)   (0.20497735072962137,0)   (-0.14898587730615212,0)   
10000   0   (0.24330812743608324,0)   (0.030520714687344054,0)   (0.047528890524379322,0)   (-0.019847052061404313,0)   (-0.0076044697616806049,0)   (0.020646682599940219,0)   (-0.051307319352382925,0)   (-0.018327790399595301,0)   (-0.0099081946330692502,0)   (0.48661625487216736,0)   (-0.15292116238078657,0)   (0.040643586543379281,0)   (-0.017228945177588037,0)   (0.0013415007614585583,0)   (0.032702613293150773,0)   (-0.12597538693285129,0)   (0.20532407744043715,0)   (-0.14925722886693066,0)   
