0   0   (0.20833333333333337,0)   (-5.7824115865893567e-19,0)   (-1.0408340855860843e-17,0)   (-8.6736173798840355e-18,0)   (-2.3129646346357427e-18,0)   (-2.3129646346357427e-18,0)   (0.41666666666666652,0)   (-7.8785357867279994e-18,0)   (7.2280144832366958e-20,0)   (-5.4210108624275222e-18,0)   (-1.1564823173178713e-18,0)   (-1.951563910473908e-18,0)   
0.5   0   (0.2221841442497442,0)   (0.013072845121496977,0)   (0.011612979964391283,0)   (0.0049283182994547918,0)   (0.0014669125935858275,0)   (0.0011930032583917461,0)   (0.44436828849948873,0)   (-0.01677207395965236,0)   (-0.01424902792356217,0)   (0.0071836509257814114,0)   (-0.0015829886191820414,0)   (0.00028950709220621043,0)   
1   0   (0.22619087354068795,0)   (0.016545205343337633,0)   (0.01328113121927047,0)   (0.01140336746691592,0)   (0.0014021446767575111,0)   (0.0064206287915747106,0)   (0.45238174708137474,0)   (-0.041784613031403892,0)   (-0.031487338727069256,0)   (0.028898084283741274,0)   (-0.009723810796126605,0)   (0.0024254173499671204,0)   
2   0   (0.22827295297994626,0)   (0.021297879111219022,0)   (0.011969280900714033,0)   (0.014675898691339888,0)   (0.002590217281374214,0)   (0.021142218921676885,0)   (0.45654590595989192,0)   (-0.069976267637293074,0)   (-0.047548660351611399,0)   (0.062096577094050469,0)   (-0.029135147662414096,0)   (0.0046380015591837359,0)   
10   0   (0.22887695541775446,0)   (0.069116980855760221,0)   (0.030209486446965882,0)   (0.0090756265454961082,0)   (0.050045442912650222,0)   (0.11122731557145302,0)   (0.45775391083550837,0)   (-0.079543418909487643,0)   (-0.056529398197505826,0)   (0.10539589563178534,0)   (-0.045344704822147482,0)   (-0.0054521159909279538,0)   
100   0   (0.22841804158899817,0)   (0.095243141863405406,0)   (0.03927232794171806,0)   (0.0084923831031869859,0)   (0.072850520467906521,0)   (0.14100461538232995,0)   (0.4568360831779964,0)   (-0.058499843640665704,0)   (-0.069782568945544354,0)   (0.11356807256520525,0)   (-0.019757379689188233,0)   (-0.036657729570209296,0)   
200   0   (0.22841804142045274,0)   (0.095243152381653637,0)   (0.039272330973601471,0)   (0.0084923829454561211,0)   (0.072850529387028032,0)   (0.14100462530056948,0)   (0.45683608284090543,0)   (-0.058499834206397629,0)   (-0.069782575509296368,0)   (0.11356807572789394,0)   (-0.01975736794682709,0)   (-0.036657745998065809,0)   
500   0   (0.22841804142045269,0)   (0.095243152381654358,0)   (0.039272330973601673,0)   (0.0084923829454561107,0)   (0.072850529387028642,0)   (0.14100462530057015,0)   (0.45683608284090543,0)   (-0.058499834206396976,0)   (-0.069782575509296826,0)   (0.11356807572789415,0)   (-0.019757367946826299,0)   (-0.036657745998066926,0)   
1000   0   (0.22841804142045272,0)   (0.095243152381654358,0)   (0.039272330973601666,0)   (0.0084923829454561089,0)   (0.072850529387028642,0)   (0.14100462530057017,0)   (0.45683608284090549,0)   (-0.058499834206396983,0)   (-0.069782575509296826,0)   (0.11356807572789414,0)   (-0.019757367946826303,0)   (-0.036657745998066926,0)   
10000   0   (0.22841804142045272,0)   (0.095243152381654358,0)   (0.039272330973601673,0)   (0.0084923829454561089,0)   (0.072850529387028642,0)   (0.14100462530057017,0)   (0.45683608284090549,0)   (-0.058499834206396976,0)   (-0.069782575509296826,0)   (0.11356807572789415,0)   (-0.019757367946826299,0)   (-0.036657745998066926,0)   
