0   0   (0.16666666666666666,0)   (0,0)   (-2.3129646346357429e-17,0)   (0.33333333333333331,0)   (6.9388939039072284e-18,0)   (4.6259292692714853e-18,0)   
0.5   0   (0.16666666666666666,0)   (0.0079700565620595687,0)   (0.0079700565620595392,0)   (0.33333333333333337,0)   (-0.0042561252236679873,0)   (-0.0042561252236679916,0)   
1   0   (0.16666666666666663,0)   (0.0078879440522231989,0)   (0.0078879440522231677,0)   (0.33333333333333331,0)   (-0.020116887728619377,0)   (-0.020116887728619408,0)   
2   0   (0.16666666666666669,0)   (-0.0075369850450097767,0)   (-0.0075369850450098088,0)   (0.33333333333333331,0)   (-0.062986400127198583,0)   (-0.062986400127198638,0)   
10   0   (0.16666666666666669,0)   (-0.082727628790315241,0)   (-0.082727628790315311,0)   (0.33333333333333331,0)   (-0.16605688091854054,0)   (-0.16605688091854068,0)   
100   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.08333333333333337,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
200   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.08333333333333337,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
500   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.08333333333333337,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
1000   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.08333333333333337,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
10000   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.08333333333333337,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
