0   0   (0.22222222222222221,0)   (-6.5533997981346044e-18,0)   (1.5419764230904951e-18,0)   (1.1564823173178713e-18,0)   (4.3368086899420177e-18,0)   (2.3129646346357427e-18,0)   (-3.9513145841693938e-18,0)   (-5.6860380601462009e-18,0)   (1.1564823173178713e-18,0)   (0.44444444444444947,0)   (1.4910791544377034e-17,0)   (-3.5236570605778894e-19,0)   (-2.1684043449710089e-18,0)   (-7.523158407968861e-18,0)   (1.2649025345664218e-18,0)   (-6.6106215794602283e-18,0)   (5.3306606813870638e-19,0)   (-1.0842021724855044e-18,0)   
0.5   0   (0.24129981453293203,0)   (0.010693202547235207,0)   (0.012773597076561788,0)   (0.0087435358836274266,0)   (-0.0026927822422526506,0)   (0.003790421085814294,0)   (-0.00095096559368992167,0)   (0.0007288930594210861,0)   (-0.00012496380834773336,0)   (0.48259962906578402,0)   (-0.028720706469203518,0)   (-0.016346539379925085,0)   (0.018951387330511615,0)   (-0.010329621258891883,0)   (0.0030011044377063348,0)   (-0.00077261447524386967,0)   (0.00017220160733438366,0)   (-4.0496340846049722e-05,0)   
1   0   (0.24284757295041381,0)   (0.025729710943725493,0)   (0.028786007234769779,0)   (0.011175811665173997,0)   (-0.0045238886525489456,0)   (0.0091734895412837851,0)   (-0.0019440242506902662,0)   (0.0029071484546591714,0)   (-0.00016776449721239481,0)   (0.48569514590070451,0)   (-0.043687964482027615,0)   (-0.016099132070368147,0)   (0.024789302740919294,0)   (-0.020067127969021454,0)   (0.0058294007789943822,0)   (-0.00019570015576703332,0)   (-0.00031334563729221458,0)   (9.2282398921037827e-05,0)   
2   0   (0.24335954839636073,0)   (0.046473362974630117,0)   (0.051402129422809424,0)   (0.011776865425853938,0)   (-0.0055688189582868749,0)   (0.017253487885978577,0)   (-0.0022091030018907896,0)   (0.0092573888040799607,0)   (0.0013290837881552633,0)   (0.48671909679262881,0)   (-0.067352318422007604,0)   (-0.011780769024785483,0)   (0.028325367786265477,0)   (-0.029903148487883634,0)   (0.013693575732583219,0)   (-0.0011328337201979588,0)   (-0.0021208756819738705,0)   (0.00080419045814046099,0)   
10   0   (0.24348209885760214,0)   (0.072868416830268498,0)   (0.075252882636909865,0)   (0.0050810233979646114,0)   (-0.0084119847031710621,0)   (0.023529910644084939,0)   (-0.0019986402772873627,0)   (0.038012615504335545,0)   (0.029717795814914322,0)   (0.48696419771519445,0)   (-0.10613067621515677,0)   (0.017902478093010921,0)   (0.012246973958292315,0)   (-0.037189587145691719,0)   (0.051104245322422123,0)   (-0.053890838558314572,0)   (0.028736834864356076,0)   (-0.0094840557905916788,0)   
100   0   (0.24391504124946964,0)   (0.14161752967084079,0)   (0.07847060910555434,0)   (0.029518406281335247,0)   (-0.012007108548811561,0)   (0.01724513280875872,0)   (0.05824560964992604,0)   (0.12989304110285488,0)   (0.19594868863371204,0)   (0.48783008249893939,0)   (-0.052685115674560336,0)   (0.013903420050680125,0)   (0.011083725387067799,0)   (-0.042730647606243899,0)   (0.072223328263305839,0)   (-0.054934815353069148,0)   (0.025659775632118145,0)   (-0.0075072382662993197,0)   
200   0   (0.24393913107659879,0)   (0.14599977786370963,0)   (0.079299714451014747,0)   (0.031768836180821998,0)   (-0.012263487578225648,0)   (0.017103076715450635,0)   (0.063121595347113021,0)   (0.13633900569847124,0)   (0.20591575093044798,0)   (0.48787826215319685,0)   (-0.048723509146235668,0)   (0.012867915467084061,0)   (0.012207153554659544,0)   (-0.044536197973329639,0)   (0.073820650900622592,0)   (-0.052094489956021756,0)   (0.018729805296455404,0)   (-0.0016237352044395439,0)   
500   0   (0.24394022530487725,0)   (0.14619888338857973,0)   (0.079338334740152019,0)   (0.031870987370036255,0)   (-0.01227505145807422,0)   (0.017096668138957393,0)   (0.063343522325342516,0)   (0.13663289052804817,0)   (0.20636651403798592,0)   (0.48788045060975499,0)   (-0.048543148842009734,0)   (0.012819810909622888,0)   (0.012259705745267297,0)   (-0.044620500024613374,0)   (0.073894593173211176,0)   (-0.051962887540478495,0)   (0.018404067877289022,0)   (-0.0013458272505069804,0)   
1000   0   (0.24394022538993479,0)   (0.14619889886582446,0)   (0.079338337743268122,0)   (0.03187099531024442,0)   (-0.01227505235683507,0)   (0.017096667640850573,0)   (0.063343539576298027,0)   (0.13663291337286373,0)   (0.20636654907409188,0)   (0.48788045077987008,0)   (-0.048543134821589236,0)   (0.012819807169070796,0)   (0.01225970983203626,0)   (-0.044620506580087038,0)   (0.073894598922419008,0)   (-0.051962877308105206,0)   (0.018404042544857738,0)   (-0.0013458056353348718,0)   
10000   0   (0.24394022538993482,0)   (0.14619889886582665,0)   (0.079338337743268553,0)   (0.031870995310245551,0)   (-0.012275052356835198,0)   (0.017096667640850504,0)   (0.06334353957630047,0)   (0.13663291337286695,0)   (0.20636654907409685,0)   (0.48788045077987019,0)   (-0.048543134821587272,0)   (0.012819807169070236,0)   (0.012259709832036858,0)   (-0.044620506580087961,0)   (0.073894598922419841,0)   (-0.051962877308103742,0)   (0.018404042544854175,0)   (-0.0013458056353318221,0)   
