0   0   (0.22500000000000001,0)   (1.5265566588595904e-17,0)   (-2.4286128663675298e-18,0)   (6.2450045135165057e-18,0)   (7.979727989493312e-18,0)   (5.551115123125783e-18,0)   (8.6736173798840355e-18,0)   (9.6710833785706999e-18,0)   (1.0755285551056204e-17,0)   (-1.3097162243624893e-17,0)   (0.45000000000000256,0)   (4.1245761146779804e-17,0)   (1.3952326707172835e-17,0)   (-5.483352487345439e-18,0)   (-2.4362022815749283e-17,0)   (1.5501380561111499e-17,0)   (1.2942663434045709e-18,0)   (-7.2004576780193557e-18,0)   (-4.8111471404044259e-19,0)   (-1.5890338090490674e-19,0)   
0.5   0   (0.24386428622323419,0)   (0.012262663444892321,0)   (0.015791551100563524,0)   (0.0082265432134286474,0)   (-0.0031363473695342012,0)   (0.0041749248216879165,0)   (-0.0013171246712256135,0)   (0.0009087077622617545,0)   (-0.00018882971069086499,0)   (0.00012683066140962182,0)   (0.48772857244617135,0)   (-0.027719209463525647,0)   (-0.012793886329595669,0)   (0.01687554229527358,0)   (-0.011384978719592521,0)   (0.0034818424547402465,0)   (-0.00078343722017529412,0)   (0.00017982703188183541,0)   (-3.9935156704200996e-05,0)   (9.6469759100077794e-06,0)   
1   0   (0.24486503114918343,0)   (0.027936831663307841,0)   (0.034549956023046169,0)   (0.0099993618988038144,0)   (-0.003750610992674742,0)   (0.0086391009756281688,0)   (-0.00300802402316143,0)   (0.0030343962561501202,0)   (-0.00043086019524937128,0)   (0.00067768423115343484,0)   (0.48973006229781502,0)   (-0.043344469160075269,0)   (-0.011535573153186854,0)   (0.019624470034969817,0)   (-0.018083657307257309,0)   (0.0067895673527530809,0)   (-0.00041500755602570362,0)   (-0.0007666953855794648,0)   (0.00027878296180030969,0)   (-5.4831727833148674e-05,0)   
2   0   (0.24518322068042889,0)   (0.049047489363730205,0)   (0.060097463899377507,0)   (0.010218178762390853,0)   (-0.0034660177941250141,0)   (0.014359321012802503,0)   (-0.0067446191643057481,0)   (0.0090872318561955618,0)   (-0.00057415833927038919,0)   (0.0039612541580667671,0)   (0.49036644136045937,0)   (-0.067264193187118418,0)   (-0.0072186884218254487,0)   (0.022337406138351983,0)   (-0.02391268369144757,0)   (0.014448971885688213,0)   (-0.005740195802349345,0)   (-0.00082497223541027481,0)   (0.0011955411288360588,0)   (-0.0003258612471867139,0)   
10   0   (0.24514265184586581,0)   (0.063552225215157729,0)   (0.094786957763151228,0)   (-0.004420604685132749,0)   (-0.0056462497477905152,0)   (0.020349842347519725,0)   (-0.024719160378449397,0)   (0.027999141076459871,0)   (0.017121430060041007,0)   (0.044123150286172835,0)   (0.49028530369168732,0)   (-0.12152514626036751,0)   (0.022567264609446549,0)   (0.0031862524527083692,0)   (-0.018129558751557015,0)   (0.027536440461702297,0)   (-0.056421844744158407,0)   (0.048069286388808224,0)   (-0.027666403088409931,0)   (0.0075592287604725646,0)   
100   0   (0.24487038788846618,0)   (0.054519233922376793,0)   (0.10009234017659392,0)   (-0.0099103110140372937,0)   (-0.0081770623935638071,0)   (0.023487920067650703,0)   (-0.038567921351085825,0)   (0.020328397472168414,0)   (0.033921531079437961,0)   (0.094217631570082616,0)   (0.48974077577693131,0)   (-0.14027892950906301,0)   (0.037915993786541896,0)   (-0.012123389711784428,0)   (-0.0030605727208626609,0)   (0.017118842361373905,0)   (-0.081046843525935899,0)   (0.1205167016921555,0)   (-0.11473449199667633,0)   (0.038065615595156296,0)   
200   0   (0.24487286726009477,0)   (0.054687262911933252,0)   (0.099876558080803327,0)   (-0.0099624814845594399,0)   (-0.0081191646746401249,0)   (0.023429196696566124,0)   (-0.038505093412651389,0)   (0.020339360830861557,0)   (0.034157301584685398,0)   (0.094737587716654678,0)   (0.48974573452018805,0)   (-0.14004648513317311,0)   (0.037967734380917315,0)   (-0.012253283665323605,0)   (-0.0027984758207635595,0)   (0.01685164719127848,0)   (-0.080965707351870878,0)   (0.12139774011358058,0)   (-0.11642306369564655,0)   (0.038924421890217137,0)   
500   0   (0.24487288483473632,0)   (0.054688419923629501,0)   (0.099875143196613891,0)   (-0.0099627989956317387,0)   (-0.0081187634186706738,0)   (0.023428798561309624,0)   (-0.038504613599117672,0)   (0.020339538301560055,0)   (0.034158901502702357,0)   (0.094740946026985726,0)   (0.4897457696694692,0)   (-0.1400448944141901,0)   (0.037968029841529728,0)   (-0.012254095283586617,0)   (-0.0027967992865178806,0)   (0.016849925064358676,0)   (-0.080965066133598843,0)   (0.12140323067969425,0)   (-0.11643388535994596,0)   (0.038930108932224858,0)   
1000   0   (0.24487288483474084,0)   (0.054688419923925313,0)   (0.099875143196252819,0)   (-0.0099627989957125993,0)   (-0.0081187634185681101,0)   (0.023428798561207921,0)   (-0.03850461359899475,0)   (0.020339538301606092,0)   (0.034158901503111218,0)   (0.094740946027842748,0)   (0.48974576966948097,0)   (-0.14004489441378348,0)   (0.037968029841604814,0)   (-0.012254095283793469,0)   (-0.0027967992860902561,0)   (0.016849925063919354,0)   (-0.080965066133434516,0)   (0.12140323068109392,0)   (-0.1164338853627063,0)   (0.038930108933676676,0)   
10000   0   (0.24487288483474084,0)   (0.054688419923925313,0)   (0.099875143196252805,0)   (-0.0099627989957126011,0)   (-0.0081187634185681101,0)   (0.023428798561207925,0)   (-0.038504613598994757,0)   (0.020339538301606092,0)   (0.034158901503111225,0)   (0.094740946027842748,0)   (0.48974576966948097,0)   (-0.14004489441378351,0)   (0.037968029841604814,0)   (-0.012254095283793471,0)   (-0.0027967992860902561,0)   (0.016849925063919351,0)   (-0.080965066133434516,0)   (0.12140323068109392,0)   (-0.11643388536270628,0)   (0.038930108933676676,0)   
