0   0   (0.20000000000000001,0)   (4.1633363423443369e-18,0)   (-5.551115123125783e-18,0)   (-1.3877787807814457e-17,0)   (-4.1633363423443369e-18,0)   (0.3999999999999998,0)   (-1.1102230246251566e-17,0)   (3.1225022567582528e-18,0)   (5.2041704279304213e-18,0)   (-4.1633363423443369e-18,0)   
0.5   0   (0.21508907739251357,0)   (-0.0050616673319285157,0)   (-0.0054199380551568869,0)   (0.007165935880366541,0)   (-0.0017581651739743847,0)   (0.43017815478502786,0)   (-0.041225294894986872,0)   (-0.03435606264935219,0)   (0.020854438418963669,0)   (-0.0067264071193818267,0)   
1   0   (0.21788581224784243,0)   (-0.022012280907893884,0)   (-0.022443955714756166,0)   (0.016530921815873269,0)   (-0.0077591754689108833,0)   (0.43577162449568496,0)   (-0.08626757355171577,0)   (-0.06575965270787186,0)   (0.062797344014154488,0)   (-0.028969484846262897,0)   
2   0   (0.21919591877971545,0)   (-0.035034692767742848,0)   (-0.030393822870137904,0)   (0.022580320578606219,0)   (-0.010225813162923415,0)   (0.43839183755942951,0)   (-0.12543649871725146,0)   (-0.074700542456574384,0)   (0.096273095068904496,0)   (-0.067532127595908556,0)   
10   0   (0.21828402172625916,0)   (-0.10298188428820228,0)   (-0.013261564481451956,0)   (0.021186428292621223,0)   (-0.072961023008853973,0)   (0.43656804345251815,0)   (-0.24052327452070885,0)   (-0.031885566095904205,0)   (0.089985761856689619,0)   (-0.19756931026987859,0)   
100   0   (0.21798116151478103,0)   (-0.13065303251184635,0)   (-0.0065441554264656478,0)   (0.022375399131509374,0)   (-0.10315937269249274,0)   (0.43596232302956217,0)   (-0.27078327949115233,0)   (-0.017394518839212239,0)   (0.082309138529519557,0)   (-0.2280298380115908,0)   
200   0   (0.21798116151469113,0)   (-0.13065303252036092,0)   (-0.0065441554244110422,0)   (0.022375399131909911,0)   (-0.10315937270182914,0)   (0.4359623230293822,0)   (-0.27078327950025383,0)   (-0.017394518834810198,0)   (0.082309138527137032,0)   (-0.22802983802067844,0)   
500   0   (0.21798116151469113,0)   (-0.13065303252036092,0)   (-0.0065441554244110422,0)   (0.022375399131909911,0)   (-0.10315937270182914,0)   (0.4359623230293822,0)   (-0.27078327950025383,0)   (-0.017394518834810198,0)   (0.082309138527137032,0)   (-0.22802983802067844,0)   
1000   0   (0.21798116151469113,0)   (-0.13065303252036092,0)   (-0.0065441554244110422,0)   (0.022375399131909911,0)   (-0.10315937270182914,0)   (0.4359623230293822,0)   (-0.27078327950025383,0)   (-0.017394518834810198,0)   (0.082309138527137032,0)   (-0.22802983802067844,0)   
10000   0   (0.21798116151469113,0)   (-0.13065303252036092,0)   (-0.0065441554244110422,0)   (0.022375399131909911,0)   (-0.10315937270182914,0)   (0.4359623230293822,0)   (-0.27078327950025383,0)   (-0.017394518834810198,0)   (0.082309138527137032,0)   (-0.22802983802067844,0)   
