0   0   (0.20833333333333334,0)   (5.2041704279304213e-18,0)   (5.7824115865893572e-18,0)   (-2.3129646346357427e-18,0)   (-4.6259292692714853e-18,0)   (5.7824115865893572e-18,0)   (0.41666666666666657,0)   (-5.4210108624275222e-18,0)   (5.8546917314217239e-18,0)   (-4.4813689796067519e-18,0)   (-2.3852447794681098e-18,0)   (-2.0961242001386418e-18,0)   
0.5   0   (0.22512510982002226,0)   (0.0047393145809085119,0)   (0.0042164618098984369,0)   (0.0070996900113991174,0)   (-0.00037634827724908923,0)   (0.0022199953373433011,0)   (0.45025021964004397,0)   (-0.029849860255641805,0)   (-0.023533383027124783,0)   (0.016899256163449367,0)   (-0.0048753827364619124,0)   (0.001137319871525192,0)   
1   0   (0.22829816041236434,0)   (0.001394512184735946,0)   (8.3756212688823085e-05,0)   (0.014474848630655422,0)   (-0.0034815419357391028,0)   (0.010050325372470437,0)   (0.45659632082472718,0)   (-0.059532425703181548,0)   (-0.041180364001640976,0)   (0.047201188496545733,0)   (-0.020539153828273048,0)   (0.0049887307796388338,0)   
2   0   (0.23000329713903858,0)   (0.0023710229441496746,0)   (-0.0012825983257326622,0)   (0.016541571601339386,0)   (-0.0028187798367092379,0)   (0.025457014807250322,0)   (0.4600065942780745,0)   (-0.086613435765367203,0)   (-0.046396460790690777,0)   (0.071296217547345456,0)   (-0.047904274865562868,0)   (0.0091153010628739761,0)   
10   0   (0.23026979430579592,0)   (-0.0034300733667059439,0)   (0.010732194499046563,0)   (0.012062987375263238,0)   (-0.0032880027795475146,0)   (0.070611552725267035,0)   (0.46053958861159067,0)   (-0.13856935442998747,0)   (-0.015877817396661338,0)   (0.080094459022874737,0)   (-0.11005570071728897,0)   (0.082128458006419922,0)   
100   0   (0.23054261719243355,0)   (-0.070688259327198744,0)   (-0.0006065075485980234,0)   (0.015650701030328059,0)   (-0.058285778928134649,0)   (0.025030651788269565,0)   (0.46108523438486626,0)   (-0.19769258790069758,0)   (0.021046238898811825,0)   (0.062139141631682195,0)   (-0.17428597369887547,0)   (0.17094281777721626,0)   
200   0   (0.2305599442608664,0)   (-0.074404719614395307,0)   (-0.0013452023606310469,0)   (0.01586464421504202,0)   (-0.061337632243884943,0)   (0.02219765176776101,0)   (0.46111988852173219,0)   (-0.20082408299263307,0)   (0.022885027760344106,0)   (0.061157143579341447,0)   (-0.17765284694951441,0)   (0.17528335518829513,0)   
500   0   (0.23056034662480571,0)   (-0.074491022130430837,0)   (-0.0013623561079966588,0)   (0.015869612338929445,0)   (-0.06140850145796696,0)   (0.022131864698667059,0)   (0.46112069324961086,0)   (-0.20089680162393878,0)   (0.022927727558793427,0)   (0.061134339917763,0)   (-0.17773103146118635,0)   (0.17538414983442999,0)   
1000   0   (0.23056034662921773,0)   (-0.074491023076772397,0)   (-0.0013623562960943495,0)   (0.015869612393406906,0)   (-0.061408502235076184,0)   (0.02213186397728557,0)   (0.4611206932584348,0)   (-0.20089680242132765,0)   (0.022927728027013785,0)   (0.061134339667711764,0)   (-0.17773103231851081,0)   (0.17538415093968343,0)   
10000   0   (0.23056034662921776,0)   (-0.074491023076772397,0)   (-0.0013623562960943501,0)   (0.015869612393406909,0)   (-0.061408502235076191,0)   (0.02213186397728557,0)   (0.46112069325843497,0)   (-0.20089680242132762,0)   (0.022927728027013795,0)   (0.061134339667711743,0)   (-0.17773103231851081,0)   (0.17538415093968346,0)   
