0   0   (0.20000000000000001,0)   (2.7755575615628915e-18,0)   (-6.9388939039072284e-18,0)   (-1.1102230246251566e-17,0)   (-5.551115123125783e-18,0)   (0.39999999999999997,0)   (-5.551115123125783e-18,0)   (1.7347234759768071e-18,0)   (4.5102810375396986e-18,0)   (-4.3368086899420177e-18,0)   
0.5   0   (0.21187451341781585,0)   (0.008869904397735549,0)   (0.0073268606669047191,0)   (0.0040828691837496867,0)   (0.0011250347490612842,0)   (0.42374902683563176,0)   (-0.01864012160877096,0)   (-0.016469671461360549,0)   (0.0067821080469308605,0)   (-0.0015586034383684505,0)   
1   0   (0.21561832293196123,0)   (0.0026854721237611948,0)   (-0.00067589539400295898,0)   (0.0088851037519464063,0)   (-0.00087444391323243057,0)   (0.43123664586392285,0)   (-0.052744972916111139,0)   (-0.043545905518546597,0)   (0.03155519457638533,0)   (-0.011367362051360319,0)   
2   0   (0.21781772096298713,0)   (-0.010082232035275852,0)   (-0.019573990744690004,0)   (0.012033350949379105,0)   (-0.0039745708927162093,0)   (0.43563544192597503,0)   (-0.094362717354104508,0)   (-0.073534963059426334,0)   (0.079057360254897929,0)   (-0.038134910558936412,0)   
10   0   (0.21873206405328871,0)   (-0.020947577985554633,0)   (-0.027987046571471601,0)   (0.01037240294918023,0)   (0.0060292578148200522,0)   (0.43746412810657714,0)   (-0.15146019668136854,0)   (-0.077377648955128428,0)   (0.12074765987025973,0)   (-0.1135654613357631,0)   
100   0   (0.21842687153176432,0)   (-0.11786789920259054,0)   (-0.006499174272294397,0)   (0.014322245948753892,0)   (-0.09460072000305661,0)   (0.43685374306352875,0)   (-0.25802916081063221,0)   (-0.020673264154073241,0)   (0.0924374114633814,0)   (-0.23008738864376874,0)   
200   0   (0.21840671887897808,0)   (-0.12542164386394591,0)   (-0.0048344602311577679,0)   (0.014662023790910051,0)   (-0.10249405858449445,0)   (0.43681343775795622,0)   (-0.26614141946258696,0)   (-0.016303768344101143,0)   (0.090202699895806038,0)   (-0.23887919838588803,0)   
500   0   (0.21840624199536415,0)   (-0.12560039239354043,0)   (-0.0047950671618406633,0)   (0.01467006414604476,0)   (-0.10268084311697166,0)   (0.43681248399072847,0)   (-0.26633338442443494,0)   (-0.016200370494939317,0)   (0.09014981865283582,0)   (-0.23908724394929165,0)   
1000   0   (0.21840624199017125,0)   (-0.12560039433997608,0)   (-0.0047950667328800767,0)   (0.014670064233598118,0)   (-0.10268084515091327,0)   (0.43681248398034256,0)   (-0.26633338651478744,0)   (-0.016200369369015317,0)   (0.090149818076999289,0)   (-0.23908724621474969,0)   
10000   0   (0.21840624199017125,0)   (-0.12560039433997608,0)   (-0.0047950667328800749,0)   (0.014670064233598118,0)   (-0.10268084515091327,0)   (0.43681248398034256,0)   (-0.26633338651478744,0)   (-0.016200369369015311,0)   (0.090149818076999289,0)   (-0.23908724621474969,0)   
