0   0   (0.1875,0)   (1.214306433183765e-17,0)   (0,0)   (0,0)   (0.37499999999999994,0)   (-4.3368086899420177e-18,0)   (-6.9388939039072284e-18,0)   (1.7347234759768071e-18,0)   
0.5   0   (0.19797169496215017,0)   (-0.0092056071236789518,0)   (-0.0092056071236789605,0)   (0.011234019761064069,0)   (0.39594338992430039,0)   (-0.039437839296910665,0)   (-0.039437839296910644,0)   (0.026377698600248054,0)   
1   0   (0.20154189901930628,0)   (-0.032504788413038298,0)   (-0.032504788413038284,0)   (0.030442254654826018,0)   (0.40308379803861222,0)   (-0.084572267141507118,0)   (-0.084572267141507132,0)   (0.082680931071409086,0)   
2   0   (0.20430868446845174,0)   (-0.048138454511088419,0)   (-0.048138454511088398,0)   (0.039981957205151582,0)   (0.40861736893690354,0)   (-0.10709722615150187,0)   (-0.1070972261515019,0)   (0.11599166584802856,0)   
10   0   (0.2046194541596901,0)   (-0.049917123657748308,0)   (-0.049917123657748287,0)   (0.040429586356312386,0)   (0.40923890831937992,0)   (-0.10890931656272813,0)   (-0.10890931656272815,0)   (0.11880932196264431,0)   
100   0   (0.20461945416183816,0)   (-0.049917123669172045,0)   (-0.049917123669172031,0)   (0.04042958635301197,0)   (0.40923890832367615,0)   (-0.10890931656988875,0)   (-0.10890931656988877,0)   (0.11880932197066417,0)   
200   0   (0.20461945416183813,0)   (-0.049917123669172045,0)   (-0.049917123669172031,0)   (0.04042958635301197,0)   (0.40923890832367621,0)   (-0.10890931656988875,0)   (-0.10890931656988877,0)   (0.11880932197066418,0)   
500   0   (0.20461945416183816,0)   (-0.049917123669172045,0)   (-0.049917123669172024,0)   (0.04042958635301197,0)   (0.40923890832367621,0)   (-0.10890931656988875,0)   (-0.10890931656988875,0)   (0.1188093219706642,0)   
1000   0   (0.20461945416183813,0)   (-0.049917123669172045,0)   (-0.049917123669172031,0)   (0.04042958635301197,0)   (0.40923890832367621,0)   (-0.10890931656988874,0)   (-0.10890931656988878,0)   (0.11880932197066416,0)   
10000   0   (0.20461945416183816,0)   (-0.049917123669172045,0)   (-0.049917123669172031,0)   (0.04042958635301197,0)   (0.40923890832367626,0)   (-0.10890931656988875,0)   (-0.10890931656988877,0)   (0.11880932197066417,0)   
