0   0   (0.16666666666666663,0)   (4.6259292692714853e-18,0)   (-4.6259292692714853e-18,0)   (0.33333333333333331,0)   (-2.3129646346357427e-18,0)   (2.3129646346357427e-18,0)   
0.5   0   (0.16666666666666666,0)   (0.0074109210147060255,0)   (0.0074109210147060229,0)   (0.33333333333333331,0)   (-0.0052507159731435028,0)   (-0.0052507159731435037,0)   
1   0   (0.16666666666666663,0)   (0.00549043006084593,0)   (0.0054904300608459343,0)   (0.33333333333333326,0)   (-0.023968567462856968,0)   (-0.023968567462856961,0)   
2   0   (0.1666666666666666,0)   (-0.014546908634893763,0)   (-0.014546908634893746,0)   (0.33333333333333331,0)   (-0.072575130489983597,0)   (-0.072575130489983597,0)   
10   0   (0.16666666666666666,0)   (-0.08310999228135188,0)   (-0.083109992281351852,0)   (0.33333333333333337,0)   (-0.16644182075451422,0)   (-0.16644182075451422,0)   
100   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333337,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
200   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333337,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
500   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333337,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
1000   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333337,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
10000   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333301,0)   (0.33333333333333337,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
