0   0   (0.21428571428571425,0)   (-2.9738116731030977e-18,0)   (4.9563527885051629e-19,0)   (9.9127055770103257e-19,0)   (-1.9825411154020651e-18,0)   (-3.4694469519536142e-18,0)   (4.9563527885051632e-18,0)   (0.42857142857142927,0)   (-1.9825411154020651e-18,0)   (5.5758968870683087e-18,0)   (-4.4607175096546471e-18,0)   (-8.6426401749558775e-18,0)   (-2.9428344681749406e-18,0)   (4.0115480381963664e-18,0)   
0.5   0   (0.23373985621188456,0)   (0.0018540986603244364,0)   (0.0030851732043437516,0)   (0.0093396021657562254,0)   (-0.0032968365180889147,0)   (0.0035231828939132769,0)   (-0.00074493455480735679,0)   (0.4674797124237664,0)   (-0.037880437260593869,0)   (-0.025781605429604317,0)   (0.024790805853853334,0)   (-0.010861224353440979,0)   (0.0026423508262366779,0)   (-0.00063919648065785583,0)   
1   0   (0.23592488981205847,0)   (0.0047831853571820441,0)   (0.0059410344470399879,0)   (0.012763019991332997,0)   (-0.0076708493123607627,0)   (0.010793030171338038,0)   (-0.0019013524648322847,0)   (0.47184977962411545,0)   (-0.061412584494806403,0)   (-0.031734200043733125,0)   (0.043200684200501535,0)   (-0.028763576210062161,0)   (0.0062681862302573438,0)   (-0.00060301526182486023,0)   
2   0   (0.23667672630608827,0)   (0.0074162656425496194,0)   (0.012295341949820311,0)   (0.010528607504745444,0)   (-0.010856339852152284,0)   (0.02183835830335518,0)   (-0.0018233040080906154,0)   (0.47335345261216694,0)   (-0.094313013387082839,0)   (-0.025957061910950027,0)   (0.051363444154177477,0)   (-0.052045006887269603,0)   (0.016188966017520002,0)   (0.00034944514935142428,0)   
10   0   (0.2362481519730841,0)   (-0.047085546826216615,0)   (0.017809479751249364,0)   (0.0040747844569081716,0)   (-0.030195290495541937,0)   (0.032263367647475449,0)   (-0.021275589384022176,0)   (0.4724963039461671,0)   (-0.20105649006811457,0)   (0.027967008467749185,0)   (0.027524263862382253,0)   (-0.099383140821438398,0)   (0.11301748292200431,0)   (-0.12560764670050698,0)   
100   0   (0.23537198288695863,0)   (-0.14439413210264657,0)   (0.032706973974176309,0)   (-0.0076640576469480101,0)   (-0.042954724062670348,0)   (0.048288059015570844,0)   (-0.12125195709715611,0)   (0.47074396577391681,0)   (-0.29611854445050328,0)   (0.052103873038348521,0)   (0.0039218920940048809,0)   (-0.095534792205065652,0)   (0.12235154112168908,0)   (-0.25541642334461512,0)   
200   0   (0.23537146009967611,0)   (-0.14444699387949109,0)   (0.032719267204274739,0)   (-0.0076715506375694817,0)   (-0.042958235139093297,0)   (0.048302335609528624,0)   (-0.12131626780023717,0)   (0.47074292019935182,0)   (-0.2961661400295435,0)   (0.052108634956962406,0)   (0.0039143896705936291,0)   (-0.095525398260089614,0)   (0.1223354750246118,0)   (-0.25546380025398985,0)   
500   0   (0.23537146002055342,0)   (-0.14444700188001078,0)   (0.03271926906482954,0)   (-0.0076715517716180017,0)   (-0.042958235670487351,0)   (0.048302337770261439,0)   (-0.12131627753352815,0)   (0.47074292004110663,0)   (-0.29616614723303508,0)   (0.052108635677668699,0)   (0.0039143885351175635,0)   (-0.095525396838335511,0)   (0.12233547259304128,0)   (-0.25546380742438601,0)   
1000   0   (0.23537146002055342,0)   (-0.14444700188001078,0)   (0.03271926906482954,0)   (-0.0076715517716180017,0)   (-0.042958235670487351,0)   (0.048302337770261439,0)   (-0.12131627753352815,0)   (0.47074292004110663,0)   (-0.29616614723303508,0)   (0.052108635677668699,0)   (0.0039143885351175635,0)   (-0.095525396838335511,0)   (0.12233547259304128,0)   (-0.25546380742438601,0)   
10000   0   (0.23537146002055342,0)   (-0.14444700188001078,0)   (0.03271926906482954,0)   (-0.0076715517716180017,0)   (-0.042958235670487351,0)   (0.048302337770261439,0)   (-0.12131627753352815,0)   (0.47074292004110663,0)   (-0.29616614723303508,0)   (0.052108635677668699,0)   (0.0039143885351175635,0)   (-0.095525396838335511,0)   (0.12233547259304128,0)   (-0.25546380742438601,0)   
