0   0   (0.20833333333333337,0)   (-1.2721305490496585e-17,0)   (-1.7347234759768071e-18,0)   (-1.2721305490496585e-17,0)   (6.9388939039072284e-18,0)   (-2.8912057932946786e-18,0)   (0.4166666666666668,0)   (4.5897891968553024e-18,0)   (3.3971668071212471e-18,0)   (-1.3371826793987889e-18,0)   (-7.8423957143118149e-18,0)   (2.0599841277224584e-18,0)   
0.5   0   (0.21525645291015932,0)   (0.020883397505334477,0)   (0.019787806340086075,0)   (0.0044752247822555683,0)   (0.0026032108605268593,0)   (0.00074635959709654944,0)   (0.4305129058203192,0)   (-0.003819483101567378,0)   (-0.0036143418256247544,0)   (0.00082577214430910417,0)   (-9.6581351875141847e-05,0)   (9.0627542808707838e-06,0)   
1   0   (0.22052143043076661,0)   (0.039649948842054354,0)   (0.035925093657132263,0)   (0.014160146466635623,0)   (0.00926297787184578,0)   (0.0047925163832162367,0)   (0.44104286086153399,0)   (-0.013516838112987751,0)   (-0.011717282312994327,0)   (0.005539854854304394,0)   (-0.0011135564817304272,0)   (0.00019042141905731164,0)   
2   0   (0.22218149749899882,0)   (0.068662087724240511,0)   (0.059498103097070501,0)   (0.03339017871772304,0)   (0.026220705591934644,0)   (0.020440564537248455,0)   (0.44436299499799758,0)   (-0.031180778092012029,0)   (-0.025279516507694364,0)   (0.020369006611372659,0)   (-0.0056104400925039866,0)   (0.001173347027305142,0)   
10   0   (0.21517216420707971,0)   (0.11158420557484008,0)   (0.087496516404653973,0)   (0.057888242193216428,0)   (0.079253192957626728,0)   (0.083908779044689144,0)   (0.43034432841415887,0)   (-0.05150843811347449,0)   (-0.05284893636785451,0)   (0.064665648878815249,0)   (-0.011549459804495657,0)   (-0.025984704966688959,0)   
100   0   (0.22347736733266005,0)   (0.079738361405869956,0)   (0.057781965951179314,0)   (0.014602370841259022,0)   (0.037475369726085624,0)   (0.07196515244119106,0)   (0.44695473466531976,0)   (-0.074436977573670071,0)   (-0.08683472559899176,0)   (0.12631115771440346,0)   (-0.019651844749832406,0)   (-0.07622503282995155,0)   
200   0   (0.22374686875196662,0)   (0.078590146168532812,0)   (0.056858622235461953,0)   (0.013199849893755868,0)   (0.03585814958056046,0)   (0.071117109901460709,0)   (0.44749373750393273,0)   (-0.075263027970981264,0)   (-0.087798361219837515,0)   (0.12771288550303458,0)   (-0.019869929569774736,0)   (-0.077070940846209912,0)   
500   0   (0.22374996250487772,0)   (0.078576965146645347,0)   (0.056848022673573105,0)   (0.013183749577076695,0)   (0.03583958457230961,0)   (0.071107374677385232,0)   (0.44749992500975505,0)   (-0.075272510680627971,0)   (-0.087809423309542958,0)   (0.12772897659376103,0)   (-0.019872433066882148,0)   (-0.077080651342505566,0)   
1000   0   (0.22374996250925364,0)   (0.078576965128001677,0)   (0.056848022658580744,0)   (0.013183749554303875,0)   (0.03583958454605065,0)   (0.071107374663615414,0)   (0.44749992501850688,0)   (-0.075272510694040631,0)   (-0.087809423325189553,0)   (0.12772897661652083,0)   (-0.019872433070423183,0)   (-0.077080651356240412,0)   
10000   0   (0.22374996250925364,0)   (0.078576965128001677,0)   (0.056848022658580744,0)   (0.013183749554303877,0)   (0.035839584546050643,0)   (0.0711073746636154,0)   (0.44749992501850688,0)   (-0.075272510694040631,0)   (-0.087809423325189553,0)   (0.12772897661652083,0)   (-0.01987243307042318,0)   (-0.077080651356240426,0)   
