0   0   (0.1875,0)   (-1.0408340855860843e-17,0)   (-6.9388939039072284e-18,0)   (6.9388939039072284e-18,0)   (0.375,0)   (7.8062556418956319e-18,0)   (6.0715321659188248e-18,0)   (8.6736173798840355e-18,0)   
0.5   0   (0.1984246129064296,0)   (-0.01263836165774807,0)   (-0.012638361657748145,0)   (0.013344726142178303,0)   (0.39684922581285925,0)   (-0.044906702152415399,0)   (-0.044906702152415365,0)   (0.031979685357945112,0)   
1   0   (0.20221264935849481,0)   (-0.036667951496281437,0)   (-0.036667951496281562,0)   (0.03337678951192237,0)   (0.40442529871698935,0)   (-0.089869145165529254,0)   (-0.089869145165529213,0)   (0.08955059870419628,0)   
2   0   (0.20445874788492291,0)   (-0.049197485827654,0)   (-0.049197485827654146,0)   (0.041234686027820412,0)   (0.40891749576984576,0)   (-0.10770662072060946,0)   (-0.10770662072060944,0)   (0.1161531842313189,0)   
10   0   (0.20463055421804904,0)   (-0.050192911619113038,0)   (-0.050192911619113177,0)   (0.041510538042671026,0)   (0.40926110843609798,0)   (-0.10872206742797356,0)   (-0.10872206742797354,0)   (0.11775057039339965,0)   
100   0   (0.20463055421816007,0)   (-0.050192911619706182,0)   (-0.050192911619706321,0)   (0.041510538042504978,0)   (0.40926110843632013,0)   (-0.10872206742834468,0)   (-0.10872206742834466,0)   (0.11775057039381516,0)   
200   0   (0.20463055421816007,0)   (-0.050192911619706189,0)   (-0.050192911619706328,0)   (0.041510538042504964,0)   (0.40926110843632008,0)   (-0.10872206742834468,0)   (-0.10872206742834466,0)   (0.11775057039381513,0)   
500   0   (0.20463055421816007,0)   (-0.050192911619706182,0)   (-0.050192911619706335,0)   (0.041510538042504964,0)   (0.40926110843632002,0)   (-0.1087220674283447,0)   (-0.10872206742834467,0)   (0.11775057039381519,0)   
1000   0   (0.20463055421816007,0)   (-0.050192911619706175,0)   (-0.050192911619706328,0)   (0.041510538042504978,0)   (0.40926110843632002,0)   (-0.10872206742834468,0)   (-0.10872206742834466,0)   (0.11775057039381516,0)   
10000   0   (0.20463055421816007,0)   (-0.050192911619706189,0)   (-0.050192911619706328,0)   (0.041510538042504964,0)   (0.40926110843632013,0)   (-0.1087220674283447,0)   (-0.10872206742834467,0)   (0.11775057039381517,0)   
