0   0   (0.21428571428571433,0)   (3.9650822308041303e-18,0)   (1.4869058365515489e-18,0)   (4.9563527885051632e-18,0)   (6.4432586250567123e-18,0)   (-4.9563527885051629e-19,0)   (-1.0408340855860843e-17,0)   (0.42857142857142777,0)   (1.3103357684610525e-17,0)   (7.1247571334761717e-19,0)   (-1.0532249675573471e-18,0)   (2.5401308041088959e-18,0)   (2.5401308041088959e-18,0)   (1.270065402054448e-18,0)   
0.5   0   (0.23487053552048662,0)   (-0.0041545501117365409,0)   (-0.00098595881108338264,0)   (0.011717945835120971,0)   (-0.0060126405596403285,0)   (0.0051367152485593953,0)   (-0.0013889950981410379,0)   (0.46974107104097401,0)   (-0.046964308479067088,0)   (-0.029140547153017549,0)   (0.032322580517741992,0)   (-0.01699983124830471,0)   (0.0042223756574421307,0)   (-0.0010025623948658646,0)   
1   0   (0.23644358402380602,0)   (-0.0052709559867955792,0)   (0.0020440213858102345,0)   (0.013227091038591467,0)   (-0.011457008671025349,0)   (0.012457748185030322,0)   (-0.0033492132464126526,0)   (0.472887168047609,0)   (-0.07434932232849914,0)   (-0.030196129797013249,0)   (0.045800538243194022,0)   (-0.037769564641839469,0)   (0.0092806622472408722,0)   (-0.00027367535268194292,0)   
2   0   (0.23669486481349414,0)   (-0.01606897768706133,0)   (0.0073998516713285152,0)   (0.010070110831364174,0)   (-0.018468873728822985,0)   (0.022547790382760263,0)   (-0.0076843941123055691,0)   (0.47338972962698506,0)   (-0.11972222475122742,0)   (-0.018301287872459816,0)   (0.048513666395434467,0)   (-0.06460133187831027,0)   (0.030438650168858876,0)   (-0.0061788525184261331,0)   
10   0   (0.23566931282173118,0)   (-0.11219664012479218,0)   (0.021635509795791472,0)   (0.0013351297567344238,0)   (-0.042591521108307294,0)   (0.040974621605315113,0)   (-0.065880026529454433,0)   (0.47133862564346296,0)   (-0.26444180984241888,0)   (0.042190404253176161,0)   (0.015476022662834411,0)   (-0.10213960772654593,0)   (0.11889780327870821,0)   (-0.18210155554912474,0)   
100   0   (0.23516014730332271,0)   (-0.15383413138668658,0)   (0.031961970944093636,0)   (-0.0044799496102717407,0)   (-0.046799254261273154,0)   (0.05092656571293866,0)   (-0.11293534705960227,0)   (0.47032029460664532,0)   (-0.3103267259594874,0)   (0.050656539508277518,0)   (0.0078800874820443585,0)   (-0.099906903165927999,0)   (0.11396478375473075,0)   (-0.23157091022482248,0)   
200   0   (0.23516014729363405,0)   (-0.15383413220827497,0)   (0.031961971161133938,0)   (-0.0044799497391119266,0)   (-0.046799254333186303,0)   (0.050926565922508715,0)   (-0.11293534809670346,0)   (0.4703202945872681,0)   (-0.31032672677475964,0)   (0.050656539603375912,0)   (0.0078800873826041055,0)   (-0.099906903091056917,0)   (0.11396478353409706,0)   (-0.23157091091527549,0)   
500   0   (0.23516014729363405,0)   (-0.15383413220827497,0)   (0.031961971161133938,0)   (-0.0044799497391119266,0)   (-0.046799254333186303,0)   (0.050926565922508715,0)   (-0.11293534809670346,0)   (0.4703202945872681,0)   (-0.31032672677475964,0)   (0.050656539603375912,0)   (0.0078800873826041055,0)   (-0.099906903091056917,0)   (0.11396478353409706,0)   (-0.23157091091527549,0)   
1000   0   (0.23516014729363405,0)   (-0.15383413220827497,0)   (0.031961971161133938,0)   (-0.0044799497391119266,0)   (-0.046799254333186303,0)   (0.050926565922508715,0)   (-0.11293534809670346,0)   (0.4703202945872681,0)   (-0.31032672677475964,0)   (0.050656539603375912,0)   (0.0078800873826041055,0)   (-0.099906903091056917,0)   (0.11396478353409706,0)   (-0.23157091091527549,0)   
10000   0   (0.23516014729363405,0)   (-0.15383413220827497,0)   (0.031961971161133938,0)   (-0.0044799497391119266,0)   (-0.046799254333186303,0)   (0.050926565922508715,0)   (-0.11293534809670346,0)   (0.4703202945872681,0)   (-0.31032672677475964,0)   (0.050656539603375912,0)   (0.0078800873826041055,0)   (-0.099906903091056917,0)   (0.11396478353409706,0)   (-0.23157091091527549,0)   
