0   0   (0.1875,0)   (-1.7347234759768071e-18,0)   (-1.0408340855860843e-17,0)   (-1.5612511283791264e-17,0)   (0.37499999999999989,0)   (6.9388939039072284e-18,0)   (-8.6736173798840355e-18,0)   (1.0408340855860843e-17,0)   
0.5   0   (0.19534417663637307,0)   (0.0057315438225056525,0)   (0.0057315438225056803,0)   (0.0046415418477475465,0)   (0.39068835327274615,0)   (-0.015869517999669441,0)   (-0.015869517999669402,0)   (0.0066183771456163826,0)   
1   0   (0.19758770069930073,0)   (-0.0030872912908032082,0)   (-0.0030872912908031704,0)   (0.014883814115896576,0)   (0.3951754013986013,0)   (-0.046302532459332205,0)   (-0.046302532459332149,0)   (0.036111337135249819,0)   
2   0   (0.20081757748467241,0)   (-0.026438411901464051,0)   (-0.026438411901463999,0)   (0.02924277180797287,0)   (0.40163515496934488,0)   (-0.088516334494058574,0)   (-0.088516334494058491,0)   (0.09487393711830211,0)   
10   0   (0.20457448649350113,0)   (-0.047622006717172198,0)   (-0.047622006717172136,0)   (0.031365744962803414,0)   (0.40914897298700215,0)   (-0.11032601348252605,0)   (-0.11032601348252591,0)   (0.12778313519787829,0)   
100   0   (0.2045757949787072,0)   (-0.047628748960275108,0)   (-0.047628748960275052,0)   (0.031363405883686052,0)   (0.40915158995741419,0)   (-0.11033033435403913,0)   (-0.11033033435403902,0)   (0.12778818407372822,0)   
200   0   (0.2045757949787072,0)   (-0.047628748960275108,0)   (-0.047628748960275052,0)   (0.031363405883686052,0)   (0.40915158995741419,0)   (-0.11033033435403913,0)   (-0.11033033435403902,0)   (0.12778818407372822,0)   
500   0   (0.2045757949787072,0)   (-0.047628748960275108,0)   (-0.047628748960275052,0)   (0.031363405883686052,0)   (0.40915158995741419,0)   (-0.11033033435403913,0)   (-0.11033033435403902,0)   (0.12778818407372822,0)   
1000   0   (0.2045757949787072,0)   (-0.047628748960275108,0)   (-0.047628748960275052,0)   (0.031363405883686052,0)   (0.40915158995741419,0)   (-0.11033033435403913,0)   (-0.11033033435403902,0)   (0.12778818407372822,0)   
10000   0   (0.2045757949787072,0)   (-0.047628748960275108,0)   (-0.047628748960275052,0)   (0.031363405883686052,0)   (0.40915158995741419,0)   (-0.11033033435403913,0)   (-0.11033033435403902,0)   (0.12778818407372822,0)   
