0   0   (0.22222222222222221,0)   (7.7098821154524763e-18,0)   (-1.9274705288631191e-18,0)   (7.7098821154524755e-19,0)   (-1.0022846750088219e-17,0)   (-4.8186763221577977e-19,0)   (1.0601087908747155e-18,0)   (-1.0022846750088219e-17,0)   (-6.1679056923619804e-18,0)   (0.44444444444444409,0)   (1.7178581088492549e-17,0)   (-2.18767905025964e-17,0)   (-2.0509491096184127e-18,0)   (5.0716568290710819e-18,0)   (1.6293149314296054e-18,0)   (4.9602249391211828e-18,0)   (-2.3129646346357427e-18,0)   (-4.2404351634988621e-18,0)   
0.5   0   (0.24162598454498549,0)   (0.0094807724517365927,0)   (0.012168652868957896,0)   (0.0088516183816407037,0)   (-0.0033860501531357019,0)   (0.004186574506750718,0)   (-0.0011592662895389921,0)   (0.00080859263565475606,0)   (-0.00015935026765277513,0)   (0.48325196908992374,0)   (-0.030509072519979193,0)   (-0.016472001305954616,0)   (0.019940262737123245,0)   (-0.011647325438930401,0)   (0.0034096738324903416,0)   (-0.00085564105898719911,0)   (0.00018957599127683846,0)   (-4.5543358541254907e-05,0)   
1   0   (0.24298582979458119,0)   (0.02271257372381863,0)   (0.027393240580645226,0)   (0.010155168409308196,0)   (-0.0055361784018945958,0)   (0.0096162461725581155,0)   (-0.0024789024295923858,0)   (0.0029491678343769498,0)   (-0.0003115895096395578,0)   (0.48597165958900884,0)   (-0.04712220166309037,0)   (-0.015759337195284977,0)   (0.025034764637612578,0)   (-0.021496071023321264,0)   (0.0066983096815353294,0)   (-0.00015725078294530828,0)   (-0.00049383495741729233,0)   (0.00015237429811288823,0)   
2   0   (0.24339149179627659,0)   (0.038580672584457944,0)   (0.047331430547570712,0)   (0.0086013373799868811,0)   (-0.0068402272225113261,0)   (0.017486355194219459,0)   (-0.0045883926402082798,0)   (0.0091039132825248975,0)   (0.00016164423540492172,0)   (0.48678298359244104,0)   (-0.073827089681257549,0)   (-0.010639408628695871,0)   (0.028172996512282524,0)   (-0.031260725547321594,0)   (0.0163135515287561,0)   (-0.0031369611554490934,0)   (-0.0019838389346685478,0)   (0.0010082796809986827,0)   
10   0   (0.24340501777965362,0)   (0.041673942905145714,0)   (0.062350840758191334,0)   (-0.006996999486296061,0)   (-0.007830482776283159,0)   (0.021806294135948565,0)   (-0.017582397039709128,0)   (0.031529896277963439,0)   (0.0085959822243542438,0)   (0.48681003555929753,0)   (-0.1303969684850815,0)   (0.022269715679781761,0)   (0.0073070111788147802,0)   (-0.032517281782838386,0)   (0.049030919016873703,0)   (-0.067816037941354018,0)   (0.050499624530256026,0)   (-0.027577550235790466,0)   
100   0   (0.24326848846616475,0)   (0.01918676423798479,0)   (0.048063946946139996,0)   (-0.016223126798452052,0)   (-0.0083054697022611791,0)   (0.020843104165413451,0)   (-0.039841361463455655,0)   (0.0056360401925380707,0)   (0.0035565519784767894,0)   (0.48653697693232412,0)   (-0.15994024607153565,0)   (0.041322783865740023,0)   (-0.016294208565939862,0)   (-0.0051857708112440937,0)   (0.036407839152615147,0)   (-0.11453273872735027,0)   (0.1809908366298304,0)   (-0.1498505860509427,0)   
200   0   (0.24327500232286925,0)   (0.022806663060593268,0)   (0.044646665704916051,0)   (-0.018207952079640571,0)   (-0.0082892401163086587,0)   (0.02076811080806279,0)   (-0.047643718960915446,0)   (-0.011581526008151257,0)   (-0.0019016038343095114,0)   (0.48655000464573483,0)   (-0.15837294332911028,0)   (0.041760632377125219,0)   (-0.017548079127263885,0)   (-0.0003652902661393316,0)   (0.033249462122210714,0)   (-0.12339611323876255,0)   (0.20160784363335085,0)   (-0.15089734441345046,0)   
500   0   (0.24330260473236678,0)   (0.028390412636626013,0)   (0.043736868638088088,0)   (-0.018014678527111586,0)   (-0.0082493077581689677,0)   (0.020578097722566319,0)   (-0.048638389559424337,0)   (-0.016101949961326412,0)   (0.0012206208202766601,0)   (0.48660520946473024,0)   (-0.15422650317970557,0)   (0.040976809178715871,0)   (-0.017221603200701593,0)   (0.00094211769209491579,0)   (0.032610754169346882,0)   (-0.12575785935784448,0)   (0.20667726531170794,0)   (-0.14683169423271672,0)   
1000   0   (0.24330364671525234,0)   (0.028587958206996982,0)   (0.043720305398368325,0)   (-0.01799574374960097,0)   (-0.0082479003840271164,0)   (0.020571081035327662,0)   (-0.048633003070370176,0)   (-0.016181135480495403,0)   (0.0013745483459922474,0)   (0.48660729343050224,0)   (-0.15407348727050421,0)   (0.04094410013999987,0)   (-0.017202258320021018,0)   (0.00096657550428886252,0)   (0.032603287190328158,0)   (-0.12580061218398336,0)   (0.20676197375477759,0)   (-0.14667037972383873,0)   
10000   0   (0.24330364918132541,0)   (0.028588424557068247,0)   (0.043720267786366902,0)   (-0.017995697896217279,0)   (-0.0082478970622072243,0)   (0.020571064442793715,0)   (-0.048632986485372405,0)   (-0.016181314717119224,0)   (0.0013749158721392477,0)   (0.48660729836264832,0)   (-0.15407312543995325,0)   (0.040944022448921598,0)   (-0.01720221190965782,0)   (0.00096663116509606922,0)   (0.032603271004880328,0)   (-0.12580070922204181,0)   (0.20676216470890008,0)   (-0.14666999724358518,0)   
