0   0   (0.22222222222222213,0)   (-5.3969174808167333e-18,0)   (0,0)   (-2.6020852139652106e-18,0)   (1.1564823173178713e-18,0)   (-7.035267430350384e-18,0)   (-1.5901631863120731e-17,0)   (-4.2404351634988621e-18,0)   (-1.9274705288631191e-18,0)   (0.44444444444444242,0)   (8.0923645485237508e-18,0)   (-3.7796492401925227e-18,0)   (6.7702402326317053e-18,0)   (4.7644662135335221e-18,0)   (5.4210108624275222e-19,0)   (1.1474472992138256e-18,0)   (-4.9993766842387145e-19,0)   (-3.2676648809632564e-19,0)   
0.5   0   (0.24155412297445483,0)   (0.0097641090793922566,0)   (0.012303848204332182,0)   (0.0088325792837642397,0)   (-0.0032257767549556116,0)   (0.0040959446566017675,0)   (-0.001110635988473277,0)   (0.00079071187800767463,0)   (-0.0001513550909632458,0)   (0.48310824594886415,0)   (-0.030091275834051908,0)   (-0.016452230395217673,0)   (0.019727743462986828,0)   (-0.011342159388576901,0)   (0.0033153288126589759,0)   (-0.00083871253657889224,0)   (0.00018654986927855199,0)   (-4.4656088470666645e-05,0)   
1   0   (0.24295673589113256,0)   (0.023437242459425484,0)   (0.027719387695065011,0)   (0.010389949583687963,0)   (-0.0053077994361309345,0)   (0.0095135327597791735,0)   (-0.0023507987916567162,0)   (0.0029385926996690708,0)   (-0.0002782535415248496,0)   (0.48591347178210886,0)   (-0.046294494020383888,0)   (-0.015839812365360806,0)   (0.024980292071237253,0)   (-0.021168006646437022,0)   (0.0064831305681517177,0)   (-0.0001581910562107572,0)   (-0.00045033795236855526,0)   (0.00013732003632305843,0)   
2   0   (0.24338588098083405,0)   (0.040448186461002948,0)   (0.048269475233315873,0)   (0.0093068427409279866,0)   (-0.0065695285638513855,0)   (0.017434252725700611,0)   (-0.0040326522432260516,0)   (0.009115157854765946,0)   (0.00042832926407684576,0)   (0.48677176196156302,0)   (-0.072278139998355639,0)   (-0.010919179856509812,0)   (0.028217466599786148,0)   (-0.030955636052353068,0)   (0.015698194544800426,0)   (-0.0026197490225107587,0)   (-0.002043088476062794,0)   (0.00096373547431028599,0)   
10   0   (0.24343241465517196,0)   (0.049515398653226829,0)   (0.065138861274410834,0)   (-0.0046880901665833927,0)   (-0.0079438680530942267,0)   (0.022024722966595557,0)   (-0.014365480347191982,0)   (0.032762978896184937,0)   (0.013208618830908214,0)   (0.48686482931033354,0)   (-0.12414630807205022,0)   (0.021038026882085517,0)   (0.0085559042418323576,0)   (-0.033538714274920375,0)   (0.049666376301339972,0)   (-0.064785942718656161,0)   (0.045175936078654937,0)   (-0.022664694403774676,0)   
100   0   (0.2434889279908696,0)   (0.056874226250874058,0)   (0.055296064014503613,0)   (-0.0072911536975551324,0)   (-0.0079684640537095591,0)   (0.019531487248012173,0)   (-0.019746619023935139,0)   (0.029693707580794374,0)   (0.047280708854074052,0)   (0.48697785598173693,0)   (-0.12780989730239412,0)   (0.032839554725423346,0)   (-0.0089567806296609598,0)   (-0.011583109931950228,0)   (0.043041725391866549,0)   (-0.10236344216976111,0)   (0.14868683711770717,0)   (-0.11266750535823662,0)   
200   0   (0.2434138431662155,0)   (0.046462039558437723,0)   (0.051010131981352,0)   (-0.012986052919799001,0)   (-0.0078307517362412541,0)   (0.019979348533581524,0)   (-0.034786779836532944,0)   (0.0055684168924045613,0)   (0.022535541553580209,0)   (0.4868276863324299,0)   (-0.13816810187374357,0)   (0.036278232405569634,0)   (-0.012777756305424184,0)   (-0.0049600219599427063,0)   (0.037894763668672754,0)   (-0.11447104373360269,0)   (0.17773876236528463,0)   (-0.12845544068313214,0)   
500   0   (0.24331611265086495,0)   (0.031569882102893167,0)   (0.047201668470955131,0)   (-0.019006505612452654,0)   (-0.0077219972299864947,0)   (0.020580772255058506,0)   (-0.049563382610575059,0)   (-0.016105076117529794,0)   (-0.005465599165895613,0)   (0.48663222530172812,0)   (-0.15187957353036441,0)   (0.040333336707486352,0)   (-0.01686777236270523,0)   (0.00079630160533478893,0)   (0.033096720334045232,0)   (-0.12507292689702071,0)   (0.20342434687214342,0)   (-0.14713559078362667,0)   
1000   0   (0.24330724262242093,0)   (0.030197586620503536,0)   (0.046880636470238463,0)   (-0.019531648698990652,0)   (-0.0077134404114997147,0)   (0.020635560086702368,0)   (-0.050832944562277819,0)   (-0.01792789350619698,0)   (-0.0079399885716267028,0)   (0.48661448524484219,0)   (-0.15312822990800318,0)   (0.040697008859939654,0)   (-0.017228301127856793,0)   (0.0012793880080694527,0)   (0.032687587753258751,0)   (-0.12596171969897216,0)   (0.20559142587264675,0)   (-0.14882004736680182,0)   
10000   0   (0.24330713779978427,0)   (0.03018136298500796,0)   (0.046876850200654283,0)   (-0.019537848093074305,0)   (-0.0077133396960322688,0)   (0.020636207610424326,0)   (-0.050847925747918632,0)   (-0.01794939049136458,0)   (-0.0079692093310838961,0)   (0.48661427559956916,0)   (-0.15314298735374998,0)   (0.040701305267001914,0)   (-0.017232558449228039,0)   (0.0012850848520045775,0)   (0.032682760870160497,0)   (-0.1259722005443267,0)   (0.20561698519288216,0)   (-0.14883995036909398,0)   
