0   0   (0.21875,0)   (-1.7347234759768071e-18,0)   (-1.3010426069826053e-18,0)   (-2.6020852139652106e-18,0)   (2.6020852139652106e-18,0)   (4.3368086899420177e-18,0)   (-1.0842021724855044e-18,0)   (-8.6736173798840355e-18,0)   (0.43749999999999811,0)   (-6.7965923687685059e-18,0)   (-1.5937771935536915e-17,0)   (-1.6669608401964631e-17,0)   (-1.0842021724855044e-19,0)   (-8.3212516738262465e-18,0)   (1.3755815063409838e-18,0)   (8.6803936434620699e-18,0)   
0.5   0   (0.23832339038140243,0)   (0.0064736180955352711,0)   (0.0082904493818140631,0)   (0.0092579367047014461,0)   (-0.0031391043572931818,0)   (0.0040266041981515009,0)   (-0.00079060493594399113,0)   (0.00074761600764320811,0)   (0.47664678076279965,0)   (-0.033190696981688472,0)   (-0.020511929146776672,0)   (0.022339817465448102,0)   (-0.010933377691647797,0)   (0.0031174292846780642,0)   (-0.00070294180849519376,0)   (0.00016736024926750494,0)   
1   0   (0.24016718925990097,0)   (0.016332852894183528,0)   (0.018674903666257882,0)   (0.01131774497816382,0)   (-0.006554749470847037,0)   (0.010753371514008141,0)   (-0.0016025357697217299,0)   (0.0032285233202113618,0)   (0.4803343785197895,0)   (-0.051098332615630508,0)   (-0.021958504595755941,0)   (0.032674179430224035,0)   (-0.024552144363496852,0)   (0.0064261503261126987,0)   (-0.00026400800423842275,0)   (-0.00018314068726637173,0)   
2   0   (0.24076816035135543,0)   (0.027658544535826248,0)   (0.033267916243758668,0)   (0.0090033019956684279,0)   (-0.0093230677463790775,0)   (0.02089775009814895,0)   (-0.0010884824064093671,0)   (0.011079534670813147,0)   (0.48153632070268759,0)   (-0.078905024227461207,0)   (-0.016188025826913796,0)   (0.036986587372023531,0)   (-0.040317435006080753,0)   (0.016017959744998762,0)   (-0.00011029740951069559,0)   (-0.0021191545944835872,0)   
10   0   (0.24064439367983698,0)   (0.013019579184519256,0)   (0.046026681983094751,0)   (0.00054796175723078862,0)   (-0.016128383838866119,0)   (0.029941942648331377,0)   (-0.00059946505353595093,0)   (0.056839705984807594,0)   (0.48128878735966973,0)   (-0.14501428986170217,0)   (0.02829794814965992,0)   (0.015537058033042648,0)   (-0.061680110347102877,0)   (0.076036524925406176,0)   (-0.083056158928681317,0)   (0.051673156723406471,0)   
100   0   (0.24060501809785126,0)   (-0.01651744058056448,0)   (0.038482588177576882,0)   (-0.0042996779288536104,0)   (-0.0194889604237596,0)   (0.026845146898001368,0)   (-0.013720192824609409,0)   (0.066284173303130037,0)   (0.4812100361957023,0)   (-0.17037855113227818,0)   (0.047938515574100928,0)   (-0.0054346942379236377,0)   (-0.054651885258118392,0)   (0.096774308804444542,0)   (-0.15242150754713957,0)   (0.13888058824436031,0)   
200   0   (0.24056103655320873,0)   (-0.031508282944070883,0)   (0.035857095955383861,0)   (-0.0049780274404231731,0)   (-0.02023466471458327,0)   (0.027823348744058632,0)   (-0.025581096929362959,0)   (0.053083665803385117,0)   (0.48112207310641747,0)   (-0.18106598105496738,0)   (0.050653834974683405,0)   (-0.0081174932025870148,0)   (-0.051288773165728503,0)   (0.093721270011337107,0)   (-0.16138703984528832,0)   (0.15490157375244606,0)   
500   0   (0.24046801008512533,0)   (-0.063214863691284567,0)   (0.030304113477926518,0)   (-0.0064127476666354941,0)   (-0.021811900920996892,0)   (0.029892349894987357,0)   (-0.050667699787076442,0)   (0.025163630194614522,0)   (0.48093602017025094,0)   (-0.20367062559292434,0)   (0.056396836474822749,0)   (-0.013791634744797472,0)   (-0.044175654124041452,0)   (0.087263674006472614,0)   (-0.18034914159095058,0)   (0.18878649201777503,0)   
1000   0   (0.24041715538231981,0)   (-0.080547874113591753,0)   (0.027268469113664828,0)   (-0.0071970649928045178,0)   (-0.022674127340884014,0)   (0.031023409052683991,0)   (-0.064381772340663432,0)   (0.0099006072891292523,0)   (0.48083431076463945,0)   (-0.2160278880329671,0)   (0.059536358381963576,0)   (-0.016893513035333471,0)   (-0.040287131187220958,0)   (0.083733505308982048,0)   (-0.19071513815802094,0)   (0.20731033241951047,0)   
10000   0   (0.24040766544693798,0)   (-0.083782366496935795,0)   (0.026701991142699725,0)   (-0.0073434255127493723,0)   (-0.022835026383802359,0)   (0.031234474651881519,0)   (-0.066940939048491452,0)   (0.0070523928052181458,0)   (0.48081533089387607,0)   (-0.21833386202522062,0)   (0.060122220817199756,0)   (-0.017472350840212831,0)   (-0.039561498563968261,0)   (0.083074744742539633,0)   (-0.19264952440282523,0)   (0.21076704416374265,0)   
