0   0   (0.1875,0)   (0,0)   (1.3877787807814457e-17,0)   (-2.4286128663675299e-17,0)   (0.375,0)   (5.2041704279304213e-18,0)   (6.9388939039072284e-18,0)   (-6.0715321659188248e-18,0)   
0.5   0   (0.19354062646073561,0)   (0.010579936130033055,0)   (0.010579936130033055,0)   (0.0035130390068962509,0)   (0.38708125292147105,0)   (-0.0084338300813860956,0)   (-0.0084338300813860782,0)   (0.0025355032265755671,0)   
1   0   (0.196076852948422,0)   (0.010865445460500734,0)   (0.010865445460500734,0)   (0.010931092766483243,0)   (0.39215370589684395,0)   (-0.028060833292304594,0)   (-0.028060833292304604,0)   (0.017399993092262696,0)   
2   0   (0.19689444536996459,0)   (-0.00012413770764245483,0)   (-0.00012413770764246347,0)   (0.023830617089052354,0)   (0.39378889073992906,0)   (-0.063666729247039394,0)   (-0.063666729247039408,0)   (0.063699296615916876,0)   
10   0   (0.20438257775042681,0)   (-0.044434184803721306,0)   (-0.044434184803721327,0)   (0.023545020264274817,0)   (0.40876515550085329,0)   (-0.11064758946944758,0)   (-0.11064758946944765,0)   (0.13520928122600556,0)   
100   0   (0.2046108929450198,0)   (-0.045578542152536684,0)   (-0.045578542152536698,0)   (0.023092382720107087,0)   (0.40922178589003932,0)   (-0.11139640694906118,0)   (-0.11139640694906126,0)   (0.13612940316993258,0)   
200   0   (0.20461089294501983,0)   (-0.045578542152536677,0)   (-0.045578542152536698,0)   (0.023092382720107087,0)   (0.40922178589003938,0)   (-0.11139640694906119,0)   (-0.11139640694906128,0)   (0.13612940316993258,0)   
500   0   (0.2046108929450198,0)   (-0.045578542152536684,0)   (-0.045578542152536698,0)   (0.023092382720107087,0)   (0.40922178589003932,0)   (-0.11139640694906119,0)   (-0.11139640694906128,0)   (0.13612940316993258,0)   
1000   0   (0.2046108929450198,0)   (-0.045578542152536677,0)   (-0.045578542152536698,0)   (0.023092382720107087,0)   (0.40922178589003938,0)   (-0.11139640694906118,0)   (-0.11139640694906126,0)   (0.13612940316993258,0)   
10000   0   (0.20461089294501983,0)   (-0.04557854215253667,0)   (-0.045578542152536698,0)   (0.023092382720107087,0)   (0.40922178589003938,0)   (-0.11139640694906118,0)   (-0.11139640694906128,0)   (0.13612940316993258,0)   
