0   0   (0.1875,0)   (-6.9388939039072284e-18,0)   (-6.9388939039072284e-18,0)   (-1.0408340855860843e-17,0)   (0.375,0)   (4.3368086899420177e-18,0)   (-7.8062556418956319e-18,0)   (-1.0408340855860843e-17,0)   
0.5   0   (0.19618165380531741,0)   (0.0022192593428948201,0)   (0.0022192593428948014,0)   (0.0057692691326439319,0)   (0.39236330761063481,0)   (-0.02135169133150671,0)   (-0.021351691331506661,0)   (0.010418895147080028,0)   
1   0   (0.198610965675145,0)   (-0.011828809090791322,0)   (-0.011828809090791341,0)   (0.018578722049683451,0)   (0.39722193135029005,0)   (-0.057756964277556617,0)   (-0.057756964277556541,0)   (0.049285974763787516,0)   
2   0   (0.20245787428894188,0)   (-0.036567917837950943,0)   (-0.03656791783795095,0)   (0.032877597870279114,0)   (0.40491574857788382,0)   (-0.09768784216452879,0)   (-0.097687842164528693,0)   (0.10610988587140394,0)   
10   0   (0.20458147636615964,0)   (-0.048452923984109546,0)   (-0.048452923984109546,0)   (0.034649707926558304,0)   (0.4091629527323194,0)   (-0.10984582469365603,0)   (-0.10984582469365595,0)   (0.12451324050269803,0)   
100   0   (0.20458152332897236,0)   (-0.048453168630539369,0)   (-0.048453168630539369,0)   (0.034649627864212773,0)   (0.4091630466579449,0)   (-0.10984598015018726,0)   (-0.10984598015018719,0)   (0.12451341879373215,0)   
200   0   (0.20458152332897236,0)   (-0.048453168630539362,0)   (-0.048453168630539362,0)   (0.034649627864212766,0)   (0.4091630466579449,0)   (-0.10984598015018726,0)   (-0.10984598015018718,0)   (0.12451341879373215,0)   
500   0   (0.20458152332897236,0)   (-0.048453168630539369,0)   (-0.048453168630539369,0)   (0.034649627864212773,0)   (0.40916304665794484,0)   (-0.10984598015018726,0)   (-0.10984598015018716,0)   (0.12451341879373214,0)   
1000   0   (0.20458152332897236,0)   (-0.048453168630539369,0)   (-0.048453168630539369,0)   (0.034649627864212766,0)   (0.4091630466579449,0)   (-0.10984598015018726,0)   (-0.10984598015018718,0)   (0.12451341879373215,0)   
10000   0   (0.20458152332897236,0)   (-0.048453168630539369,0)   (-0.048453168630539369,0)   (0.034649627864212773,0)   (0.40916304665794484,0)   (-0.10984598015018726,0)   (-0.10984598015018716,0)   (0.12451341879373215,0)   
