0   0   (0.21874999999999994,0)   (-6.0715321659188248e-18,0)   (-6.7220534694101275e-18,0)   (-3.2526065174565133e-18,0)   (-1.3010426069826053e-18,0)   (-6.9388939039072284e-18,0)   (-8.6736173798840355e-19,0)   (8.6736173798840355e-19,0)   (0.437500000000001,0)   (1.7618285302889447e-17,0)   (-9.5545316450285078e-18,0)   (-2.7443867491039331e-18,0)   (-6.6813958879419211e-18,0)   (4.2487172634275705e-18,0)   (1.917682592583736e-18,0)   (3.6388535414044743e-18,0)   
0.5   0   (0.23643788845039274,0)   (0.012604120795522417,0)   (0.012630207287380655,0)   (0.0074296248925505215,0)   (-0.00031037238625217299,0)   (0.0022548570241025501,0)   (-0.00015820360346369684,0)   (0.00041880676366376436,0)   (0.47287577690078519,0)   (-0.024001648517488712,0)   (-0.016973535990438899,0)   (0.014486766291304055,0)   (-0.0054083978085105889,0)   (0.0013799677813460861,0)   (-0.00027932205609159316,0)   (5.637558128377738e-05,0)   
1   0   (0.23910094247575248,0)   (0.026163163134286627,0)   (0.024622037430940942,0)   (0.013211654803724885,0)   (-0.0019715120773076905,0)   (0.0081944846276616953,0)   (-7.0359950838660163e-05,0)   (0.0028427802885784515,0)   (0.47820188495148858,0)   (-0.040097989612787974,0)   (-0.02255073292905108,0)   (0.029029199886772047,0)   (-0.016376392735671687,0)   (0.0041060170774869665,0)   (-0.00067430762787577532,0)   (0.00015066895515611394,0)   
2   0   (0.24029752662677964,0)   (0.052901665694168154,0)   (0.046075642660797535,0)   (0.017025570778034248,0)   (-0.0020631609941580164,0)   (0.019427777908297673,0)   (0.0064298312769395889,0)   (0.012574132362790614,0)   (0.48059505325354135,0)   (-0.057665294381277619,0)   (-0.021655719048578867,0)   (0.038589999670334503,0)   (-0.030315232892531591,0)   (0.0059187698265953321,0)   (0.0021482048353258227,0)   (-0.0011462875190916778,0)   
10   0   (0.24055265493645628,0)   (0.13348786410160599,0)   (0.10127494274372013,0)   (0.037594795908449996,0)   (0.023485008749068743,0)   (0.071912372458980828,0)   (0.10624348494768783,0)   (0.13442148832295164,0)   (0.48110530987291028,0)   (-0.063938614623420265,0)   (-0.0099471071756420584,0)   (0.046463665390975711,0)   (-0.038546292949924753,0)   (0.0052584864257735038,0)   (0.0011626388686726179,0)   (-0.0003882149170074138,0)   
100   0   (0.24092481729586646,0)   (0.18589746247245248,0)   (0.11867870001897073,0)   (0.054879668176220017,0)   (0.059329122976823911,0)   (0.10858829003230508,0)   (0.17813855186350727,0)   (0.21453418621894702,0)   (0.48184963459173336,0)   (-0.018543315614415339,0)   (-0.028750090704793622,0)   (0.055805069895454959,0)   (-0.0083226038957839449,0)   (-0.03219899384057924,0)   (0.0158894242955584,0)   (0.0018195961385085524,0)   
200   0   (0.2409248317685713,0)   (0.18589921819349486,0)   (0.11867924512367524,0)   (0.054880322954067334,0)   (0.059330495116862295,0)   (0.10858960834101847,0)   (0.1781406541443292,0)   (0.21453612283587764,0)   (0.48184966353714298,0)   (-0.018541645010224247,0)   (-0.028751092267252625,0)   (0.055805784008283725,0)   (-0.008321361113594038,0)   (-0.032201271395590238,0)   (0.015891451412642501,0)   (0.0018184925262500419,0)   
500   0   (0.24092483176877916,0)   (0.18589921821879998,0)   (0.11867924513156237,0)   (0.054880322963535177,0)   (0.059330495136656364,0)   (0.10858960836005073,0)   (0.17814065417463118,0)   (0.21453612286373963,0)   (0.48184966353755865,0)   (-0.018541644986150931,0)   (-0.028751092281741511,0)   (0.055805784018659578,0)   (-0.008321361095674891,0)   (-0.032201271428601047,0)   (0.015891451442185435,0)   (0.0018184925100787717,0)   
1000   0   (0.24092483176877916,0)   (0.18589921821879996,0)   (0.11867924513156235,0)   (0.054880322963535177,0)   (0.059330495136656364,0)   (0.10858960836005073,0)   (0.17814065417463121,0)   (0.21453612286373963,0)   (0.4818496635375587,0)   (-0.018541644986150928,0)   (-0.028751092281741511,0)   (0.055805784018659578,0)   (-0.0083213610956748927,0)   (-0.03220127142860104,0)   (0.015891451442185435,0)   (0.0018184925100787721,0)   
10000   0   (0.24092483176877913,0)   (0.18589921821879998,0)   (0.11867924513156236,0)   (0.054880322963535177,0)   (0.059330495136656371,0)   (0.10858960836005073,0)   (0.17814065417463121,0)   (0.21453612286373963,0)   (0.48184966353755865,0)   (-0.018541644986150928,0)   (-0.028751092281741508,0)   (0.055805784018659585,0)   (-0.008321361095674891,0)   (-0.03220127142860104,0)   (0.015891451442185432,0)   (0.0018184925100787719,0)   
