0   0   (0.2083333333333334,0)   (1.1564823173178713e-18,0)   (6.9388939039072284e-18,0)   (3.4694469519536142e-18,0)   (-5.7824115865893567e-19,0)   (7.5171350625661636e-18,0)   (0.41666666666666691,0)   (-3.5778671692021646e-18,0)   (7.770115569479449e-18,0)   (-4.2283884726934673e-18,0)   (-1.7347234759768071e-18,0)   (-3.1532213183120086e-18,0)   
0.5   0   (0.21246306089435144,0)   (0.022080303757213472,0)   (0.021400495904124309,0)   (0.0045275434524766171,0)   (0.0026511375108960247,0)   (0.00068531467790682932,0)   (0.42492612178870232,0)   (-0.001601293426014949,0)   (-0.0015551325877603481,0)   (0.00024115738198346584,0)   (-1.9997482225244845e-05,0)   (1.3076139359766369e-06,0)   
1   0   (0.21697518735894983,0)   (0.044751040676852802,0)   (0.041955715944902328,0)   (0.016357020963090389,0)   (0.011016575403845277,0)   (0.0050712863106407505,0)   (0.43395037471789888,0)   (-0.0066478481090106959,0)   (-0.006095241568247328,0)   (0.0019591308833397281,0)   (-0.00029229728502505657,0)   (3.658917954422216e-05,0)   
2   0   (0.21881926517550229,0)   (0.084969362427404188,0)   (0.077808396552379325,0)   (0.047595158613555795,0)   (0.038762134728175066,0)   (0.026981573492834414,0)   (0.43763853035100431,0)   (-0.016593035831570464,0)   (-0.014239531712631292,0)   (0.0082548227129343871,0)   (-0.001791799614232574,0)   (0.00033672703317180893,0)   
10   0   (0.20022932357681619,0)   (0.16999123017179291,0)   (0.14008230220527254,0)   (0.13593716038298095,0)   (0.16464343034820569,0)   (0.13478697630306968,0)   (0.40045864715363189,0)   (-0.0059272512405771178,0)   (-0.0055165701993137774,0)   (0.0046740687482447951,0)   (-0.00069034005160050632,0)   (-0.0016200136850465488,0)   
100   0   (0.19609775346313205,0)   (0.17910016255567063,0)   (0.14199759090742983,0)   (0.14199759090742156,0)   (0.17910016255566111,0)   (0.14219550692623492,0)   (0.39219550692626381,0)   (-1.2358523293904867e-14,0)   (-1.3941341637665112e-14,0)   (1.8433526513016185e-14,0)   (-2.6060573822629127e-15,0)   (-1.8229945112784216e-14,0)   
200   0   (0.1960977534631092,0)   (0.17910016255569572,0)   (0.14199759090741376,0)   (0.1419975909074136,0)   (0.17910016255569575,0)   (0.14219550692621802,0)   (0.39219550692621813,0)   (3.6591823309192512e-18,0)   (-1.7802599672375104e-16,0)   (2.6020852159558649e-18,0)   (-5.3668007539271759e-18,0)   (-1.2780033110268574e-17,0)   
500   0   (0.1960977534631092,0)   (0.17910016255569572,0)   (0.14199759090741376,0)   (0.1419975909074136,0)   (0.17910016255569575,0)   (0.14219550692621802,0)   (0.39219550692621813,0)   (3.6591823321385775e-18,0)   (-1.7802599672211983e-16,0)   (2.6020852139652106e-18,0)   (-5.3668007538032469e-18,0)   (-1.2780033108172884e-17,0)   
1000   0   (0.1960977534631092,0)   (0.17910016255569572,0)   (0.14199759090741376,0)   (0.1419975909074136,0)   (0.17910016255569575,0)   (0.14219550692621802,0)   (0.39219550692621813,0)   (3.6591823321385775e-18,0)   (-1.7802599672211983e-16,0)   (2.6020852139652106e-18,0)   (-5.3668007538032469e-18,0)   (-1.2780033108172884e-17,0)   
10000   0   (0.1960977534631092,0)   (0.17910016255569572,0)   (0.14199759090741376,0)   (0.1419975909074136,0)   (0.17910016255569575,0)   (0.14219550692621802,0)   (0.39219550692621813,0)   (3.6591823321385775e-18,0)   (-1.7802599672211983e-16,0)   (2.6020852139652106e-18,0)   (-5.3668007538032469e-18,0)   (-1.2780033108172884e-17,0)   
