0   0   (0.21875000000000006,0)   (2.1684043449710089e-18,0)   (-1.1058862159352145e-17,0)   (-3.6862873864507151e-18,0)   (-3.4694469519536142e-18,0)   (-2.8189256484623115e-18,0)   (3.903127820947816e-18,0)   (1.3010426069826053e-18,0)   (0.43749999999999944,0)   (-9.3376912105314069e-18,0)   (1.1953328951652686e-17,0)   (-1.0543866127421531e-17,0)   (5.0008825205893892e-18,0)   (5.2177229550864901e-19,0)   (3.8285889215894375e-18,0)   (3.3474742075489949e-18,0)   
0.5   0   (0.23662295303778969,0)   (0.012099132378224993,0)   (0.012244383951485834,0)   (0.0075725809388679857,0)   (-0.00051729654373459325,0)   (0.0023741527704337784,0)   (-0.00019984123815582603,0)   (0.00044150132091094508,0)   (0.47324590607557793,0)   (-0.024774809537850218,0)   (-0.017342286932275672,0)   (0.015154088973644448,0)   (-0.0057896891033132917,0)   (0.0014985209839681708,0)   (-0.00030796335236565989,0)   (6.3345693293727031e-05,0)   
1   0   (0.23921322097650086,0)   (0.025439115795535514,0)   (0.024089949249988633,0)   (0.013065623725839004,0)   (-0.0023630317957887047,0)   (0.008427589076877285,0)   (-0.00016819934281657968,0)   (0.0028950488303335171,0)   (0.47842644195298523,0)   (-0.040888233122909928,0)   (-0.022587516266120058,0)   (0.02948289864054349,0)   (-0.017029747544296349,0)   (0.0042599568166331071,0)   (-0.00066367042969223502,0)   (0.00014148420817246144,0)   
2   0   (0.24036214082835097,0)   (0.051209966176645617,0)   (0.045057959704984996,0)   (0.01623090013015302,0)   (-0.0027266109203842354,0)   (0.019618198145883121,0)   (0.0059601919336899631,0)   (0.012452569939146063,0)   (0.4807242816566844,0)   (-0.059052765579668702,0)   (-0.021263343209589478,0)   (0.03851425920406782,0)   (-0.031132377626943486,0)   (0.0064698069456181192,0)   (0.0021726507822885299,0)   (-0.0012447885221434168,0)   
10   0   (0.24056841050777852,0)   (0.12639095612908299,0)   (0.09819256396009049,0)   (0.034401866788470237,0)   (0.019248186301985409,0)   (0.068074623321345631,0)   (0.098044616244687702,0)   (0.12702612695166743,0)   (0.48113682101555438,0)   (-0.069615788260256398,0)   (-0.0069497702876178992,0)   (0.044483924345217071,0)   (-0.041968052608003181,0)   (0.011275526470624528,0)   (-0.0024546550125737771,0)   (0.00017036679837684679,0)   
100   0   (0.2409874102107554,0)   (0.18644171033682383,0)   (0.11882900345150478,0)   (0.054378032388378891,0)   (0.058814033361025586,0)   (0.10888756483936,0)   (0.17884512010107814,0)   (0.21504965572028495,0)   (0.48197482042151035,0)   (-0.018264320758918394,0)   (-0.028333130835988433,0)   (0.055251747318965684,0)   (-0.0083263772964610322,0)   (-0.031784072071107498,0)   (0.015627270184090353,0)   (0.0017563364310901294,0)   
200   0   (0.24098752941795634,0)   (0.1864564972412629,0)   (0.11883389341554912,0)   (0.054383714546497638,0)   (0.05882536654629756,0)   (0.10889865616850673,0)   (0.17886266781211627,0)   (0.21506513584024442,0)   (0.48197505883591218,0)   (-0.018250436609104165,0)   (-0.028341551412929749,0)   (0.055257727984470081,0)   (-0.0083159710795993377,0)   (-0.031803414072273377,0)   (0.015644218799191197,0)   (0.0017475384564075156,0)   
500   0   (0.24098752943256507,0)   (0.18645649905782727,0)   (0.11883389401780005,0)   (0.054383715245976391,0)   (0.058825367939383415,0)   (0.10889865753262387,0)   (0.17886266996793235,0)   (0.21506513773960603,0)   (0.4819750588651297,0)   (-0.018250434903741591,0)   (-0.02834155244982146,0)   (0.055257728722964118,0)   (-0.0083159698008513656,0)   (-0.031803416456848879,0)   (0.01564422089596534,0)   (0.0017475373640283844,0)   
1000   0   (0.24098752943256505,0)   (0.1864564990578273,0)   (0.11883389401780006,0)   (0.054383715245976398,0)   (0.058825367939383415,0)   (0.10889865753262387,0)   (0.17886266996793232,0)   (0.21506513773960606,0)   (0.4819750588651297,0)   (-0.018250434903741595,0)   (-0.02834155244982146,0)   (0.055257728722964125,0)   (-0.0083159698008513656,0)   (-0.031803416456848872,0)   (0.015644220895965344,0)   (0.0017475373640283844,0)   
10000   0   (0.24098752943256502,0)   (0.18645649905782727,0)   (0.11883389401780005,0)   (0.054383715245976398,0)   (0.058825367939383415,0)   (0.10889865753262387,0)   (0.17886266996793232,0)   (0.21506513773960603,0)   (0.48197505886512965,0)   (-0.018250434903741595,0)   (-0.028341552449821464,0)   (0.055257728722964118,0)   (-0.0083159698008513656,0)   (-0.031803416456848879,0)   (0.015644220895965344,0)   (0.0017475373640283844,0)   
