0   0   (0.21875000000000006,0)   (9.540979117872439e-18,0)   (-1.0408340855860843e-17,0)   (-2.6020852139652106e-18,0)   (0,0)   (-8.8904578143811364e-18,0)   (6.0715321659188248e-18,0)   (-8.6736173798840355e-19,0)   (0.43750000000000011,0)   (-6.1935049103234441e-18,0)   (1.0828469197698976e-17,0)   (9.9204498782423656e-18,0)   (-9.5951892264967142e-18,0)   (-4.0657581468206416e-19,0)   (-4.2690460541616737e-19,0)   (2.1006417091906648e-19,0)   
0.5   0   (0.23792166764759662,0)   (0.0079825080577850867,0)   (0.0092795550341737837,0)   (0.0088085987902046439,0)   (-0.0023817985200032723,0)   (0.0035356799919764284,0)   (-0.00060859732702060396,0)   (0.00065888728233888777,0)   (0.47584333529519435,0)   (-0.030961635591396513,0)   (-0.019842424857000995,0)   (0.020509622024294554,0)   (-0.0093979888658018273,0)   (0.0026393798391696585,0)   (-0.00059003530070145455,0)   (0.00013692148064965644,0)   
1   0   (0.23996153218429858,0)   (0.019067568542766079,0)   (0.020079803188342689,0)   (0.011810315544000477,0)   (-0.0054366478243893729,0)   (0.010186564512802962,0)   (-0.00114366907567597,0)   (0.0031783595793102438,0)   (0.47992306436858884,0)   (-0.047976455270063972,0)   (-0.022282052278328506,0)   (0.032103346881015911,0)   (-0.022476350395819404,0)   (0.0057049325589640845,0)   (-0.00040319036055968171,0)   (-5.288869973872146e-05,0)   
2   0   (0.24070599197871359,0)   (0.034849783456785098,0)   (0.036485270231593286,0)   (0.010630838967445478,0)   (-0.0076686191334355593,0)   (0.020654742490187832,0)   (0.0010662058296331651,0)   (0.011364468457398807,0)   (0.48141198395739576,0)   (-0.072748719729827591,0)   (-0.017739773460801026,0)   (0.037511168534260106,0)   (-0.037840996579183044,0)   (0.012819995560500912,0)   (0.0011063672971791223,0)   (-0.0019850001399239563,0)   
10   0   (0.24062732029583395,0)   (0.044961741726967756,0)   (0.059367535783520678,0)   (0.0063670587120412715,0)   (-0.011470908329970999,0)   (0.035181493916308058,0)   (0.020491022181584141,0)   (0.068369579524047722,0)   (0.48125464059166606,0)   (-0.12543028624299904,0)   (0.020327153111315825,0)   (0.023364462116099632,0)   (-0.062689552815034424,0)   (0.065534918382278429,0)   (-0.057185420714154035,0)   (0.028390427337876202,0)   
100   0   (0.24069232748681046,0)   (0.077566696296814883,0)   (0.061908364531469043,0)   (0.0011053492555814107,0)   (-0.018793926649902284,0)   (0.021590838514149089,0)   (0.057432634544523777,0)   (0.13971459715306411,0)   (0.48138465497362137,0)   (-0.10834484342844135,0)   (0.03355815928583876,0)   (0.010277500293490477,0)   (-0.080869700673646391,0)   (0.12015892255877458,0)   (-0.1015926833899756,0)   (0.04244813439050469,0)   
200   0   (0.24069364488232819,0)   (0.07884839811425888,0)   (0.062230707169959466,0)   (0.0011840119423065405,0)   (-0.018777627196747814,0)   (0.021532143104046216,0)   (0.058525432714222163,0)   (0.14101211512337189,0)   (0.48138728976465656,0)   (-0.10747822562084708,0)   (0.033337286708838815,0)   (0.010549054935613955,0)   (-0.081275036384171898,0)   (0.12047314979250939,0)   (-0.10070942180801448,0)   (0.040834508391658281,0)   
500   0   (0.24069365634354775,0)   (0.078859798099991135,0)   (0.062233585646086977,0)   (0.0011847172576451553,0)   (-0.018777481498429147,0)   (0.021531629071170139,0)   (0.058535151487995728,0)   (0.14102364456070651,0)   (0.48138731268709595,0)   (-0.10747052246768939,0)   (0.033335313474547663,0)   (0.010551486032757953,0)   (-0.081278644450795107,0)   (0.12047591333267045,0)   (-0.10070150588750226,0)   (0.040820112046841571,0)   
1000   0   (0.24069365634355541,0)   (0.078859798107613233,0)   (0.062233585648011555,0)   (0.0011847172581167396,0)   (-0.018777481498331729,0)   (0.021531629070826463,0)   (0.058535151494493759,0)   (0.14102364456841512,0)   (0.48138731268711132,0)   (-0.10747052246253894,0)   (0.033335313473228385,0)   (0.010551486034383406,0)   (-0.081278644453207469,0)   (0.12047591333451814,0)   (-0.10070150588220955,0)   (0.040820112037216007,0)   
10000   0   (0.24069365634355541,0)   (0.078859798107613233,0)   (0.062233585648011548,0)   (0.0011847172581167396,0)   (-0.018777481498331732,0)   (0.021531629070826459,0)   (0.058535151494493759,0)   (0.14102364456841515,0)   (0.48138731268711132,0)   (-0.10747052246253894,0)   (0.033335313473228385,0)   (0.010551486034383406,0)   (-0.081278644453207469,0)   (0.12047591333451814,0)   (-0.10070150588220954,0)   (0.040820112037216007,0)   
