0   0   (0.22222222222222221,0)   (9.2518585385429707e-18,0)   (6.8425203774640728e-18,0)   (3.0839528461809902e-18,0)   (2.8912057932946783e-19,0)   (-2.8912057932946786e-18,0)   (1.3395920175598677e-17,0)   (8.7699909063271911e-18,0)   (3.4694469519536142e-18,0)   (0.44444444444444564,0)   (2.2695965477363227e-17,0)   (1.7973662681648584e-17,0)   (-2.3313358381139693e-17,0)   (1.3245336540531246e-17,0)   (7.9568392769630628e-18,0)   (4.2073067637840271e-18,0)   (-1.1775640262273117e-18,0)   (-4.0672639831713156e-18,0)   
0.5   0   (0.24208713222212913,0)   (0.0073263176965672966,0)   (0.01125171239752586,0)   (0.0088858406209575864,0)   (-0.0045434559862478924,0)   (0.0048203723502939361,0)   (-0.001516035378748242,0)   (0.00092528861482823034,0)   (-0.00021581708328982408,0)   (0.48417426444418926,0)   (-0.033690124163890757,0)   (-0.016482187643348339,0)   (0.021215902912617001,0)   (-0.013855192739594327,0)   (0.0041003961382159448,0)   (-0.00093036448730841913,0)   (0.00018677551267363014,0)   (-4.4408255766038474e-05,0)   
1   0   (0.24315156448125808,0)   (0.016969201537376761,0)   (0.024967522482816962,0)   (0.0085049052728345485,0)   (-0.0070862634172637606,0)   (0.01037482366910239,0)   (-0.0034904329056534389,0)   (0.0030667315333108391,0)   (-0.00055477443653904283,0)   (0.48630312896240541,0)   (-0.053744465567318406,0)   (-0.015119990704919681,0)   (0.02540884660165486,0)   (-0.023834435893655418,0)   (0.0085289278719687511,0)   (-0.00036286434089289113,0)   (-0.00082018006146841087,0)   (0.00028280962114593988,0)   
2   0   (0.24340562056733339,0)   (0.024354556817504779,0)   (0.040732953334398171,0)   (0.0040597996189779169,0)   (-0.0084593738627408866,0)   (0.017830987856099541,0)   (-0.0086504793914749748,0)   (0.0094753468827796367,0)   (-0.0017277422301467944,0)   (0.48681124113457447,0)   (-0.086025792045651278,0)   (-0.0082454551819509409,0)   (0.0275908751971378,0)   (-0.033298631797494947,0)   (0.020849183234863154,0)   (-0.0079012930023230083,0)   (-0.00088495059695907865,0)   (0.0011981013347951723,0)   
10   0   (0.24309195799371833,0)   (-0.021336795193018676,0)   (0.046778054816550695,0)   (-0.016569736933008467,0)   (-0.0089741220461396071,0)   (0.022103238044136841,0)   (-0.034725216799010188,0)   (0.027433975139829366,0)   (-0.01898059611348217,0)   (0.48618391598742355,0)   (-0.18242233191727875,0)   (0.034780443906019136,0)   (-0.0030928141954456078,0)   (-0.027870343765398573,0)   (0.045205284749185976,0)   (-0.084738891076516915,0)   (0.086644793206031412,0)   (-0.072048829704152578,0)   
100   0   (0.24221278658753553,0)   (-0.15792388416460373,0)   (0.058148402770472667,0)   (-0.033441276643733794,0)   (-0.011591682065071838,0)   (0.028076535986404479,0)   (-0.057322658329585226,0)   (0.055101936229836133,0)   (-0.11897430891814616,0)   (0.48442557317506812,0)   (-0.30888257271834446,0)   (0.071456017059363344,0)   (-0.032371753610579104,0)   (-0.026774625488914131,0)   (0.044456209987075709,0)   (-0.095312701202764583,0)   (0.11818530486399406,0)   (-0.24554295338484425,0)   
200   0   (0.24219690993725923,0)   (-0.16046836446600538,0)   (0.058624246412155523,0)   (-0.033814805916843479,0)   (-0.011588981433641727,0)   (0.028193239719651014,0)   (-0.057632044757548559,0)   (0.05599558885187958,0)   (-0.12147454878731687,0)   (0.48439381987451668,0)   (-0.31108019447928836,0)   (0.071886659089310079,0)   (-0.032614290500458776,0)   (-0.027119821459634087,0)   (0.044622804694330852,0)   (-0.094968560759354143,0)   (0.11695812754272482,0)   (-0.24721001261397532,0)   
500   0   (0.24219679336357866,0)   (-0.16048704706701511,0)   (0.058627740399146346,0)   (-0.033817548608209229,0)   (-0.011588961571956609,0)   (0.028194096612239827,0)   (-0.057634316453550397,0)   (0.056002150413655361,0)   (-0.12149290707629302,0)   (0.48439358672715482,0)   (-0.31109633034773693,0)   (0.071889820883096436,0)   (-0.032616071120764166,0)   (-0.027122356259906374,0)   (0.044624028027726415,0)   (-0.094966033740517278,0)   (0.11694911591538042,0)   (-0.24722225167944625,0)   
1000   0   (0.24219679336353533,0)   (-0.16048704707395015,0)   (0.058627740400443315,0)   (-0.033817548609227317,0)   (-0.011588961571949236,0)   (0.028194096612557902,0)   (-0.057634316454393653,0)   (0.056002150416091037,0)   (-0.12149290708310767,0)   (0.48439358672706911,0)   (-0.31109633035372664,0)   (0.071889820884269984,0)   (-0.03261607112142513,0)   (-0.027122356260847302,0)   (0.044624028028180468,0)   (-0.094966033739579375,0)   (0.11694911591203541,0)   (-0.24722225168398909,0)   
10000   0   (0.24219679336353533,0)   (-0.16048704707395015,0)   (0.058627740400443315,0)   (-0.033817548609227317,0)   (-0.011588961571949236,0)   (0.028194096612557902,0)   (-0.057634316454393653,0)   (0.056002150416091037,0)   (-0.12149290708310767,0)   (0.48439358672706911,0)   (-0.31109633035372664,0)   (0.071889820884269984,0)   (-0.03261607112142513,0)   (-0.027122356260847302,0)   (0.044624028028180468,0)   (-0.094966033739579375,0)   (0.11694911591203541,0)   (-0.24722225168398909,0)   
