0   0   (0.16666666666666663,0)   (0,0)   (-4.6259292692714853e-18,0)   (0.33333333333333331,0)   (1.3877787807814457e-17,0)   (1.1564823173178714e-17,0)   
0.5   0   (0.1666666666666666,0)   (-0.034072174413427032,0)   (-0.034072174413426998,0)   (0.33333333333333326,0)   (-0.079040878604932349,0)   (-0.079040878604932349,0)   
1   0   (0.1666666666666666,0)   (-0.073621834498846059,0)   (-0.073621834498845989,0)   (0.33333333333333315,0)   (-0.15106484603729931,0)   (-0.15106484603729925,0)   
2   0   (0.1666666666666666,0)   (-0.083167850208294647,0)   (-0.083167850208294591,0)   (0.33333333333333326,0)   (-0.16644030570206542,0)   (-0.16644030570206542,0)   
10   0   (0.1666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333273,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666657,0)   
100   0   (0.1666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333273,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666657,0)   
200   0   (0.1666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333273,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666657,0)   
500   0   (0.1666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333273,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666657,0)   
1000   0   (0.1666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333273,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666657,0)   
10000   0   (0.1666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333273,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666657,0)   
