0   0   (0.19999999999999998,0)   (-1.2490009027033011e-17,0)   (-1.9428902930940238e-17,0)   (-6.9388939039072284e-18,0)   (-2.914335439641036e-17,0)   (0.40000000000000008,0)   (-3.4694469519536144e-19,0)   (-7.979727989493312e-18,0)   (-7.2858385991025901e-18,0)   (-5.2041704279304213e-18,0)   
0.5   0   (0.21270478123057782,0)   (0.0062967525800499214,0)   (0.0048892256123074665,0)   (0.0044217243236194508,0)   (0.00067441829142382255,0)   (0.42540956246115552,0)   (-0.022810310792153742,0)   (-0.019874276550866855,0)   (0.0090151133997222865,0)   (-0.0022606461498250741,0)   
1   0   (0.21622043200330335,0)   (-0.003207960700517409,0)   (-0.0062617172407823263,0)   (0.0098334023095903479,0)   (-0.002579112262378933,0)   (0.43244086400660681,0)   (-0.060598474663475156,0)   (-0.049402077953630184,0)   (0.038445516855270971,0)   (-0.014679528893627466,0)   
2   0   (0.21828716449729543,0)   (-0.016524434458288162,0)   (-0.024229815074970018,0)   (0.014310666842197986,0)   (-0.0050074356862708997,0)   (0.43657432899459075,0)   (-0.10176425313339854,0)   (-0.075864408422441798,0)   (0.085533238190866431,0)   (-0.044401724391500946,0)   
10   0   (0.2187513710741095,0)   (-0.039903528361609382,0)   (-0.025103043177071453,0)   (0.013200831897670294,0)   (-0.010871247869619247,0)   (0.43750274214821855,0)   (-0.17209576263905363,0)   (-0.066012715301567743,0)   (0.11308197077460322,0)   (-0.13394305642913568,0)   
100   0   (0.21828186341179998,0)   (-0.12693157736180213,0)   (-0.0053053624413453458,0)   (0.016807882472627537,0)   (-0.10260742347339187,0)   (0.43656372682359995,0)   (-0.26753483916201048,0)   (-0.016616721627993016,0)   (0.087943548983559661,0)   (-0.23581871157010142,0)   
200   0   (0.21828118507440011,0)   (-0.12706836347558562,0)   (-0.0052744258086878191,0)   (0.016814099914824257,0)   (-0.10275240430598827,0)   (0.43656237014880045,0)   (-0.26768155860721876,0)   (-0.016539956864185548,0)   (0.087903632332480289,0)   (-0.23597405194066642,0)   
500   0   (0.2182811848216421,0)   (-0.12706841444402006,0)   (-0.0052744142812623405,0)   (0.016814102231530879,0)   (-0.1027524583278905,0)   (0.43656236964328421,0)   (-0.26768161327695261,0)   (-0.016539928260552311,0)   (0.087903617458973363,0)   (-0.23597410982267863,0)   
1000   0   (0.2182811848216421,0)   (-0.12706841444402006,0)   (-0.0052744142812623405,0)   (0.016814102231530879,0)   (-0.1027524583278905,0)   (0.43656236964328421,0)   (-0.26768161327695261,0)   (-0.016539928260552311,0)   (0.087903617458973363,0)   (-0.23597410982267863,0)   
10000   0   (0.2182811848216421,0)   (-0.12706841444402006,0)   (-0.0052744142812623405,0)   (0.016814102231530879,0)   (-0.1027524583278905,0)   (0.43656236964328421,0)   (-0.26768161327695261,0)   (-0.016539928260552311,0)   (0.087903617458973363,0)   (-0.23597410982267863,0)   
