0   0   (0.22499999999999992,0)   (-2.4719809532669502e-18,0)   (-2.0816681711721684e-18,0)   (2.4286128663675298e-18,0)   (5.4643789493269422e-18,0)   (3.0791341698588324e-18,0)   (1.3877787807814458e-18,0)   (6.5919492087118667e-18,0)   (1.2836953722228373e-17,0)   (1.0408340855860842e-18,0)   (0.45000000000000728,0)   (4.6467549860013111e-17,0)   (1.5729063017333454e-17,0)   (-3.6049722235143022e-18,0)   (1.5287250632045613e-17,0)   (7.3969693217823534e-18,0)   (-7.2370495013407419e-19,0)   (-3.7567605276622727e-18,0)   (-1.5666721392415538e-18,0)   (3.058127752766926e-18,0)   
0.5   0   (0.24378370245734293,0)   (0.012622913628781355,0)   (0.015910174280098145,0)   (0.0082813663713579046,0)   (-0.0029443598530513723,0)   (0.0040825103267752173,0)   (-0.001252805545647506,0)   (0.00088714054874494718,0)   (-0.00017804558862774954,0)   (0.00012492749699035072,0)   (0.48756740491436945,0)   (-0.027189967446903468,0)   (-0.012848072240063055,0)   (0.016756557378721577,0)   (-0.011058429340367952,0)   (0.0033678149201000151,0)   (-0.00077870600557832436,0)   (0.0001855889111176653,0)   (-4.1637879183365156e-05,0)   (1.0026021727023387e-05,0)   
1   0   (0.24483593898870817,0)   (0.02899089311959982,0)   (0.035025795544481077,0)   (0.010435637201336865,0)   (-0.0034448856507682084,0)   (0.008543161834352709,0)   (-0.0028217756548810677,0)   (0.0030002333606148268,0)   (-0.00037914157655378317,0)   (0.00068011026556843166,0)   (0.48967187797688982,0)   (-0.042189368663045929,0)   (-0.0116242564058516,0)   (0.019553079095287786,0)   (-0.017779363977339133,0)   (0.0064906986038462192,0)   (-0.00033993862856073268,0)   (-0.0007075762082459112,0)   (0.00024843008149959966,0)   (-4.8785525258759327e-05,0)   
2   0   (0.2451771608373978,0)   (0.051716222657032983,0)   (0.061558226525926567,0)   (0.01159099520823428,0)   (-0.0030130131773573312,0)   (0.014352757837153774,0)   (-0.0060708399301262457,0)   (0.0089614495923148567,0)   (-0.00023097713258737166,0)   (0.0039689485063220788,0)   (0.49035432167439713,0)   (-0.065203286213087144,0)   (-0.0075587754826722548,0)   (0.02236411173317265,0)   (-0.023671228093952935,0)   (0.013889879695297773,0)   (-0.0049618218046319842,0)   (-0.0011076314700399004,0)   (0.0011666618107728413,0)   (-0.00028354591661128542,0)   
10   0   (0.24518281059829278,0)   (0.073742498253590444,0)   (0.099288948996299628,0)   (-0.00089296380253590479,0)   (-0.0058987116971893254,0)   (0.020570621756286444,0)   (-0.022956740849014307,0)   (0.028204569315724484,0)   (0.022559220768159513,0)   (0.045239301660570677,0)   (0.49036562119654747,0)   (-0.11492985605105743,0)   (0.020458472478473898,0)   (0.0043861679850357082,0)   (-0.018872448782929496,0)   (0.028322011035362367,0)   (-0.055540728338479277,0)   (0.043309285252211817,0)   (-0.021393025116661652,0)   (0.0038542828069578071,0)   
100   0   (0.24482628255138841,0)   (0.052866344626123704,0)   (0.10383658436894208,0)   (-0.0077886654094261295,0)   (-0.0099809677008616364,0)   (0.024505521126588405,0)   (-0.039974971550927371,0)   (0.017447583989783046,0)   (0.029940719664281749,0)   (0.083007380564199484,0)   (0.48965256510277527,0)   (-0.14347436636280653,0)   (0.038665141913009113,0)   (-0.013262434082325983,0)   (-0.0033891379273113705,0)   (0.018325799137679549,0)   (-0.083864630233504406,0)   (0.11906930863612178,0)   (-0.11359452165776118,0)   (0.038929205604913003,0)   
200   0   (0.24482795664913576,0)   (0.052869301778869213,0)   (0.10345227767175556,0)   (-0.0079339195831638967,0)   (-0.0099166355859257385,0)   (0.024426583378725088,0)   (-0.039965073541550551,0)   (0.01733579354289886,0)   (0.030031636693835972,0)   (0.083620032432630345,0)   (0.48965591329827296,0)   (-0.14332874863031689,0)   (0.038838986854472179,0)   (-0.013548705944971234,0)   (-0.0029115351672828389,0)   (0.017852855120771997,0)   (-0.083835135190579058,0)   (0.12077217975579257,0)   (-0.11671685100140961,0)   (0.040550600163539716,0)   
500   0   (0.24482800161016058,0)   (0.052872023586405283,0)   (0.10344822646903493,0)   (-0.0079351185969308725,0)   (-0.0099154714734210943,0)   (0.024425474932014048,0)   (-0.039963926285286562,0)   (0.017336293965210255,0)   (0.030035697996556827,0)   (0.083629603235301539,0)   (0.48965600322032027,0)   (-0.14332478613880908,0)   (0.038840122437092013,0)   (-0.013551324724535938,0)   (-0.00290636905051876,0)   (0.01784756041327162,0)   (-0.083833560760674372,0)   (0.12078944946712004,0)   (-0.11675050279808886,0)   (0.040568524597941635,0)   
1000   0   (0.24482800161023011,0)   (0.052872023590922183,0)   (0.10344822646348466,0)   (-0.0079351185984781955,0)   (-0.0099154714716847975,0)   (0.024425474930415234,0)   (-0.039963926283414095,0)   (0.017336293966381686,0)   (0.030035698003034017,0)   (0.083629603249342488,0)   (0.48965600322046088,0)   (-0.14332478613267127,0)   (0.038840122438447283,0)   (-0.013551324728011224,0)   (-0.0029063690433964512,0)   (0.017847560405922093,0)   (-0.083833560758156025,0)   (0.12078944949061388,0)   (-0.11675050284444673,0)   (0.040568524622743941,0)   
10000   0   (0.24482800161023011,0)   (0.052872023590922183,0)   (0.10344822646348467,0)   (-0.0079351185984781972,0)   (-0.0099154714716847957,0)   (0.024425474930415234,0)   (-0.039963926283414108,0)   (0.017336293966381686,0)   (0.030035698003034017,0)   (0.083629603249342474,0)   (0.48965600322046088,0)   (-0.14332478613267127,0)   (0.038840122438447283,0)   (-0.013551324728011226,0)   (-0.0029063690433964507,0)   (0.017847560405922093,0)   (-0.083833560758156025,0)   (0.12078944949061386,0)   (-0.11675050284444671,0)   (0.040568524622743948,0)   
