0   0   (0.21428571428571427,0)   (8.9214350193092943e-18,0)   (-9.4170702981598104e-18,0)   (4.9563527885051629e-19,0)   (-5.4519880673556793e-18,0)   (-1.1895246692412391e-17,0)   (-3.9650822308041303e-18,0)   (0.42857142857142805,0)   (-2.075472730186537e-18,0)   (3.7792190012351866e-18,0)   (4.7704895589362195e-18,0)   (7.7443012320393176e-18,0)   (1.6417918611923352e-18,0)   (-9.1537640562704734e-18,0)   
0.5   0   (0.2339530590667129,0)   (0.00083306320126381355,0)   (0.0023394100637870404,0)   (0.0097362315013133065,0)   (-0.0037324826246597155,0)   (0.0037842427134508901,0)   (-0.00084539379881128204,0)   (0.4679061181334237,0)   (-0.039423842040485726,0)   (-0.026462950845360211,0)   (0.026133071277228224,0)   (-0.011811731106689248,0)   (0.0028947972281090045,0)   (-0.0007048447111895718,0)   
1   0   (0.2360358847889206,0)   (0.0032406613597789386,0)   (0.0051920269556698997,0)   (0.01285087331386609,0)   (-0.0082543841764393614,0)   (0.011110651804076475,0)   (-0.0021215918458596392,0)   (0.4720717695778352,0)   (-0.063349443795396504,0)   (-0.031601584748135014,0)   (0.043810130422064705,0)   (-0.030219143011358508,0)   (0.0066485728348496314,0)   (-0.00053233572008772132,0)   
2   0   (0.23669786077517482,0)   (0.0037541670195097277,0)   (0.011295777676045698,0)   (0.010367911305548001,0)   (-0.012036819465251558,0)   (0.021901549741741494,0)   (-0.0027688739029088868,0)   (0.47339572155033799,0)   (-0.098182550745695707,0)   (-0.024834674524721188,0)   (0.051004972845920649,0)   (-0.05412568666502296,0)   (0.018209639311739637,0)   (-0.00032747137294851785,0)   
10   0   (0.23615569278989346,0)   (-0.06108458933802885,0)   (0.017388435178860615,0)   (0.0033809414205632576,0)   (-0.033495103775752752,0)   (0.032439557637126235,0)   (-0.030589348237793905,0)   (0.4723113855797868,0)   (-0.21368563437769525,0)   (0.031710255222240392,0)   (0.024416603957120191,0)   (-0.10100005672089138,0)   (0.1172823184273572,0)   (-0.13852748029835599,0)   
100   0   (0.23532876803836075,0)   (-0.14641932629323032,0)   (0.032661315821735364,0)   (-0.0070923331823283782,0)   (-0.04374323216089665,0)   (0.048985584539944609,0)   (-0.11970233320311205,0)   (0.47065753607672078,0)   (-0.29901768657249927,0)   (0.051844628461204828,0)   (0.0047128078866488449,0)   (-0.096402090076190008,0)   (0.12067515738846173,0)   (-0.25073264411176727,0)   
200   0   (0.23532867068217089,0)   (-0.14642880647022635,0)   (0.032663587366993145,0)   (-0.0070937068283700036,0)   (-0.043743906206846338,0)   (0.04898812124626483,0)   (-0.11971395929422089,0)   (0.47065734136434151,0)   (-0.29902638667112585,0)   (0.05184552528020147,0)   (0.0047115042896885831,0)   (-0.096400564369747893,0)   (0.12067233231085479,0)   (-0.25074103255403407,0)   
500   0   (0.23532867067955385,0)   (-0.14642880672506134,0)   (0.032663587428054155,0)   (-0.0070937068652947455,0)   (-0.043743906224965247,0)   (0.048988121314453591,0)   (-0.11971395960673983,0)   (0.47065734135910742,0)   (-0.29902638690499178,0)   (0.051845525304308707,0)   (0.0047115042546468219,0)   (-0.096400564328735588,0)   (0.12067233223491433,0)   (-0.25074103277952225,0)   
1000   0   (0.23532867067955385,0)   (-0.14642880672506134,0)   (0.032663587428054155,0)   (-0.0070937068652947455,0)   (-0.043743906224965247,0)   (0.048988121314453591,0)   (-0.11971395960673983,0)   (0.47065734135910742,0)   (-0.29902638690499178,0)   (0.051845525304308707,0)   (0.0047115042546468219,0)   (-0.096400564328735588,0)   (0.12067233223491433,0)   (-0.25074103277952225,0)   
10000   0   (0.23532867067955385,0)   (-0.14642880672506134,0)   (0.032663587428054155,0)   (-0.0070937068652947455,0)   (-0.043743906224965247,0)   (0.048988121314453591,0)   (-0.11971395960673983,0)   (0.47065734135910742,0)   (-0.29902638690499178,0)   (0.051845525304308707,0)   (0.0047115042546468219,0)   (-0.096400564328735588,0)   (0.12067233223491433,0)   (-0.25074103277952225,0)   
