0   0   (0.18749999999999997,0)   (-3.4694469519536142e-18,0)   (-3.4694469519536142e-18,0)   (-2.2551405187698492e-17,0)   (0.375,0)   (-1.474514954580286e-17,0)   (-6.0715321659188248e-18,0)   (1.0408340855860843e-17,0)   
0.5   0   (0.19478104152574971,0)   (0.007564307984551483,0)   (0.0075643079845514813,0)   (0.0041608041864281626,0)   (0.38956208305149942,0)   (-0.013036108148970526,0)   (-0.013036108148970559,0)   (0.004902337868505335,0)   
1   0   (0.19704550633918455,0)   (0.0019258946384192745,0)   (0.0019258946384192585,0)   (0.013166338860475085,0)   (0.39409101267836899,0)   (-0.039731154277407803,0)   (-0.039731154277407879,0)   (0.028988395096237022,0)   
2   0   (0.19957734518418055,0)   (-0.018543310477243679,0)   (-0.018543310477243707,0)   (0.027106248917104506,0)   (0.39915469036836088,0)   (-0.081171611190048967,0)   (-0.081171611190049134,0)   (0.085675328207661328,0)   
10   0   (0.20457039296284374,0)   (-0.046992899911072319,0)   (-0.046992899911072361,0)   (0.028999186263729469,0)   (0.40914078592568737,0)   (-0.11063205269159303,0)   (-0.11063205269159319,0)   (0.13014108926102205,0)   
100   0   (0.20457868962130343,0)   (-0.047035314001837497,0)   (-0.047035314001837539,0)   (0.028983876764742993,0)   (0.40915737924260659,0)   (-0.11065940144213049,0)   (-0.11065940144213067,0)   (0.13017350247786366,0)   
200   0   (0.20457868962130341,0)   (-0.04703531400183749,0)   (-0.047035314001837539,0)   (0.028983876764742993,0)   (0.40915737924260653,0)   (-0.11065940144213049,0)   (-0.11065940144213066,0)   (0.13017350247786372,0)   
500   0   (0.20457868962130341,0)   (-0.04703531400183749,0)   (-0.047035314001837539,0)   (0.028983876764742997,0)   (0.40915737924260664,0)   (-0.11065940144213048,0)   (-0.11065940144213066,0)   (0.13017350247786372,0)   
1000   0   (0.20457868962130343,0)   (-0.047035314001837497,0)   (-0.047035314001837539,0)   (0.028983876764742993,0)   (0.40915737924260653,0)   (-0.11065940144213049,0)   (-0.11065940144213067,0)   (0.13017350247786369,0)   
10000   0   (0.20457868962130343,0)   (-0.04703531400183749,0)   (-0.047035314001837539,0)   (0.028983876764742993,0)   (0.40915737924260659,0)   (-0.11065940144213049,0)   (-0.11065940144213066,0)   (0.13017350247786369,0)   
