0   0   (0.21875000000000006,0)   (4.3368086899420177e-18,0)   (2.3852447794681098e-18,0)   (-2.6020852139652106e-18,0)   (-4.3368086899420177e-18,0)   (8.4567769453869346e-18,0)   (-7.1557343384043293e-18,0)   (8.6736173798840355e-19,0)   (0.43749999999999972,0)   (-7.521652571618187e-19,0)   (1.0543866127421531e-17,0)   (9.8662397696180903e-18,0)   (-8.1315162936412833e-19,0)   (-1.951563910473908e-18,0)   (5.8275866771095863e-19,0)   (-3.4084605797513046e-18,0)   
0.5   0   (0.23666749439919582,0)   (0.011974766930883826,0)   (0.012150048590661053,0)   (0.0076082495530999739,0)   (-0.00056899104669368974,0)   (0.0024043657802853293,0)   (-0.00021036179060651629,0)   (0.00044724096931510014,0)   (0.47333498879839347,0)   (-0.024964664129349876,0)   (-0.017431105392474857,0)   (0.015318545301235753,0)   (-0.0058856364811118679,0)   (0.0015284989011625839,0)   (-0.00031525503205441421,0)   (6.5140298216573373e-05,0)   
1   0   (0.23924012473206696,0)   (0.025260159490969266,0)   (0.023960903052880195,0)   (0.013029540496121825,0)   (-0.0024586014790149769,0)   (0.0084846116475821593,0)   (-0.00019283096960351522,0)   (0.0029073472356931419,0)   (0.47848024946411161,0)   (-0.041083930696130283,0)   (-0.02259362398858808,0)   (0.029589611970155791,0)   (-0.017190924591425117,0)   (0.0042981128380414927,0)   (-0.00066025386357320326,0)   (0.00013878823858306938,0)   
2   0   (0.24037716764864897,0)   (0.050783532614079203,0)   (0.044806332732712839,0)   (0.016038722283472005,0)   (-0.0028876434311370315,0)   (0.019662452853638948,0)   (0.0058395238797474,0)   (0.012421218812605701,0)   (0.48075433529728195,0)   (-0.059403549671119563,0)   (-0.021165932380414216,0)   (0.038493642830025473,0)   (-0.031333584205239226,0)   (0.0066126515071511177,0)   (0.0021748034019968363,0)   (-0.0012692047533839584,0)   
10   0   (0.2405714465441626,0)   (0.12450641793926931,0)   (0.09735843326452287,0)   (0.033578551459733617,0)   (0.018177954926435959,0)   (0.067076994647843807,0)   (0.095902388583274059,0)   (0.12513257373431652,0)   (0.48114289308832248,0)   (-0.071094302327878528,0)   (-0.0061785784410392022,0)   (0.043970359097471989,0)   (-0.042831313211660088,0)   (0.012840543132643729,0)   (-0.0034447586466419891,0)   (0.00036433028625772819,0)   
100   0   (0.24100219368598763,0)   (0.18656383659601383,0)   (0.1188622251441972,0)   (0.05425522260618363,0)   (0.058685377725865941,0)   (0.10895314676020436,0)   (0.17900434557659312,0)   (0.21516411441340891,0)   (0.48200438737197487,0)   (-0.018204943821487986,0)   (-0.028229615694631519,0)   (0.055116494152785793,0)   (-0.0083323479537718969,0)   (-0.031675376108447215,0)   (0.015556453273906175,0)   (0.0017457216382712399,0)   
200   0   (0.24100239670374482,0)   (0.18658916847202356,0)   (0.11887073097817059,0)   (0.054265024142031923,0)   (0.058704701895956238,0)   (0.10897214999286482,0)   (0.17903434356931791,0)   (0.21519029656770539,0)   (0.48200479340748936,0)   (-0.018181239853548723,0)   (-0.028244030778560053,0)   (0.055126722594742536,0)   (-0.0083145483729543616,0)   (-0.031708571107833303,0)   (0.015585426456008441,0)   (0.0017308589558647914,0)   
500   0   (0.24100239674650584,0)   (0.18658917381945508,0)   (0.11887073277778126,0)   (0.054265026214852685,0)   (0.058704705977320672,0)   (0.10897215400849734,0)   (0.17903434990197287,0)   (0.21519030208838744,0)   (0.48200479349301134,0)   (-0.018181234850589031,0)   (-0.028244033827870343,0)   (0.055126724763785238,0)   (-0.008314544614618731,0)   (-0.03170857813720801,0)   (0.015585432610350473,0)   (0.0017308557884697317,0)   
1000   0   (0.24100239674650581,0)   (0.18658917381945506,0)   (0.11887073277778128,0)   (0.054265026214852685,0)   (0.058704705977320672,0)   (0.10897215400849736,0)   (0.17903434990197289,0)   (0.21519030208838741,0)   (0.48200479349301134,0)   (-0.018181234850589034,0)   (-0.028244033827870343,0)   (0.055126724763785245,0)   (-0.0083145446146187327,0)   (-0.03170857813720801,0)   (0.015585432610350473,0)   (0.0017308557884697317,0)   
10000   0   (0.24100239674650581,0)   (0.18658917381945506,0)   (0.11887073277778128,0)   (0.054265026214852685,0)   (0.058704705977320672,0)   (0.10897215400849736,0)   (0.17903434990197287,0)   (0.21519030208838741,0)   (0.48200479349301134,0)   (-0.018181234850589031,0)   (-0.028244033827870347,0)   (0.055126724763785238,0)   (-0.008314544614618731,0)   (-0.03170857813720801,0)   (0.015585432610350473,0)   (0.0017308557884697317,0)   
