0   0   (0.1875,0)   (1.5612511283791264e-17,0)   (-5.2041704279304213e-18,0)   (-3.4694469519536142e-18,0)   (0.37499999999999994,0)   (-6.9388939039072284e-18,0)   (-9.540979117872439e-18,0)   (2.6020852139652106e-18,0)   
0.5   0   (0.19398934368775117,0)   (0.0096207275713051203,0)   (0.009620727571305077,0)   (0.0037021418623627129,0)   (0.3879786873755024,0)   (-0.0098879282754054248,0)   (-0.0098879282754054526,0)   (0.0032226084242377613,0)   
1   0   (0.19640637137316014,0)   (0.0079234395361469142,0)   (0.0079234395361468517,0)   (0.011542536474489317,0)   (0.39281274274632066,0)   (-0.031889744028048651,0)   (-0.031889744028048707,0)   (0.021027265271617523,0)   
2   0   (0.19782785902448188,0)   (-0.0068079436139613387,0)   (-0.0068079436139614063,0)   (0.024763352828090338,0)   (0.39565571804896404,0)   (-0.070065861132097326,0)   (-0.070065861132097382,0)   (0.071707951534729322,0)   
10   0   (0.20451853570373399,0)   (-0.045751175356934425,0)   (-0.04575117535693448,0)   (0.025494652000795714,0)   (0.40903707140746848,0)   (-0.11087797230679539,0)   (-0.11087797230679546,0)   (0.13353848915035915,0)   
100   0   (0.20459438363090712,0)   (-0.04613424413437113,0)   (-0.046134244134371179,0)   (0.025348209275670205,0)   (0.40918876726181475,0)   (-0.1111272511782167,0)   (-0.11112725117821676,0)   (0.13384055798614439,0)   
200   0   (0.20459438363090715,0)   (-0.04613424413437113,0)   (-0.046134244134371186,0)   (0.025348209275670205,0)   (0.40918876726181475,0)   (-0.11112725117821669,0)   (-0.11112725117821674,0)   (0.13384055798614439,0)   
500   0   (0.20459438363090712,0)   (-0.046134244134371123,0)   (-0.046134244134371179,0)   (0.025348209275670205,0)   (0.40918876726181475,0)   (-0.11112725117821669,0)   (-0.11112725117821674,0)   (0.13384055798614436,0)   
1000   0   (0.20459438363090715,0)   (-0.04613424413437113,0)   (-0.046134244134371179,0)   (0.025348209275670205,0)   (0.40918876726181475,0)   (-0.11112725117821669,0)   (-0.11112725117821676,0)   (0.13384055798614436,0)   
10000   0   (0.20459438363090715,0)   (-0.046134244134371123,0)   (-0.046134244134371179,0)   (0.025348209275670205,0)   (0.40918876726181475,0)   (-0.1111272511782167,0)   (-0.11112725117821676,0)   (0.13384055798614436,0)   
