0   0   (0.22499999999999995,0)   (-2.0816681711721684e-18,0)   (2.0383000842727484e-18,0)   (-2.0816681711721684e-18,0)   (1.4484941024406339e-17,0)   (-2.8189256484623115e-18,0)   (-7.37257477290143e-19,0)   (-1.474514954580286e-18,0)   (3.0357660829594124e-18,0)   (-9.8011876392689607e-18,0)   (0.44999999999999873,0)   (-4.4919851258790054e-18,0)   (2.7507564368672855e-17,0)   (-2.7354420811809278e-17,0)   (-1.0955862952966022e-17,0)   (1.2271813339820303e-17,0)   (-4.6634245944032763e-18,0)   (-2.2388774861825665e-18,0)   (-1.6364676540953083e-18,0)   (8.2785612132846301e-18,0)   
0.5   0   (0.24361392827696757,0)   (0.013299859683144307,0)   (0.016144703589581803,0)   (0.0083694955639869451,0)   (-0.0025648256851497622,0)   (0.0038967298193534373,0)   (-0.0011264316221037093,0)   (0.00084200234804887478,0)   (-0.00015645851540960055,0)   (0.00012050521519965981,0)   (0.48722785655364287,0)   (-0.026194718342814064,0)   (-0.012943725028485821,0)   (0.016486435249757868,0)   (-0.010408234870913854,0)   (0.0031475430126734947,0)   (-0.00076130819127173655,0)   (0.00019043126365943206,0)   (-4.2968742669483304e-05,0)   (1.0228288202510482e-05,0)   
1   0   (0.24477127642682758,0)   (0.030966865029528359,0)   (0.035933410840936951,0)   (0.011296343068025487,0)   (-0.0028179558285617019,0)   (0.0083627434409317743,0)   (-0.0024692657044669462,0)   (0.0029446347794712482,0)   (-0.00027727954722165315,0)   (0.00068899713060211029,0)   (0.48954255285313553,0)   (-0.040031158728202849,0)   (-0.011795104566224875,0)   (0.019423749030968499,0)   (-0.017174160114672567,0)   (0.0059382247695679872,0)   (-0.00023904068558567486,0)   (-0.00058771330689824251,0)   (0.00019404471851716874,0)   (-3.8211192607469264e-05,0)   
2   0   (0.24516047751374501,0)   (0.056797999016942637,0)   (0.064426268887962185,0)   (0.014408819485314167,0)   (-0.0019941090239485345,0)   (0.014347828728792044,0)   (-0.0047400533070529353,0)   (0.0088154636056543625,0)   (0.00045437758007970227,0)   (0.0040430634226004064,0)   (0.49032095502705664,0)   (-0.061342827906155438,0)   (-0.0081571094101708201,0)   (0.02236785827730875,0)   (-0.023178419622462004,0)   (0.012778733523657165,0)   (-0.003561498245680268,0)   (-0.0015174189218410325,0)   (0.0010682040334176746,0)   (-0.00020560893190248498,0)   
10   0   (0.24526149565358973,0)   (0.092569308237441056,0)   (0.10710044128651057,0)   (0.0069871488612804674,0)   (-0.0059161662588902066,0)   (0.020659443774240362,0)   (-0.018348623078869246,0)   (0.029210892818272646,0)   (0.033434152899917496,0)   (0.048647181489097635,0)   (0.49052299130713445,0)   (-0.10196298146956749,0)   (0.016667341284203822,0)   (0.0064897441007899515,0)   (-0.020333582074571251,0)   (0.029947798631916558,0)   (-0.052631319578317959,0)   (0.033676635019898885,0)   (-0.011186560372505667,0)   (-0.001107689275028665,0)   
100   0   (0.24490580419228494,0)   (0.067063957404130251,0)   (0.11262061274277979,0)   (0.00031941371975642314,0)   (-0.010966377533287001,0)   (0.024962058805856207,0)   (-0.035771026844449196,0)   (0.021712877346711373,0)   (0.041122375907242915,0)   (0.076620879246342824,0)   (0.48981160838456578,0)   (-0.13412333642441612,0)   (0.034471784598295696,0)   (-0.011074551856031768,0)   (-0.0064198671301232621,0)   (0.022188982212318603,0)   (-0.081351484388113016,0)   (0.10069684334733958,0)   (-0.095348686092876542,0)   (0.034830154889970523,0)   
200   0   (0.24476726966798215,0)   (0.052394767371406768,0)   (0.11056652071011022,0)   (-0.0023234502263725981,0)   (-0.013439124545589629,0)   (0.02613701341416854,0)   (-0.041743147628423294,0)   (0.011377429670388824,0)   (0.024293306853345416,0)   (0.06165355182663395,0)   (0.48953453933596147,0)   (-0.14667352769925157,0)   (0.039458199212646192,0)   (-0.01536101390762378,0)   (-0.0037090185547741686,0)   (0.020442846286995064,0)   (-0.088083904608051294,0)   (0.11590451116552118,0)   (-0.11369897764313783,0)   (0.042839144204417784,0)   
500   0   (0.24474210031009053,0)   (0.049777438626945281,0)   (0.11029961770239219,0)   (-0.00274606670894691,0)   (-0.013901742055110163,0)   (0.026367863647189068,0)   (-0.042809570416097856,0)   (0.0095478597471518704,0)   (0.021260371693077838,0)   (0.058796854245841142,0)   (0.48948420062018011,0)   (-0.14894516380265546,0)   (0.040293590401101961,0)   (-0.016036501155715147,0)   (-0.0033756453413568677,0)   (0.020282341067281121,0)   (-0.089291700560337736,0)   (0.11808477698005976,0)   (-0.11597472623377691,0)   (0.04372379744066511,0)   
1000   0   (0.2447420433481271,0)   (0.049771542003064655,0)   (0.11029907315293172,0)   (-0.0027469909472965077,0)   (-0.01390279650028268,0)   (0.026368395822867766,0)   (-0.04281197347589525,0)   (0.0095437461567746181,0)   (0.021253521563318375,0)   (0.058790312346170784,0)   (0.48948408669625376,0)   (-0.14895030007091636,0)   (0.040295441535372532,0)   (-0.016037972088375277,0)   (-0.0033749799124962523,0)   (0.020282065521239154,0)   (-0.089294425393066229,0)   (0.11808938522284032,0)   (-0.11597928450870734,0)   (0.043725480320916603,0)   
10000   0   (0.2447420433460181,0)   (0.049771541784759947,0)   (0.11029907313279945,0)   (-0.0027469909814998531,0)   (-0.013902796539326365,0)   (0.026368395842575939,0)   (-0.042811973564861529,0)   (0.0095437460044854438,0)   (0.021253521309704492,0)   (0.058790312103924262,0)   (0.48948408669203591,0)   (-0.14895030026108033,0)   (0.040295441603889849,0)   (-0.016037972142806965,0)   (-0.0033749798879031115,0)   (0.020282065511080454,0)   (-0.089294425493946811,0)   (0.11808938539329633,0)   (-0.1159792846771824,0)   (0.043725480383066777,0)   
