0   0   (0.1875,0)   (0,0)   (-6.9388939039072284e-18,0)   (-3.1225022567582528e-17,0)   (0.37499999999999983,0)   (1.6479873021779667e-17,0)   (-2.5153490401663703e-17,0)   (0,0)   
0.5   0   (0.19583369337797799,0)   (0.0038098809734454175,0)   (0.0038098809734453936,0)   (0.0052244797773483729,0)   (0.39166738675595558,0)   (-0.018861745579594295,0)   (-0.01886174557959442,0)   (0.0086193292709317981,0)   
1   0   (0.19814952185938878,0)   (-0.008011975836368531,0)   (-0.0080119758363685848,0)   (0.016861765540347556,0)   (0.39629904371877739,0)   (-0.052758745170118512,0)   (-0.052758745170118644,0)   (0.043432706267375602,0)   
2   0   (0.20182054983844588,0)   (-0.03265934015043042,0)   (-0.032659340150430531,0)   (0.031326573316516212,0)   (0.40364109967689149,0)   (-0.094194623598561053,0)   (-0.09419462359856115,0)   (0.10188722941864575,0)   
10   0   (0.2045776302039804,0)   (-0.048117664562705914,0)   (-0.048117664562706046,0)   (0.033319620057581718,0)   (0.40915526040796052,0)   (-0.11004556988280487,0)   (-0.11004556988280496,0)   (0.12583562349274791,0)   
100   0   (0.20457783632671822,0)   (-0.04811873357138885,0)   (-0.048118733571388989,0)   (0.033319261632119533,0)   (0.40915567265343622,0)   (-0.11004625150830462,0)   (-0.11004625150830473,0)   (0.12583641102131665,0)   
200   0   (0.20457783632671822,0)   (-0.04811873357138885,0)   (-0.048118733571388989,0)   (0.033319261632119533,0)   (0.40915567265343622,0)   (-0.11004625150830463,0)   (-0.11004625150830472,0)   (0.12583641102131665,0)   
500   0   (0.20457783632671822,0)   (-0.04811873357138885,0)   (-0.048118733571388982,0)   (0.033319261632119533,0)   (0.40915567265343622,0)   (-0.11004625150830465,0)   (-0.11004625150830473,0)   (0.12583641102131665,0)   
1000   0   (0.20457783632671819,0)   (-0.04811873357138885,0)   (-0.048118733571388989,0)   (0.03331926163211954,0)   (0.40915567265343616,0)   (-0.11004625150830462,0)   (-0.11004625150830472,0)   (0.12583641102131662,0)   
10000   0   (0.20457783632671822,0)   (-0.04811873357138885,0)   (-0.048118733571388989,0)   (0.03331926163211954,0)   (0.40915567265343622,0)   (-0.11004625150830462,0)   (-0.11004625150830473,0)   (0.12583641102131668,0)   
