0   0   (0.22500000000000001,0)   (-7.2858385991025901e-18,0)   (1.7347234759768071e-18,0)   (4.8138576458356395e-18,0)   (7.3725747729014302e-18,0)   (-9.6277152916712791e-18,0)   (-1.0061396160665481e-17,0)   (-1.3530843112619095e-17,0)   (7.979727989493312e-18,0)   (3.8163916471489759e-18,0)   (0.4499999999999969,0)   (2.8879080116867019e-17,0)   (1.5508156824689533e-17,0)   (-1.2995518289954377e-17,0)   (-3.02736351612265e-17,0)   (-7.2329837431939221e-18,0)   (-1.2644507836612195e-18,0)   (-3.0438975992530536e-18,0)   (-6.1216765163962793e-18,0)   (-3.480966600036273e-18,0)   
0.5   0   (0.24405239429734654,0)   (0.01128959538845078,0)   (0.015487061294888083,0)   (0.0080599716436283997,0)   (-0.0036205463986871207,0)   (0.0044048402283925862,0)   (-0.0014805904709675266,0)   (0.00095936357768454665,0)   (-0.00021520173497704192,0)   (0.00013058846830564318,0)   (0.48810478859433826,0)   (-0.029148109009600055,0)   (-0.012645776529570609,0)   (0.017132256967652078,0)   (-0.012202057493050332,0)   (0.0037820308171709416,0)   (-0.00078443087459091241,0)   (0.00015413479297039391,0)   (-3.1977418981930553e-05,0)   (7.6956692649806187e-06,0)   
1   0   (0.24492862867942866,0)   (0.025109386499068589,0)   (0.033302254254804473,0)   (0.0089013012324273832,0)   (-0.0044858052382927543,0)   (0.008894547546228676,0)   (-0.0035044334223883187,0)   (0.003143875114408307,0)   (-0.00056291448805630183,0)   (0.00067895849412476076,0)   (0.48985725735816388,0)   (-0.046457450166772558,0)   (-0.011296915233526375,0)   (0.01982026511633124,0)   (-0.018847888001878935,0)   (0.0076008735345437194,0)   (-0.00068930612686015204,0)   (-0.00090360325529688194,0)   (0.00036383163505929043,0)   (-7.2723975320340781e-05,0)   
2   0   (0.24519188803362438,0)   (0.042012399098659683,0)   (0.056403707628631131,0)   (0.0069354057056572743,0)   (-0.0044338973122018486,0)   (0.014379715954243803,0)   (-0.0084338206311689833,0)   (0.009559004350120956,0)   (-0.0014474301364222333,0)   (0.0040295312401465912,0)   (0.49038377606689221,0)   (-0.072811016142096091,0)   (-0.0062265224348320384,0)   (0.022174915846061832,0)   (-0.024495948798774116,0)   (0.015845958226613967,0)   (-0.0079071641331927983,0)   (0.00014836289018721496,0)   (0.0011735635824870136,0)   (-0.00043414774425147145,0)   
10   0   (0.24504778616595208,0)   (0.036384748133703661,0)   (0.08232102730285551,0)   (-0.011703523081774947,0)   (-0.0046368897886088787,0)   (0.019349778170339893,0)   (-0.027550596584914287,0)   (0.028267217131169729,0)   (0.0042371634609242826,0)   (0.042736309180582473,0)   (0.49009557233186751,0)   (-0.13812024620200125,0)   (0.028327285200873048,0)   (-0.00030387234994345481,0)   (-0.016249337773446674,0)   (0.025762499343327906,0)   (-0.056868868232073863,0)   (0.058714135885074334,0)   (-0.046357007048026581,0)   (0.021036555027114923,0)   
100   0   (0.24498165917885775,0)   (0.058087887821724485,0)   (0.090274941443891518,0)   (-0.0136365167509823,0)   (-0.004295420343756187,0)   (0.020917606234832541,0)   (-0.034701164903538168,0)   (0.025528064481194622,0)   (0.042376015655421914,0)   (0.11720110011683305,0)   (0.4899633183577165,0)   (-0.13214275866279379,0)   (0.03582907675453461,0)   (-0.0092648627789491764,0)   (-0.0027999517385495025,0)   (0.014948048016298433,0)   (-0.073446086419711523,0)   (0.12062691028992409,0)   (-0.11481576746038107,0)   (0.037016559875218021,0)   
200   0   (0.24498527829297884,0)   (0.05966590958870973,0)   (0.090751762526387211,0)   (-0.013511032931082015,0)   (-0.0042964352906912709,0)   (0.020970299109413854,0)   (-0.034751973659827635,0)   (0.025486537308572449,0)   (0.04366918840451417,0)   (0.11877802468488644,0)   (0.48997055658595856,0)   (-0.13115049117952002,0)   (0.03552937144699863,0)   (-0.009020676172025309,0)   (-0.0028208133925854244,0)   (0.014940675757000317,0)   (-0.073786405010082809,0)   (0.12121521241819273,0)   (-0.11411131892803109,0)   (0.034905960129541516,0)   
500   0   (0.24498531339592058,0)   (0.059683780927032408,0)   (0.090757880357364235,0)   (-0.013509513469743549,0)   (-0.0042965723647641419,0)   (0.020971064676333299,0)   (-0.034752765451887005,0)   (0.025486085254411883,0)   (0.043683612429136161,0)   (0.11879518351450215,0)   (0.48997062679184328,0)   (-0.13113961669466673,0)   (0.03552580793603239,0)   (-0.0090175656329576012,0)   (-0.0028216243206994852,0)   (0.014941166698906829,0)   (-0.073790618088516072,0)   (0.12122022881577191,0)   (-0.11409952723933559,0)   (0.034879597017576196,0)   
1000   0   (0.24498531339597066,0)   (0.059683780953076096,0)   (0.090757880366417132,0)   (-0.01350951346751045,0)   (-0.0042965723649879438,0)   (0.020971064677481284,0)   (-0.034752765453082354,0)   (0.025486085253756584,0)   (0.043683612450113846,0)   (0.11879518353937379,0)   (0.48997062679194425,0)   (-0.13113961667888899,0)   (0.03552580793080691,0)   (-0.0090175656283586186,0)   (-0.0028216243219912119,0)   (0.014941166699732214,0)   (-0.07379061809472455,0)   (0.12122022882276738,0)   (-0.11409952722142187,0)   (0.034879596978686742,0)   
10000   0   (0.24498531339597063,0)   (0.059683780953076096,0)   (0.090757880366417132,0)   (-0.013509513467510448,0)   (-0.0042965723649879429,0)   (0.02097106467748128,0)   (-0.034752765453082354,0)   (0.02548608525375658,0)   (0.043683612450113846,0)   (0.11879518353937381,0)   (0.4899706267919442,0)   (-0.13113961667888901,0)   (0.035525807930806903,0)   (-0.0090175656283586186,0)   (-0.0028216243219912119,0)   (0.014941166699732214,0)   (-0.07379061809472455,0)   (0.1212202288227674,0)   (-0.11409952722142186,0)   (0.034879596978686742,0)   
