0   0   (0.16666666666666666,0)   (0,0)   (-1.3877787807814457e-17,0)   (0.33333333333333331,0)   (4.6259292692714853e-18,0)   (9.2518585385429707e-18,0)   
0.5   0   (0.16666666666666666,0)   (0.0102563948285661,0)   (0.010256394828566094,0)   (0.33333333333333331,0)   (-0.00018918492484001526,0)   (-0.0001891849248400183,0)   
1   0   (0.16666666666666666,0)   (0.019655550626141893,0)   (0.019655550626141882,0)   (0.33333333333333337,0)   (-0.0012118669761830734,0)   (-0.0012118669761830726,0)   
2   0   (0.16666666666666663,0)   (0.034430121165560629,0)   (0.034430121165560629,0)   (0.33333333333333326,0)   (-0.0055804583363009844,0)   (-0.0055804583363009853,0)   
10   0   (0.16666666666666657,0)   (0.068826466493890182,0)   (0.068826466493890154,0)   (0.33333333333333326,0)   (-0.013481622172815847,0)   (-0.013481622172815845,0)   
100   0   (0.16666666666666574,0)   (0.083331441691062866,0)   (0.083331441691062852,0)   (0.33333333333333154,0)   (-1.8916422699905417e-06,0)   (-1.8916422699924009e-06,0)   
200   0   (0.16666666666666483,0)   (0.083333333247451014,0)   (0.083333333247451,0)   (0.33333333333332971,0)   (-8.5881394771059402e-11,0)   (-8.5881396630330429e-11,0)   
500   0   (0.16666666666666199,0)   (0.083333333333330997,0)   (0.083333333333330997,0)   (0.3333333333333241,0)   (4.399082460913117e-18,0)   (9.4787053469021094e-18,0)   
1000   0   (0.16666666666665739,0)   (0.083333333333328694,0)   (0.083333333333328694,0)   (0.33333333333331489,0)   (-2.5398114429939658e-18,0)   (2.5398114429939681e-18,0)   
10000   0   (0.16666666666657412,0)   (0.08333333333328706,0)   (0.08333333333328706,0)   (0.33333333333314835,0)   (-2.5398114429844983e-18,0)   (2.5398114429844975e-18,0)   
