0   0   (0.20833333333333334,0)   (1.7347234759768071e-18,0)   (-1.2721305490496585e-17,0)   (8.0953762212251003e-18,0)   (-5.2041704279304213e-18,0)   (3.4694469519536142e-18,0)   (0.41666666666666635,0)   (3.0899761915836876e-18,0)   (-2.8369956846704034e-18,0)   (2.0599841277224584e-18,0)   (-2.9092758295027701e-18,0)   (-6.8530612319187929e-18,0)   
0.5   0   (0.21076994447058223,0)   (0.022502404353751917,0)   (0.022091408558511456,0)   (0.0045181525167703983,0)   (0.0026193333299518026,0)   (0.00064202925157428226,0)   (0.42153988894116456,0)   (-0.00072910651103634842,0)   (-0.00071695431259909776,0)   (8.0813844707631506e-05,0)   (-4.9839457071210145e-06,0)   (2.3969810958738599e-07,0)   
1   0   (0.21406050973511287,0)   (0.046920352816764495,0)   (0.045009827762047594,0)   (0.017588927982347125,0)   (0.011705998589063751,0)   (0.0051478889767648936,0)   (0.42812101947022535,0)   (-0.0034218034014130696,0)   (-0.0032432145207796316,0)   (0.00075120978805808729,0)   (-8.5390660363984301e-05,0)   (8.0087924713027302e-06,0)   
2   0   (0.21543428327608158,0)   (0.092310665251767954,0)   (0.087416673142712745,0)   (0.056388521386291718,0)   (0.045290072146527138,0)   (0.030833428566755316,0)   (0.4308685665521626,0)   (-0.0092216470768496494,0)   (-0.0082708056423553972,0)   (0.0035202395799265678,0)   (-0.00061224265919965356,0)   (9.4939200921573616e-05,0)   
10   0   (0.19747805821801623,0)   (0.1710180675671169,0)   (0.14823148807745365,0)   (0.14724304765232113,0)   (0.16953009622323198,0)   (0.14069863343725014,0)   (0.39495611643603251,0)   (-0.0011439909828742201,0)   (-0.0010014771225937665,0)   (0.00059273878147953624,0)   (-7.3425749232372428e-05,0)   (-0.00013600241998007906,0)   
100   0   (0.19255919877961836,0)   (0.1744943584410959,0)   (0.14306484033852229,0)   (0.14306484033852229,0)   (0.17449435844109601,0)   (0.13511839755923691,0)   (0.38511839755923682,0)   (1.1017383192942169e-16,0)   (-5.6280608223606825e-17,0)   (-3.389125441865861e-17,0)   (-9.925314677126315e-17,0)   (-1.6698712838736392e-16,0)   
200   0   (0.19255919877159927,0)   (0.17449435844434508,0)   (0.14306484032725408,0)   (0.14306484032725408,0)   (0.17449435844434516,0)   (0.13511839754319876,0)   (0.38511839754319876,0)   (1.0626536348781086e-16,0)   (-6.3859505781763099e-17,0)   (-3.7676023316238167e-17,0)   (-1.0313473360060827e-16,0)   (-1.6433794420820658e-16,0)   
500   0   (0.19255919877159927,0)   (0.17449435844434508,0)   (0.14306484032725408,0)   (0.14306484032725408,0)   (0.17449435844434516,0)   (0.13511839754319876,0)   (0.38511839754319876,0)   (1.062653654307355e-16,0)   (-6.3859507959396211e-17,0)   (-3.7676025493871279e-17,0)   (-1.0313473165768361e-16,0)   (-1.6433794429449033e-16,0)   
1000   0   (0.19255919877159927,0)   (0.17449435844434508,0)   (0.14306484032725408,0)   (0.14306484032725408,0)   (0.17449435844434516,0)   (0.13511839754319876,0)   (0.38511839754319876,0)   (1.062653654307355e-16,0)   (-6.3859507959396211e-17,0)   (-3.7676025493871279e-17,0)   (-1.0313473165768361e-16,0)   (-1.6433794429449033e-16,0)   
10000   0   (0.19255919877159927,0)   (0.17449435844434508,0)   (0.14306484032725408,0)   (0.14306484032725408,0)   (0.17449435844434516,0)   (0.13511839754319876,0)   (0.38511839754319876,0)   (1.062653654307355e-16,0)   (-6.3859507959396211e-17,0)   (-3.7676025493871279e-17,0)   (-1.0313473165768361e-16,0)   (-1.6433794429449033e-16,0)   
