0   0   (0.21428571428571436,0)   (0,0)   (-3.9650822308041303e-18,0)   (-5.9476233462061954e-18,0)   (-1.9825411154020651e-18,0)   (-7.9301644616082606e-18,0)   (-2.9738116731030977e-18,0)   (0.42857142857142888,0)   (2.4471991893244245e-18,0)   (4.4607175096546471e-18,0)   (-1.2081109921981335e-18,0)   (-1.2390881971262907e-19,0)   (4.0270366406604454e-18,0)   (-6.35032701027224e-18,0)   
0.5   0   (0.23471286891653834,0)   (-0.0032135279758020627,0)   (-0.00040747689875707396,0)   (0.01134820461656633,0)   (-0.0055654044888224091,0)   (0.0048785705534357257,0)   (-0.0012813376739953856,0)   (0.46942573783307456,0)   (-0.045538543113265335,0)   (-0.028727538469670549,0)   (0.031226272176691675,0)   (-0.015959948363056278,0)   (0.0039639569527877326,0)   (-0.00095365476986436655,0)   
1   0   (0.23638334277863168,0)   (-0.0035256256712079366,0)   (0.0025742045894242729,0)   (0.013161766605071044,0)   (-0.010801351823023681,0)   (0.012221549549277202,0)   (-0.0030986576135728847,0)   (0.4727666855572612,0)   (-0.072055829748180034,0)   (-0.030554137659816405,0)   (0.045540175266259135,0)   (-0.036288565059503695,0)   (0.0086612060947040912,0)   (-0.00029430411393494438,0)   
2   0   (0.23670697343106237,0)   (-0.012115108734514119,0)   (0.0079934790604119198,0)   (0.010072028872145656,0)   (-0.017185066067267475,0)   (0.022349635234930627,0)   (-0.0067251114885599952,0)   (0.47341394686212013,0)   (-0.11534632987353892,0)   (-0.019674650988242018,0)   (0.049075920181785887,0)   (-0.062608668801125908,0)   (0.027853114706715181,0)   (-0.004703864396541471,0)   
10   0   (0.235760752846186,0)   (-0.10429467796184341,0)   (0.020490422827326455,0)   (0.0016617015364113945,0)   (-0.041384196261946796,0)   (0.039160209991417623,0)   (-0.060087099394815484,0)   (0.47152150569237095,0)   (-0.25599466911953189,0)   (0.040869769409310044,0)   (0.016554704846743054,0)   (-0.10219946377273167,0)   (0.11995698613116706,0)   (-0.17611608235798396,0)   
100   0   (0.23518759369473261,0)   (-0.15267326174255458,0)   (0.032133232925291737,0)   (-0.0049451304185076858,0)   (-0.046307269750566961,0)   (0.050700216779919587,0)   (-0.11409537060935593,0)   (0.47037518738946549,0)   (-0.30848414333666052,0)   (0.050866397636506258,0)   (0.0073628727643084016,0)   (-0.099329855823222929,0)   (0.11507019066190474,0)   (-0.23474731865002968,0)   
200   0   (0.2351875936316469,0)   (-0.15267326720797664,0)   (0.032133234349430273,0)   (-0.0049451312654773538,0)   (-0.046307270215534914,0)   (0.050700218186797034,0)   (-0.11409537747888551,0)   (0.47037518726329386,0)   (-0.30848414869010737,0)   (0.05086639824843104,0)   (0.0073628720886508882,0)   (-0.099329855260979344,0)   (0.11507018916451779,0)   (-0.23474732328299736,0)   
500   0   (0.2351875936316469,0)   (-0.15267326720797669,0)   (0.032133234349430287,0)   (-0.0049451312654773668,0)   (-0.046307270215534921,0)   (0.050700218186797055,0)   (-0.11409537747888562,0)   (0.47037518726329397,0)   (-0.30848414869010743,0)   (0.050866398248431047,0)   (0.0073628720886508778,0)   (-0.099329855260979344,0)   (0.11507018916451775,0)   (-0.23474732328299747,0)   
1000   0   (0.2351875936316469,0)   (-0.15267326720797669,0)   (0.032133234349430287,0)   (-0.0049451312654773668,0)   (-0.046307270215534921,0)   (0.050700218186797055,0)   (-0.11409537747888562,0)   (0.47037518726329397,0)   (-0.30848414869010743,0)   (0.050866398248431047,0)   (0.0073628720886508778,0)   (-0.099329855260979344,0)   (0.11507018916451775,0)   (-0.23474732328299747,0)   
10000   0   (0.2351875936316469,0)   (-0.15267326720797669,0)   (0.032133234349430287,0)   (-0.0049451312654773668,0)   (-0.046307270215534921,0)   (0.050700218186797055,0)   (-0.11409537747888562,0)   (0.47037518726329397,0)   (-0.30848414869010743,0)   (0.050866398248431047,0)   (0.0073628720886508778,0)   (-0.099329855260979344,0)   (0.11507018916451775,0)   (-0.23474732328299747,0)   
