0   0   (0.20833333333333334,0)   (-3.4694469519536142e-18,0)   (-9.8300996972019074e-18,0)   (6.9388939039072284e-18,0)   (0,0)   (-6.9388939039072284e-18,0)   (0.41666666666666635,0)   (3.9754079657801827e-18,0)   (4.6982094141038528e-18,0)   (-1.5901631863120731e-18,0)   (-1.0119220276531375e-18,0)   (-6.7581935418263112e-18,0)   
0.5   0   (0.22090872367639805,0)   (0.015359922215281822,0)   (0.013810847515822931,0)   (0.0046207963980040003,0)   (0.001873665157090977,0)   (0.0010156459893183973,0)   (0.44181744735279588,0)   (-0.013092530195451193,0)   (-0.011416311970754656,0)   (0.0049761056343633004,0)   (-0.00098206816411740066,0)   (0.00016040397051449005,0)   
1   0   (0.22529570623841913,0)   (0.022147446211986371,0)   (0.018463248186022421,0)   (0.011199019654976709,0)   (0.0032583223257868382,0)   (0.0055491686388525058,0)   (0.45059141247683759,0)   (-0.035122419568937038,0)   (-0.027191630451721585,0)   (0.022475939368613227,0)   (-0.00689791381211641,0)   (0.0016677091786234863,0)   
2   0   (0.22728429429943445,0)   (0.029253200255518415,0)   (0.019389480846075609,0)   (0.015333057197098789,0)   (0.0049618393375973424,0)   (0.018995402675852886,0)   (0.45456858859886839,0)   (-0.063568386639402147,0)   (-0.045516734481562987,0)   (0.055325673218150954,0)   (-0.023092031997142794,0)   (0.0038978027330737299,0)   
10   0   (0.22810595014732077,0)   (0.077631654788107934,0)   (0.035906965855191167,0)   (0.0096665982306823137,0)   (0.053901281013937874,0)   (0.11225607588940424,0)   (0.45621190029464054,0)   (-0.072866380134690115,0)   (-0.064565061075633298,0)   (0.11034048809225758,0)   (-0.035190657849361408,0)   (-0.021388041766744446,0)   
100   0   (0.22775878295659296,0)   (0.092740509806841107,0)   (0.042022233668055124,0)   (0.0096159740700309769,0)   (0.068065160461870694,0)   (0.13310793827534331,0)   (0.45551756591318621,0)   (-0.060983653986190697,0)   (-0.072705857726109491,0)   (0.1163702520388496,0)   (-0.019963055367737393,0)   (-0.040952905231662055,0)   
200   0   (0.227758782955928,0)   (0.092740509834936272,0)   (0.042022233677668192,0)   (0.0096159740703443165,0)   (0.068065160486539836,0)   (0.13310793830539633,0)   (0.45551756591185621,0)   (-0.060983653960185229,0)   (-0.07270585774596286,0)   (0.11637025204790147,0)   (-0.01996305533258708,0)   (-0.040952905283042247,0)   
500   0   (0.227758782955928,0)   (0.092740509834936258,0)   (0.042022233677668192,0)   (0.0096159740703443165,0)   (0.068065160486539836,0)   (0.13310793830539633,0)   (0.45551756591185616,0)   (-0.060983653960185236,0)   (-0.07270585774596286,0)   (0.11637025204790147,0)   (-0.01996305533258708,0)   (-0.040952905283042247,0)   
1000   0   (0.227758782955928,0)   (0.092740509834936272,0)   (0.042022233677668192,0)   (0.0096159740703443165,0)   (0.068065160486539836,0)   (0.13310793830539633,0)   (0.45551756591185621,0)   (-0.060983653960185229,0)   (-0.07270585774596286,0)   (0.11637025204790148,0)   (-0.019963055332587076,0)   (-0.040952905283042247,0)   
10000   0   (0.227758782955928,0)   (0.092740509834936258,0)   (0.042022233677668192,0)   (0.0096159740703443165,0)   (0.068065160486539822,0)   (0.13310793830539633,0)   (0.45551756591185621,0)   (-0.060983653960185236,0)   (-0.07270585774596286,0)   (0.11637025204790148,0)   (-0.019963055332587076,0)   (-0.040952905283042247,0)   
