0   0   (0.19999999999999996,0)   (-8.3266726846886737e-18,0)   (-1.1102230246251566e-17,0)   (-2.7755575615628915e-18,0)   (-9.7144514654701191e-18,0)   (0.39999999999999991,0)   (1.5959455978986624e-17,0)   (4.1633363423443369e-18,0)   (-9.3675067702747589e-18,0)   (3.1225022567582528e-18,0)   
0.5   0   (0.21489941018278605,0)   (-0.0038812200879296353,0)   (-0.0043734392100914371,0)   (0.006788860511856119,0)   (-0.0014760229021849106,0)   (0.42979882036557154,0)   (-0.039309816534412935,0)   (-0.03288603264765403,0)   (0.01948777038727819,0)   (-0.0061602115875731408,0)   
1   0   (0.21775991294558514,0)   (-0.020464444358884119,0)   (-0.021279383662412134,0)   (0.015764145872589851,0)   (-0.007333815616574306,0)   (0.43551982589117122,0)   (-0.084101174233024711,0)   (-0.064645978203647148,0)   (0.060733229116108491,0)   (-0.02752536803236728,0)   
2   0   (0.21915176248278057,0)   (-0.033402399079223558,0)   (-0.030255570275735451,0)   (0.021937306014716527,0)   (-0.0094711087580424715,0)   (0.43830352496556046,0)   (-0.1232148371299914,0)   (-0.075241544461290041,0)   (0.095909469068561862,0)   (-0.065263576887014355,0)   
10   0   (0.21833865729389385,0)   (-0.098518652487850827,0)   (-0.014150307701991698,0)   (0.020595027003046353,0)   (-0.068414527100467665,0)   (0.43667731458778769,0)   (-0.23570373373458925,0)   (-0.034129430556996562,0)   (0.091588318041992051,0)   (-0.19336692461792102,0)   
100   0   (0.21800242693297398,0)   (-0.1303960449174339,0)   (-0.0064481746586465081,0)   (0.021960379902417941,0)   (-0.10311858717440969,0)   (0.43600485386594823,0)   (-0.27057137535091741,0)   (-0.017332075820425716,0)   (0.082715124075937743,0)   (-0.22861613544253495,0)   
200   0   (0.2180024269324993,0)   (-0.13039604496416057,0)   (-0.0064481746474240485,0)   (0.021960379904609525,0)   (-0.10311858722552408,0)   (0.43600485386499876,0)   (-0.2705713754008785,0)   (-0.017332075796115391,0)   (0.08271512406281778,0)   (-0.2286161354926341,0)   
500   0   (0.2180024269324993,0)   (-0.13039604496416057,0)   (-0.0064481746474240485,0)   (0.021960379904609525,0)   (-0.10311858722552408,0)   (0.43600485386499876,0)   (-0.2705713754008785,0)   (-0.017332075796115391,0)   (0.08271512406281778,0)   (-0.2286161354926341,0)   
1000   0   (0.2180024269324993,0)   (-0.13039604496416057,0)   (-0.0064481746474240485,0)   (0.021960379904609525,0)   (-0.10311858722552408,0)   (0.43600485386499876,0)   (-0.2705713754008785,0)   (-0.017332075796115391,0)   (0.08271512406281778,0)   (-0.2286161354926341,0)   
10000   0   (0.2180024269324993,0)   (-0.13039604496416057,0)   (-0.0064481746474240485,0)   (0.021960379904609525,0)   (-0.10311858722552408,0)   (0.43600485386499876,0)   (-0.2705713754008785,0)   (-0.017332075796115391,0)   (0.08271512406281778,0)   (-0.2286161354926341,0)   
