0   0   (0.18749999999999997,0)   (-1.5612511283791264e-17,0)   (-2.4286128663675299e-17,0)   (-3.4694469519536142e-18,0)   (0.37499999999999989,0)   (0,0)   (-1.9081958235744878e-17,0)   (-1.0408340855860843e-17,0)   
0.5   0   (0.18994543407009573,0)   (0.015176947176940972,0)   (0.015176947176940974,0)   (0.0026169877424410083,0)   (0.37989086814019135,0)   (-0.0016947337810546844,0)   (-0.0016947337810546959,0)   (0.00024355046829003599,0)   
1   0   (0.19267134069645525,0)   (0.027144198655768989,0)   (0.027144198655768968,0)   (0.0095948141869023323,0)   (0.38534268139291039,0)   (-0.0075291637736143498,0)   (-0.0075291637736143776,0)   (0.0023892649745495638,0)   
2   0   (0.19216648802621752,0)   (0.044540156254633853,0)   (0.044540156254633825,0)   (0.026034565008486235,0)   (0.38433297605243488,0)   (-0.02021837966250584,0)   (-0.020218379662505895,0)   (0.013551344709931188,0)   
10   0   (0.17366238357589689,0)   (0.10383840580687721,0)   (0.10383840580687712,0)   (0.075181522948583518,0)   (0.34732476715179361,0)   (-0.014576602287669058,0)   (-0.014576602287669103,0)   (0.021284803906411055,0)   
100   0   (0.1688578131125974,0)   (0.1249999991787893,0)   (0.12499999917878919,0)   (0.087715625376724005,0)   (0.33771562622519491,0)   (-5.710673147666325e-10,0)   (-5.7106735639999624e-10,0)   (8.4847100055841679e-10,0)   
200   0   (0.1688578129290032,0)   (0.12499999999999997,0)   (0.12499999999999986,0)   (0.087715625858006602,0)   (0.33771562585800652,0)   (3.4707559828997891e-17,0)   (1.3090309461742825e-20,0)   (6.6519693429011931e-17,0)   
500   0   (0.1688578129290032,0)   (0.12499999999999997,0)   (0.12499999999999986,0)   (0.087715625858006602,0)   (0.33771562585800652,0)   (4.3801767768414379e-17,0)   (2.1684043449710089e-18,0)   (6.3317406873153459e-17,0)   
1000   0   (0.1688578129290032,0)   (0.12499999999999997,0)   (0.12499999999999986,0)   (0.087715625858006602,0)   (0.33771562585800652,0)   (4.3801767768414379e-17,0)   (2.1684043449710089e-18,0)   (6.3317406873153459e-17,0)   
10000   0   (0.1688578129290032,0)   (0.12499999999999997,0)   (0.12499999999999986,0)   (0.087715625858006602,0)   (0.33771562585800652,0)   (4.3801767768414379e-17,0)   (2.1684043449710089e-18,0)   (6.3317406873153459e-17,0)   
