0   0   (0.1875,0)   (0,0)   (6.9388939039072284e-18,0)   (-1.7347234759768071e-17,0)   (0.37499999999999994,0)   (2.1684043449710089e-17,0)   (-1.8214596497756474e-17,0)   (-1.7347234759768071e-17,0)   
0.5   0   (0.19773959345002404,0)   (-0.0074797223656460129,0)   (-0.0074797223656460502,0)   (0.010247840821069151,0)   (0.39547918690004835,0)   (-0.036691657687832807,0)   (-0.036691657687832786,0)   (0.023681549758618574,0)   
1   0   (0.20116387629413462,0)   (-0.030090333322089418,0)   (-0.030090333322089439,0)   (0.028832871217738504,0)   (0.40232775258826997,0)   (-0.081477444352772946,0)   (-0.081477444352772876,0)   (0.078696260393043949,0)   
2   0   (0.204196578792357,0)   (-0.047385563217445498,0)   (-0.047385563217445498,0)   (0.039244594591342073,0)   (0.40839315758471417,0)   (-0.10659697501070065,0)   (-0.10659697501070059,0)   (0.11567678910331265,0)   
10   0   (0.20461367309159437,0)   (-0.049759540684576185,0)   (-0.049759540684576192,0)   (0.039810816751391677,0)   (0.40922734618318918,0)   (-0.10901478485875649,0)   (-0.10901478485875644,0)   (0.11941652943013514,0)   
100   0   (0.20461367310104067,0)   (-0.049759540734690091,0)   (-0.049759540734690091,0)   (0.039810816736678967,0)   (0.40922734620208168,0)   (-0.10901478489020665,0)   (-0.10901478489020662,0)   (0.11941652946540243,0)   
200   0   (0.20461367310104067,0)   (-0.049759540734690098,0)   (-0.049759540734690098,0)   (0.039810816736678967,0)   (0.40922734620208173,0)   (-0.10901478489020665,0)   (-0.10901478489020662,0)   (0.11941652946540245,0)   
500   0   (0.20461367310104067,0)   (-0.049759540734690091,0)   (-0.049759540734690098,0)   (0.039810816736678974,0)   (0.40922734620208168,0)   (-0.10901478489020663,0)   (-0.10901478489020661,0)   (0.11941652946540245,0)   
1000   0   (0.2046136731010407,0)   (-0.049759540734690098,0)   (-0.049759540734690098,0)   (0.039810816736678967,0)   (0.40922734620208173,0)   (-0.10901478489020665,0)   (-0.10901478489020662,0)   (0.11941652946540243,0)   
10000   0   (0.20461367310104064,0)   (-0.049759540734690091,0)   (-0.049759540734690098,0)   (0.039810816736678974,0)   (0.40922734620208168,0)   (-0.10901478489020665,0)   (-0.10901478489020661,0)   (0.11941652946540242,0)   
