0   0   (0.18750000000000003,0)   (1.3877787807814457e-17,0)   (3.4694469519536142e-18,0)   (-1.3877787807814457e-17,0)   (0.37499999999999994,0)   (-1.1275702593849246e-17,0)   (1.7347234759768071e-18,0)   (-1.214306433183765e-17,0)   
0.5   0   (0.19077661097145027,0)   (0.014462534823630876,0)   (0.014462534823630869,0)   (0.0027913740079269366,0)   (0.38155322194290048,0)   (-0.0027013598181575469,0)   (-0.0027013598181574957,0)   (0.00047463510031654869,0)   
1   0   (0.19372930178441336,0)   (0.024197742499174498,0)   (0.024197742499174477,0)   (0.0096765172339694453,0)   (0.38745860356882661,0)   (-0.01109809462225452,0)   (-0.01109809462225444,0)   (0.0042891626108616521,0)   
2   0   (0.19292620924372397,0)   (0.035947420767901563,0)   (0.035947420767901542,0)   (0.024278053031636156,0)   (0.38585241848744789,0)   (-0.028576970679560432,0)   (-0.028576970679560301,0)   (0.022117408288317441,0)   
10   0   (0.18310572555591856,0)   (0.06138750665154865,0)   (0.061387506651548594,0)   (0.055668638886261952,0)   (0.36621145111183695,0)   (-0.043311946796816034,0)   (-0.043311946796815902,0)   (0.059872442818296984,0)   
100   0   (0.16973292545317453,0)   (0.12357168578401827,0)   (0.12357168578401821,0)   (0.088111592993064008,0)   (0.33946585090634884,0)   (-0.00097484260234838912,0)   (-0.00097484260234829165,0)   (0.0013542579132850678,0)   
200   0   (0.16942912421398501,0)   (0.12498747441937519,0)   (0.12498747441937513,0)   (0.088846372283008332,0)   (0.3388582484279698,0)   (-8.5488679422340805e-06,0)   (-8.5488679421365023e-06,0)   (1.1876144961697046e-05,0)   
500   0   (0.16942643646503786,0)   (0.12499999999176678,0)   (0.12499999999176672,0)   (0.088852872922269163,0)   (0.33885287293007549,0)   (-5.619447698672309e-12,0)   (-5.6193501204767861e-12,0)   (7.806499808461887e-12,0)   
1000   0   (0.1694264364632711,0)   (0.12500000000000006,0)   (0.125,0)   (0.088852872926542148,0)   (0.33885287292654198,0)   (-1.3530864052817642e-16,0)   (-3.7730445004481031e-17,0)   (1.1058891249617099e-16,0)   
10000   0   (0.1694264364632711,0)   (0.12500000000000006,0)   (0.125,0)   (0.088852872926542148,0)   (0.33885287292654198,0)   (-1.3530843112619095e-16,0)   (-3.7730235602495554e-17,0)   (1.1058862159352145e-16,0)   
