0   0   (0.20000000000000001,0)   (0,0)   (1.1102230246251566e-17,0)   (5.551115123125783e-18,0)   (-5.551115123125783e-18,0)   (0.40000000000000036,0)   (-6.2450045135165057e-18,0)   (6.5919492087118667e-18,0)   (6.2450045135165057e-18,0)   (-1.8995222061946036e-17,0)   
0.5   0   (0.20286772911868567,0)   (0.019565815182574133,0)   (0.018975354775307582,0)   (0.0036819135683410944,0)   (0.002119382582092157,0)   (0.40573545823737123,0)   (-0.0011949091663407557,0)   (-0.0011706457392378776,0)   (0.00014756886259555203,0)   (-1.0748472860959743e-05,0)   
1   0   (0.20643917594567104,0)   (0.038621388505241334,0)   (0.036161235562794949,0)   (0.013463490971506828,0)   (0.0089805729607754809,0)   (0.41287835189134142,0)   (-0.0055458644017334375,0)   (-0.005207203179184129,0)   (0.0013439119865867692,0)   (-0.00019044366175305632,0)   
2   0   (0.2081684458446651,0)   (0.070243173103403583,0)   (0.066099771386518041,0)   (0.038662325790105416,0)   (0.031661606692003547,0)   (0.41633689168933002,0)   (-0.015266128240353267,0)   (-0.013618122489760432,0)   (0.006626317789779056,0)   (-0.0015921866726000429,0)   
10   0   (0.20723479522402546,0)   (0.12530473835907321,0)   (0.18444285821308667,0)   (0.11959337315339526,0)   (0.15033840471463611,0)   (0.41446959044805104,0)   (-0.0041007797668215565,0)   (-0.0056494031293022884,0)   (0.005691115650968046,0)   (-0.0010199897871454669,0)   
100   0   (0.2091065849249065,0)   (0.12500000000407926,0)   (0.20910658491671444,0)   (0.12500000000407049,0)   (0.16821316984979384,0)   (0.4182131698498131,0)   (-6.0341587700605644e-15,0)   (-1.2650514894778325e-14,0)   (1.6227841451002651e-14,0)   (-9.1502944989924146e-16,0)   
200   0   (0.20910658492670969,0)   (0.125,0)   (0.20910658492670969,0)   (0.12499999999999983,0)   (0.16821316985341955,0)   (0.4182131698534195,0)   (-6.5052111985399771e-18,0)   (-1.7378086551020479e-16,0)   (1.4311470514719475e-17,0)   (1.872417174579051e-16,0)   
500   0   (0.20910658492670969,0)   (0.125,0)   (0.20910658492670969,0)   (0.12499999999999983,0)   (0.16821316985341955,0)   (0.4182131698534195,0)   (-6.5052130349130266e-18,0)   (-1.7378085326384113e-16,0)   (1.4311468676808659e-17,0)   (1.8724171518824662e-16,0)   
1000   0   (0.20910658492670969,0)   (0.125,0)   (0.20910658492670969,0)   (0.12499999999999983,0)   (0.16821316985341955,0)   (0.4182131698534195,0)   (-6.5052130349130266e-18,0)   (-1.7378085326384113e-16,0)   (1.4311468676808659e-17,0)   (1.8724171518824662e-16,0)   
10000   0   (0.20910658492670969,0)   (0.125,0)   (0.20910658492670969,0)   (0.12499999999999983,0)   (0.16821316985341955,0)   (0.4182131698534195,0)   (-6.5052130349130266e-18,0)   (-1.7378085326384113e-16,0)   (1.4311468676808659e-17,0)   (1.8724171518824662e-16,0)   
