0   0   (0.19999999999999998,0)   (2.7755575615628915e-18,0)   (-9.7144514654701191e-18,0)   (-1.2490009027033011e-17,0)   (-1.3877787807814458e-18,0)   (0.40000000000000019,0)   (4.1633363423443369e-18,0)   (1.3530843112619095e-17,0)   (3.8163916471489759e-18,0)   (1.6306400674181987e-17,0)   
0.5   0   (0.21418669452082803,0)   (7.9074105132080229e-05,0)   (-0.00082437182256228734,0)   (0.0056777634585697722,0)   (-0.00057669961724882439,0)   (0.4283733890416565,0)   (-0.03288726655781761,0)   (-0.027896823255486588,0)   (0.015124391547721534,0)   (-0.0044334422719570152,0)   
1   0   (0.21727284526177568,0)   (-0.01468976393873876,0)   (-0.016593084884122616,0)   (0.013236986790646192,0)   (-0.0057670913585155569,0)   (0.43454569052355085,0)   (-0.076121832271227735,0)   (-0.060019572046424711,0)   (0.053034457668350382,0)   (-0.022614083126189146,0)   
2   0   (0.21893831678763676,0)   (-0.027662324635260811,0)   (-0.02922578975200148,0)   (0.01942095030595134,0)   (-0.0073461989865413902,0)   (0.43787663357527351,0)   (-0.11558506623854629,0)   (-0.076562857726578407,0)   (0.093748580843103752,0)   (-0.057550336984009895,0)   
10   0   (0.21853093219738409,0)   (-0.079907313148548403,0)   (-0.017818511474843868,0)   (0.018266024705049361,0)   (-0.049621387497663066,0)   (0.43706186439476774,0)   (-0.21555514776084239,0)   (-0.043785643873183462,0)   (0.098243183132089948,0)   (-0.17520357511308651,0)   
100   0   (0.21808599979586279,0)   (-0.1293903451974408,0)   (-0.0060801153987552576,0)   (0.02036117218690647,0)   (-0.10297668626729482,0)   (0.43617199959172537,0)   (-0.26972543397986881,0)   (-0.017089443041069283,0)   (0.084296825686483848,0)   (-0.23088520395898729,0)   
200   0   (0.21808599967667744,0)   (-0.12939035907535276,0)   (-0.0060801121261955422,0)   (0.020361172830827671,0)   (-0.10297670130595588,0)   (0.43617199935335471,0)   (-0.26972544883367405,0)   (-0.017089435645467055,0)   (0.084296821739685238,0)   (-0.2308852191036119,0)   
500   0   (0.21808599967667741,0)   (-0.12939035907535326,0)   (-0.0060801121261954199,0)   (0.020361172830827692,0)   (-0.10297670130595643,0)   (0.43617199935335466,0)   (-0.26972544883367455,0)   (-0.017089435645466777,0)   (0.084296821739685099,0)   (-0.23088521910361248,0)   
1000   0   (0.21808599967667741,0)   (-0.12939035907535326,0)   (-0.0060801121261954199,0)   (0.020361172830827692,0)   (-0.10297670130595643,0)   (0.43617199935335466,0)   (-0.26972544883367455,0)   (-0.017089435645466777,0)   (0.084296821739685099,0)   (-0.23088521910361248,0)   
10000   0   (0.21808599967667741,0)   (-0.12939035907535326,0)   (-0.0060801121261954199,0)   (0.020361172830827692,0)   (-0.10297670130595643,0)   (0.43617199935335466,0)   (-0.26972544883367455,0)   (-0.017089435645466777,0)   (0.084296821739685099,0)   (-0.23088521910361248,0)   
