0   0   (0.22499999999999992,0)   (1.1405806854547507e-17,0)   (-4.8572257327350596e-18,0)   (-5.551115123125783e-18,0)   (-8.6736173798840355e-18,0)   (1.3877787807814458e-18,0)   (-1.7780915628762271e-18,0)   (-4.8572257327350596e-18,0)   (8.6302492929846147e-18,0)   (-3.9031278209478161e-19,0)   (0.44999999999998819,0)   (7.0384372158685535e-17,0)   (1.3223200746176334e-17,0)   (-2.9011894882996489e-17,0)   (-6.6014359777211154e-18,0)   (1.3552527156068805e-19,0)   (1.0272815584300154e-18,0)   (4.0657581468206415e-21,0)   (-1.3457659465976323e-18,0)   (-4.990718125222338e-19,0)   
0.5   0   (0.2434421906918629,0)   (0.01389800918828131,0)   (0.016367770075635845,0)   (0.0084262411275241346,0)   (-0.0022101915682439348,0)   (0.0037187919260924427,0)   (-0.0010094109638532993,0)   (0.00079699226594304022,0)   (-0.00013626515970657996,0)   (0.00011564016016978381,0)   (0.48688438138340495,0)   (-0.025313934171168694,0)   (-0.013014755886968519,0)   (0.016185936188959603,0)   (-0.0097950927735107607,0)   (0.0029450873997661875,0)   (-0.00073520722172712579,0)   (0.0001880921616977462,0)   (-4.2182397301814729e-05,0)   (9.8838946769232093e-06,0)   
1   0   (0.24470148733148978,0)   (0.032687856250397877,0)   (0.036740911235082586,0)   (0.012095017846428942,0)   (-0.0022065886568051478,0)   (0.0082051430386292663,0)   (-0.0021567879495784838,0)   (0.0029033366092483348,0)   (-0.00018232397670064549,0)   (0.00070129051154322361,0)   (0.48940297466247129,0)   (-0.038158420368628834,0)   (-0.011954109521044984,0)   (0.019316983153547674,0)   (-0.016602521302423488,0)   (0.005467821917287047,0)   (-0.00019295730599117234,0)   (-0.00047634324641560846,0)   (0.00014973638947990864,0)   (-2.9683736578187543e-05,0)   
2   0   (0.24513880200075494,0)   (0.061319601635231216,0)   (0.067068260784810485,0)   (0.017149114606345477,0)   (-0.00088837238843929626,0)   (0.014359877749900635,0)   (-0.003506220672108594,0)   (0.0087990659623139664,0)   (0.0011137393533445128,0)   (0.0041831436711944805,0)   (0.49027760400110904,0)   (-0.057975092629123121,0)   (-0.0086424026889601671,0)   (0.022327295796517078,0)   (-0.022700492211863332,0)   (0.011737867102060482,0)   (-0.0024201403487323658,0)   (-0.0017461895966243857,0)   (0.0009447129066169355,0)   (-0.0001424994028396373,0)   
10   0   (0.24532493630592045,0)   (0.10818013145830925,0)   (0.11307786257110936,0)   (0.015306945262550569,0)   (-0.005098057327843129,0)   (0.020423492297469144,0)   (-0.012713343966339276,0)   (0.030968281710080786,0)   (0.04314974944657908,0)   (0.053251261770966285,0)   (0.49064987261180387,0)   (-0.090342369316904092,0)   (0.013705782148017947,0)   (0.0081622542701300337,0)   (-0.021716091740410625,0)   (0.031462766589813881,0)   (-0.048718214016098813,0)   (0.025085450613419054,0)   (-0.0042416086643134697,0)   (-0.0035092697239228806,0)   
100   0   (0.24592493162932835,0)   (0.17591321879947078,0)   (0.12349115913530392,0)   (0.021221375684252457,0)   (0.0080323507750558864,0)   (0.014543292720392082,0)   (0.010921115787968628,0)   (0.096779898242103368,0)   (0.16649494717095487,0)   (0.19486238052733512,0)   (0.49184986325865532,0)   (-0.039057842115972789,0)   (0.0013292357101476816,0)   (0.01461595650308258,0)   (-0.019058329866434857,0)   (0.029561008376077693,0)   (-0.033165326727668643,0)   (0.016602860441784592,0)   (-0.013354218109847497,0)   (0.0056461917725178648,0)   
200   0   (0.24615402575115991,0)   (0.19916366175411748,0)   (0.12450148072314837,0)   (0.024230259252551123,0)   (0.012838874991997521,0)   (0.012029212938517428,0)   (0.021149289245957402,0)   (0.11436629702160966,0)   (0.19460352057519928,0)   (0.22507045433507308,0)   (0.49230805150231993,0)   (-0.018386435800021025,0)   (-0.0057014921781471722,0)   (0.020221758662402129,0)   (-0.021197854118118351,0)   (0.030152437510182685,0)   (-0.022158416304645229,0)   (0.0010254700386649401,0)   (0.00094659948771831767,0)   (0.00043678405315132547,0)   
500   0   (0.24622742009967269,0)   (0.20664906236695449,0)   (0.12490439120621329,0)   (0.025246941988529784,0)   (0.014365805367190568,0)   (0.011236891338428564,0)   (0.024442410310792344,0)   (0.12002646471427719,0)   (0.20362130845711882,0)   (0.23462341850357404,0)   (0.49245484019934543,0)   (-0.011751019092891333,0)   (-0.0080164232140561009,0)   (0.022111636411723926,0)   (-0.022030702382388655,0)   (0.030489352742039646,0)   (-0.018618003989952427,0)   (-0.004498741541748918,0)   (0.0065246309717408449,0)   (-0.0017975090014867958,0)   
1000   0   (0.24622827945997386,0)   (0.20673673417557775,0)   (0.12490916641794793,0)   (0.025258884471445798,0)   (0.014383674506318667,0)   (0.01122762372758228,0)   (0.024480980716042777,0)   (0.12009275748256294,0)   (0.20372690526777967,0)   (0.2347351816802907,0)   (0.49245655891994777,0)   (-0.011673316846637869,0)   (-0.0080435737437829207,0)   (0.02213383293657643,0)   (-0.022040561214533995,0)   (0.030493404809944953,0)   (-0.018576539695086797,0)   (-0.0045638114911635266,0)   (0.0065906675447414296,0)   (-0.0018240809422634793,0)   
10000   0   (0.24622827993492791,0)   (0.20673678263031994,0)   (0.12490916905713813,0)   (0.025258891071862868,0)   (0.014383684382290188,0)   (0.011227618605531097,0)   (0.024481002033260639,0)   (0.12009279412146691,0)   (0.2037269636293664,0)   (0.23473524344990565,0)   (0.49245655986985576,0)   (-0.011673273901908723,0)   (-0.0080435887494335542,0)   (0.022133845204236006,0)   (-0.022040566663365176,0)   (0.030493407049475025,0)   (-0.018576516778465012,0)   (-0.0045638474543053175,0)   (0.0065907040421829682,0)   (-0.0018240956282063515,0)   
