0   0   (0.1875,0)   (6.9388939039072284e-18,0)   (8.6736173798840355e-18,0)   (-6.9388939039072284e-18,0)   (0.37500000000000011,0)   (-1.8214596497756474e-17,0)   (-1.5612511283791264e-17,0)   (-1.6479873021779667e-17,0)   
0.5   0   (0.19322095485352186,0)   (0.011190376519230046,0)   (0.011190376519230036,0)   (0.0033990309465586925,0)   (0.38644190970704378,0)   (-0.007514301130318167,0)   (-0.0075143011303181037,0)   (0.0021322906458898986,0)   
1   0   (0.1958461961588886,0)   (0.01279173091418067,0)   (0.012791730914180647,0)   (0.010599623355653265,0)   (0.39169239231777719,0)   (-0.025563785959440685,0)   (-0.025563785959440581,0)   (0.015142823729814334,0)   
2   0   (0.19627181573381741,0)   (0.0045642673913747402,0)   (0.0045642673913747177,0)   (0.023348109436453185,0)   (0.39254363146763482,0)   (-0.059152150910986322,0)   (-0.059152150910986148,0)   (0.058088945462367654,0)   
10   0   (0.20415313074107033,0)   (-0.042796785624951435,0)   (-0.042796785624951449,0)   (0.022333959085672827,0)   (0.40830626148214066,0)   (-0.11003920411739831,0)   (-0.11003920411739807,0)   (0.13595104130823768,0)   
100   0   (0.2046268896023842,0)   (-0.045157529470814778,0)   (-0.045157529470814799,0)   (0.02137633867849079,0)   (0.40925377920476863,0)   (-0.11159036323917856,0)   (-0.11159036323917831,0)   (0.13787744052627759,0)   
200   0   (0.20462688960238423,0)   (-0.045157529470814778,0)   (-0.045157529470814799,0)   (0.021376338678490786,0)   (0.40925377920476869,0)   (-0.11159036323917855,0)   (-0.11159036323917829,0)   (0.13787744052627759,0)   
500   0   (0.20462688960238423,0)   (-0.045157529470814778,0)   (-0.045157529470814799,0)   (0.02137633867849079,0)   (0.40925377920476863,0)   (-0.11159036323917858,0)   (-0.1115903632391783,0)   (0.13787744052627762,0)   
1000   0   (0.20462688960238423,0)   (-0.045157529470814778,0)   (-0.045157529470814799,0)   (0.021376338678490786,0)   (0.40925377920476858,0)   (-0.11159036323917856,0)   (-0.11159036323917831,0)   (0.13787744052627762,0)   
10000   0   (0.20462688960238423,0)   (-0.045157529470814785,0)   (-0.045157529470814806,0)   (0.02137633867849079,0)   (0.40925377920476869,0)   (-0.11159036323917856,0)   (-0.11159036323917831,0)   (0.13787744052627759,0)   
