0   0   (0.16666666666666666,0)   (4.6259292692714853e-18,0)   (-9.2518585385429707e-18,0)   (0.33333333333333343,0)   (2.3129646346357427e-18,0)   (2.544261098099317e-17,0)   
0.5   0   (0.16666666666666663,0)   (0.0098221056155706078,0)   (0.0098221056155705939,0)   (0.33333333333333337,0)   (-0.00096169891699591256,0)   (-0.00096169891699589619,0)   
1   0   (0.16666666666666663,0)   (0.016979550179855047,0)   (0.016979550179855033,0)   (0.33333333333333331,0)   (-0.0055109437385476162,0)   (-0.0055109437385476067,0)   
2   0   (0.16666666666666666,0)   (0.02314780038140812,0)   (0.023147800381408103,0)   (0.33333333333333343,0)   (-0.02101331298564452,0)   (-0.021013312985644506,0)   
10   0   (0.16666666666666655,0)   (-0.024866786904107655,0)   (-0.024866786904107673,0)   (0.3333333333333332,0)   (-0.10780617574638127,0)   (-0.10780617574638124,0)   
100   0   (0.16666666666666666,0)   (-0.083333331959230941,0)   (-0.083333331959230955,0)   (0.33333333333333337,0)   (-0.1666666652925643,0)   (-0.16666666529256427,0)   
200   0   (0.16666666666666666,0)   (-0.083333333333333315,0)   (-0.083333333333333329,0)   (0.33333333333333331,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
500   0   (0.16666666666666666,0)   (-0.083333333333333315,0)   (-0.083333333333333329,0)   (0.33333333333333331,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
1000   0   (0.16666666666666666,0)   (-0.083333333333333315,0)   (-0.083333333333333329,0)   (0.33333333333333331,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
10000   0   (0.16666666666666666,0)   (-0.083333333333333315,0)   (-0.083333333333333329,0)   (0.33333333333333331,0)   (-0.16666666666666663,0)   (-0.16666666666666663,0)   
