0   0   (0.21875000000000006,0)   (-6.9388939039072284e-18,0)   (-4.3368086899420177e-19,0)   (5.2041704279304213e-18,0)   (1.3010426069826053e-18,0)   (-6.7220534694101275e-18,0)   (3.6862873864507151e-18,0)   (-6.7220534694101275e-18,0)   (0.43750000000000189,0)   (9.3647962648435445e-18,0)   (1.0164395367051604e-17,0)   (3.2729353081906165e-18,0)   (-1.8973538018496328e-18,0)   (3.7540500222310591e-18,0)   (-9.0259830859418244e-18,0)   (1.6771252355635147e-18,0)   
0.5   0   (0.23722778225739374,0)   (0.010312603372881731,0)   (0.010916026392126972,0)   (0.0080990940920141301,0)   (-0.001287861673113559,0)   (0.0028390296739554855,0)   (-0.00036154816957468069,0)   (0.00052940611124202834,0)   (0.47445556451479021,0)   (-0.027482771744330437,0)   (-0.01854111353797646,0)   (0.017511746194105168,0)   (-0.0072462800184363591,0)   (0.0019577845982702742,0)   (-0.00042118954677769396,0)   (9.1999684461789558e-05,0)   
1   0   (0.23957294252207689,0)   (0.022815124794595014,0)   (0.022296465685169648,0)   (0.012538423160839597,0)   (-0.003712359860072156,0)   (0.0092268066365568998,0)   (-0.00054716160348967089,0)   (0.0030489799535205436,0)   (0.47914588504414035,0)   (-0.043775773544105959,0)   (-0.022574371991795492,0)   (0.030838461916320597,0)   (-0.019360588608517214,0)   (0.0048279220722152452,0)   (-0.00058521473919443648,0)   (8.4892221153461158e-05,0)   
2   0   (0.2405476208263701,0)   (0.04469220161310735,0)   (0.041398645294569908,0)   (0.013604569351506005,0)   (-0.0049614170917100364,0)   (0.020164616635368882,0)   (0.004049973371087992,0)   (0.011971272309596376,0)   (0.48109524165271744,0)   (-0.064454171860976517,0)   (-0.019824001642597785,0)   (0.038154911033631327,0)   (-0.034028473361344479,0)   (0.0088051368518893142,0)   (0.0020299500962023104,0)   (-0.0015943048035396011,0)   
10   0   (0.24059350835154852,0)   (0.09463829957363494,0)   (0.083443799575320568,0)   (0.021610886375587272,0)   (0.0036939136612832153,0)   (0.052538621731999288,0)   (0.063967062343465192,0)   (0.098659708367838356,0)   (0.48118701670309516,0)   (-0.093153226248031809,0)   (0.0050281023321918535,0)   (0.036130866436330421,0)   (-0.054136550744949413,0)   (0.035971193551085669,0)   (-0.020914442982720657,0)   (0.0060826304511510674,0)   
100   0   (0.24089751482734953,0)   (0.14926305592383279,0)   (0.10345641830313976,0)   (0.036529004797693394,0)   (0.029218211869541488,0)   (0.080214793642585713,0)   (0.13614939970791218,0)   (0.1826840007519524,0)   (0.48179502965469923,0)   (-0.051982276238924145,0)   (-0.005311258714820917,0)   (0.038259352922508622,0)   (-0.034993969613443525,0)   (0.021363949256773901,0)   (-0.028049027810717511,0)   (0.02025575674427545,0)   
200   0   (0.24101021436446243,0)   (0.16466360523541246,0)   (0.10972557176122415,0)   (0.042959099948398902,0)   (0.040287003969245304,0)   (0.091935755703835914,0)   (0.15393372626286234,0)   (0.1961382779979188,0)   (0.48202042872892503,0)   (-0.038283033608590103,0)   (-0.013902312030872572,0)   (0.044281258599411004,0)   (-0.024437208142031121,0)   (0.00085664022769834519,0)   (-0.011108082867936707,0)   (0.012873309704223807,0)   
500   0   (0.24115549981242168,0)   (0.18454176370119546,0)   (0.11782637699274189,0)   (0.051265665296915716,0)   (0.054578097632237747,0)   (0.1070737248837271,0)   (0.17688911681737485,0)   (0.21349258632051793,0)   (0.48231099962484375,0)   (-0.020603154434570815,0)   (-0.025001915575873838,0)   (0.052070378985329596,0)   (-0.010808681891694609,0)   (-0.025651371037730308,0)   (0.010820427261549274,0)   (0.0033006852436307989,0)   
1000   0   (0.2411814191768667,0)   (0.18808808830882523,0)   (0.11927158586542941,0)   (0.052747582335261362,0)   (0.057127672824120138,0)   (0.10977438544639995,0)   (0.1809844291071333,0)   (0.21658864791237584,0)   (0.48236283835373378,0)   (-0.017449009697161573,0)   (-0.026982119345953872,0)   (0.053459982573849582,0)   (-0.0083773108272656507,0)   (-0.030380483053723772,0)   (0.014732543018853668,0)   (0.0015928980920524682,0)   
10000   0   (0.24118232214795299,0)   (0.18821163410756561,0)   (0.11932193362100109,0)   (0.052799208918957466,0)   (0.057216494164065171,0)   (0.10986847025342075,0)   (0.18112710037496957,0)   (0.21669650758249528,0)   (0.48236464429590631,0)   (-0.017339126543744782,0)   (-0.02705110509416114,0)   (0.053508393169119629,0)   (-0.0082926074474501486,0)   (-0.030545234447347341,0)   (0.014868832140543527,0)   (0.0015334027127331803,0)   
